stage1_weight,stage2_weight,k1,k2,information_revelation,theoretical_stage1_effort,theoretical_stage2_effort,Model_training,final_stage1_effort,final_stage2_effort,final_weighted_effort,Convergence_Quality,episodes,Gap_from_theoretical,stage2_gap_unweighted,gradient_iterations,gradient_final_grad,gradient_mode
3.0,6.5,0.0004,0.0004,none,0.0,87.5,ppo,0.0,79.09762859344482,514.1345858573914,Poor,8000,54.61541414260864,,,,
3.0,6.5,0.0004,0.0004,none,0.0,54.6875,ppo,0.0,78.27454805374146,508.78456234931946,Poor,8000,153.31581234931946,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,77.68000960350037,504.9200624227524,Poor,8000,246.39733515002513,,,,
