stage1_weight,stage2_weight,k1,k2,information_revelation,theoretical_stage1_effort,theoretical_stage2_effort,Model_training,final_stage1_effort,final_stage2_effort,final_weighted_effort,Convergence_Quality,episodes,Gap_from_theoretical,abs_err,stage2_gap_unweighted,gradient_iterations,gradient_final_grad,gradient_mode,opp_mode,opp_sync_interval,opp_ema_tau,opp_hist_size,last_sync_step,approx_kl,batch_entropy,alpha_mean,beta_mean,eval_vs_opponent_effort,eval_vs_opponent_reward,eval_vs_opponent_opp_effort,eval_vs_opponent_abs_err,eval_vs_history_effort_mean,eval_vs_history_effort_std,eval_vs_history_reward_mean,eval_vs_history_reward_std,eval_vs_history_abs_err_mean
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,38.24843168258667,248.61480593681335,Poor,3000000,9.907921335913898,1.5242955901405963,1.5242955901405963,,,,periodic,2,0.2,0,500,0.0005366454521814982,-2.5142669677734375,76.51899719238281,323.5967102050781,,,,,,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,38.304683566093445,248.9804431796074,Poor,3000000,9.54228409311986,1.4680437066338214,1.4680437066338214,,,,periodic,2,0.2,0,500,0.004176792999108632,-2.5190022786458335,77.18562316894531,325.82318115234375,,,,,,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,37.819209694862366,245.82486301660538,Poor,3000000,12.697864256121875,1.9535175778649005,1.9535175778649005,,,,periodic,2,0.2,0,500,0.0036293938755989075,-2.5040130615234375,74.05438995361328,317.5687561035156,,,,,,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,38.56443166732788,250.66880583763123,Poor,3000000,7.8539214350960265,1.2082956053993854,1.2082956053993854,,,,periodic,2,0.2,0,500,0.0005845104654630026,-2.4965972900390625,74.7228775024414,312.79937744140625,,,,,,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,38.381871581077576,249.48216527700424,Poor,3000000,9.04056199572301,1.3908556916496906,1.3908556916496906,,,,periodic,2,0.2,0,500,0.0022523129979769387,-2.5176289876302085,77.28762817382812,325.4422302246094,,,,,,,,,
3.0,6.5,0.0004,0.0004,none,0.0,39.772727272727266,ppo,0.0,37.782421708106995,245.58574110269547,Poor,3000000,12.936986170031787,1.9903055646202716,1.9903055646202716,,,,periodic,2,0.2,0,500,0.0001576791206995646,-2.5198771158854165,75.96511840820312,326.1537170410156,,,,,,,,,
