lr,steps,grad_eps,tol,num_samples,init_perturb,status,mean_gap,worst_gap,worst_q,mean_symmetry_gap,mean_iterations,robustness_score,per_q_details,q_values,quality_dist
0.010059822882391697,2252,0.6965177770279435,0.00040045312704147337,224,0.5000577354028828,success,0.25013886513328504,0.2501668624862248,25.0,0.5000537110090827,1.0,0.4252461066511113,"{'q_25.0': {'e1': 87.24983313751378, 'e2': 87.74988684852286, 'theoretical': 87.5, 'max_gap': 0.2501668624862248, 'gap_e1': 0.2501668624862248, 'gap_e2': 0.2498868485228627, 'symmetry_gap': 0.5000537110090875}, 'q_40.0': {'e1': 54.43737153561641, 'e2': 54.93742524662549, 'theoretical': 54.6875, 'max_gap': 0.25012846438359304, 'gap_e1': 0.25012846438359304, 'gap_e2': 0.24992524662548732, 'symmetry_gap': 0.5000537110090804}, 'q_55.0': {'e1': 39.52260600419723, 'e2': 40.02265971520631, 'theoretical': 39.772727272727266, 'max_gap': 0.25012126853003736, 'gap_e1': 0.25012126853003736, 'gap_e2': 0.249932442479043, 'symmetry_gap': 0.5000537110090804}}","25.0,40.0,55.0",{'Excellent': 3}
0.012956943637783816,2848,0.6888943511561929,0.0004633270502870628,179,0.5000366464537218,success,0.2501755629739577,0.2501871969091809,25.0,0.500031463296402,1.0,0.425281635961755,"{'q_25.0': {'e1': 87.24981280309082, 'e2': 87.74984426638721, 'theoretical': 87.5, 'max_gap': 0.2501871969091809, 'gap_e1': 0.2501871969091809, 'gap_e2': 0.24984426638721402, 'symmetry_gap': 0.5000314632963949}, 'q_40.0': {'e1': 54.43765292286131, 'e2': 54.93768438615771, 'theoretical': 54.6875, 'max_gap': 0.2501843861577129, 'gap_e1': 0.24984707713868914, 'gap_e2': 0.2501843861577129, 'symmetry_gap': 0.500031463296402}, 'q_55.0': {'e1': 39.52285091528584, 'e2': 40.022882378582246, 'theoretical': 39.772727272727266, 'max_gap': 0.25015510585497935, 'gap_e1': 0.24987635744142978, 'gap_e2': 0.25015510585497935, 'symmetry_gap': 0.5000314632964091}}","25.0,40.0,55.0",{'Excellent': 3}
0.010177604227959162,2952,0.7371187958653883,0.0003447932469479195,206,0.5000170518461777,success,0.25010489492102056,0.2502497432749209,25.0,0.5000129806656494,1.0,0.42530687633587144,"{'q_25.0': {'e1': 87.24975025672508, 'e2': 87.74976323739074, 'theoretical': 87.5, 'max_gap': 0.2502497432749209, 'gap_e1': 0.2502497432749209, 'gap_e2': 0.2497632373907379, 'symmetry_gap': 0.5000129806656588}, 'q_40.0': {'e1': 54.43751741883607, 'e2': 54.93753039950172, 'theoretical': 54.6875, 'max_gap': 0.2500303995017177, 'gap_e1': 0.2499825811639269, 'gap_e2': 0.2500303995017177, 'symmetry_gap': 0.5000129806656446}, 'q_55.0': {'e1': 39.522748834048045, 'e2': 40.02276181471369, 'theoretical': 39.772727272727266, 'max_gap': 0.25003454198642316, 'gap_e1': 0.24997843867922143, 'gap_e2': 0.25003454198642316, 'symmetry_gap': 0.5000129806656446}}","25.0,40.0,55.0",{'Excellent': 3}
0.014278323093876194,2377,0.68474890384932,0.0005481708184548223,164,0.5002077115818115,success,0.250156059575166,0.25021404205443787,25.0,0.5002019978799576,1.0,0.4253164786136094,"{'q_25.0': {'e1': 87.25001204417447, 'e2': 87.75021404205444, 'theoretical': 87.5, 'max_gap': 0.25021404205443787, 'gap_e1': 0.24998795582553157, 'gap_e2': 0.25021404205443787, 'symmetry_gap': 0.5002019978799694}, 'q_40.0': {'e1': 54.43744183986328, 'e2': 54.93764383774324, 'theoretical': 54.6875, 'max_gap': 0.2501438377432379, 'gap_e1': 0.25005816013671733, 'gap_e2': 0.2501438377432379, 'symmetry_gap': 0.5002019978799552}, 'q_55.0': {'e1': 39.522616973799444, 'e2': 40.02281897167939, 'theoretical': 39.772727272727266, 'max_gap': 0.2501102989278223, 'gap_e1': 0.2501102989278223, 'gap_e2': 0.2500916989521258, 'symmetry_gap': 0.5002019978799481}}","25.0,40.0,55.0",{'Excellent': 3}
0.023622500979523335,2165,0.6151370415501489,0.0007686351753553862,126,0.5000679122165669,success,0.250130895327852,0.2502474946988116,55.0,0.5000584619327668,1.0,0.42532340749365866,"{'q_25.0': {'e1': 87.24991727786126, 'e2': 87.74997573979402, 'theoretical': 87.5, 'max_gap': 0.2500827221387425, 'gap_e1': 0.2500827221387425, 'gap_e2': 0.24997573979402432, 'symmetry_gap': 0.5000584619327668}, 'q_40.0': {'e1': 54.437504007213235, 'e2': 54.937562469146, 'theoretical': 54.6875, 'max_gap': 0.25006246914600183, 'gap_e1': 0.249995992786765, 'gap_e2': 0.25006246914600183, 'symmetry_gap': 0.5000584619327668}, 'q_55.0': {'e1': 39.522479778028455, 'e2': 40.02253823996122, 'theoretical': 39.772727272727266, 'max_gap': 0.2502474946988116, 'gap_e1': 0.2502474946988116, 'gap_e2': 0.24981096723395524, 'symmetry_gap': 0.5000584619327668}}","25.0,40.0,55.0",{'Excellent': 3}
0.010055206088610989,2368,0.6335937438168883,0.0006420776799162653,121,0.500006164927992,success,0.25018294212965486,0.2502458828876257,25.0,0.500002142795959,1.0,0.425341791205022,"{'q_25.0': {'e1': 87.24975411711237, 'e2': 87.74975625990832, 'theoretical': 87.5, 'max_gap': 0.2502458828876257, 'gap_e1': 0.2502458828876257, 'gap_e2': 0.24975625990832384, 'symmetry_gap': 0.5000021427959496}, 'q_40.0': {'e1': 54.437288539803916, 'e2': 54.93729068259988, 'theoretical': 54.6875, 'max_gap': 0.2502114601960841, 'gap_e1': 0.2502114601960841, 'gap_e2': 0.2497906825998797, 'symmetry_gap': 0.5000021427959638}, 'q_55.0': {'e1': 39.52263578942201, 'e2': 40.022637932217975, 'theoretical': 39.772727272727266, 'max_gap': 0.25009148330525477, 'gap_e1': 0.25009148330525477, 'gap_e2': 0.249910659490709, 'symmetry_gap': 0.5000021427959638}}","25.0,40.0,55.0",{'Excellent': 3}
0.014316618480165074,2271,0.7189127693678646,0.0004240566769216744,149,0.500186379632326,success,0.25020303268869054,0.25025762392711215,25.0,0.5001806508502776,1.0,0.4253816087030286,"{'q_25.0': {'e1': 87.25007697307683, 'e2': 87.75025762392711, 'theoretical': 87.5, 'max_gap': 0.25025762392711215, 'gap_e1': 0.24992302692317026, 'gap_e2': 0.25025762392711215, 'symmetry_gap': 0.5001806508502824}, 'q_40.0': {'e1': 54.43725110723459, 'e2': 54.93743175808486, 'theoretical': 54.6875, 'max_gap': 0.25024889276541273, 'gap_e1': 0.25024889276541273, 'gap_e2': 0.24993175808486257, 'symmetry_gap': 0.5001806508502753}, 'q_55.0': {'e1': 39.52264920325054, 'e2': 40.02282985410081, 'theoretical': 39.772727272727266, 'max_gap': 0.2501025813735467, 'gap_e1': 0.2500780694767286, 'gap_e2': 0.2501025813735467, 'symmetry_gap': 0.5001806508502753}}","25.0,40.0,55.0",{'Excellent': 3}
0.01620725856748277,2419,0.7015437248934048,0.00042820805235015304,155,0.5001257272745129,success,0.2502034278346367,0.25032643240308516,55.0,0.500119242740927,1.0,0.4254442045341408,"{'q_25.0': {'e1': 87.2498491992398, 'e2': 87.74996844198074, 'theoretical': 87.5, 'max_gap': 0.2501508007601956, 'gap_e1': 0.2501508007601956, 'gap_e2': 0.24996844198074086, 'symmetry_gap': 0.5001192427409364}, 'q_40.0': {'e1': 54.43751380759971, 'e2': 54.93763305034063, 'theoretical': 54.6875, 'max_gap': 0.2501330503406294, 'gap_e1': 0.24998619240029285, 'gap_e2': 0.2501330503406294, 'symmetry_gap': 0.5001192427409222}, 'q_55.0': {'e1': 39.52293446238943, 'e2': 40.02305370513035, 'theoretical': 39.772727272727266, 'max_gap': 0.25032643240308516, 'gap_e1': 0.24979281033783707, 'gap_e2': 0.25032643240308516, 'symmetry_gap': 0.5001192427409222}}","25.0,40.0,55.0",{'Excellent': 3}
0.013173548828181978,2900,0.6865896575704225,0.0005476733749750816,202,0.5001059363559135,success,0.2502499131135754,0.25030758765706196,25.0,0.5001006658199311,1.0,0.42544605907170485,"{'q_25.0': {'e1': 87.24969241234294, 'e2': 87.74979307816287, 'theoretical': 87.5, 'max_gap': 0.25030758765706196, 'gap_e1': 0.25030758765706196, 'gap_e2': 0.24979307816286678, 'symmetry_gap': 0.5001006658199287}, 'q_40.0': {'e1': 54.43753821799968, 'e2': 54.93763888381961, 'theoretical': 54.6875, 'max_gap': 0.25013888381960925, 'gap_e1': 0.2499617820003195, 'gap_e2': 0.25013888381960925, 'symmetry_gap': 0.5001006658199287}, 'q_55.0': {'e1': 39.52242400486321, 'e2': 40.02252467068315, 'theoretical': 39.772727272727266, 'max_gap': 0.2503032678640551, 'gap_e1': 0.2503032678640551, 'gap_e2': 0.24979739795588074, 'symmetry_gap': 0.5001006658199358}}","25.0,40.0,55.0",{'Excellent': 3}
0.012512574085545366,1133,0.5815058397745538,0.0007014489466091005,134,0.5000199715785149,success,0.2502399438943783,0.25032133811056667,25.0,0.500014966348966,1.0,0.4254516328179834,"{'q_25.0': {'e1': 87.24967866188943, 'e2': 87.7496936282384, 'theoretical': 87.5, 'max_gap': 0.25032133811056667, 'gap_e1': 0.25032133811056667, 'gap_e2': 0.24969362823840413, 'symmetry_gap': 0.5000149663489708}, 'q_40.0': {'e1': 54.43722610433423, 'e2': 54.93724107068319, 'theoretical': 54.6875, 'max_gap': 0.25027389566577085, 'gap_e1': 0.25027389566577085, 'gap_e2': 0.24974107068319285, 'symmetry_gap': 0.5000149663489637}, 'q_55.0': {'e1': 39.52260267482047, 'e2': 40.02261764116943, 'theoretical': 39.772727272727266, 'max_gap': 0.2501245979067974, 'gap_e1': 0.2501245979067974, 'gap_e2': 0.24989036844216628, 'symmetry_gap': 0.5000149663489637}}","25.0,40.0,55.0",{'Excellent': 3}
