stage1_weight,stage2_weight,k1,k2,information_revelation,theoretical_stage1_effort,theoretical_stage2_effort,Model_training,final_stage1_effort,final_stage2_effort,final_weighted_effort,Convergence_Quality,episodes,Gap_from_theoretical
3.0,6.5,0.0004,0.0004,partial,100,200,gradient,100.0,200.0,1600.0,Excellent,0,0.0
3.0,6.5,0.0004,0.0004,partial,58.33333333333333,58.33333333333333,ppo,28.501083502769472,56.49312210083008,452.7085441637039,Poor,5000,101.45812250296274
3.0,6.5,0.0004,0.0004,partial,36.458333333333336,36.458333333333336,ppo,19.42528009414673,40.36109924316406,320.6229853630066,Poor,5000,25.731181303660094
3.0,6.5,0.0004,0.0004,partial,26.515151515151516,26.515151515151516,ppo,16.184081716537477,26.25562286376953,219.21379376411437,Poor,5000,32.680145629825006
