update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr,approx_kl
1,16384,29.549855589866638,29.05270516872406,29.549855589866638,49.69729483127594,49.20014441013336,0.02,0.25,0.0003,0.05003334106800139
2,32768,28.859192728996277,28.859192728996277,28.310773372650146,49.89080727100372,50.43922662734985,0.02,0.25,0.0003,0.050984606628389884
3,49152,27.028409242630005,27.028409242630005,25.97638726234436,51.721590757369995,52.77361273765564,0.02,0.25,0.0003,0.05255125913354277
4,65536,24.672404527664185,24.672404527664185,23.457119464874268,54.077595472335815,55.29288053512573,0.02,0.25,0.0003,0.04032176305699977
5,81920,22.115949392318726,22.115949392318726,20.78067421913147,56.634050607681274,57.96932578086853,0.02,0.25,0.0003,0.03054631511477055
6,98304,19.916114807128906,19.916114807128906,18.481258153915405,58.833885192871094,60.268741846084595,0.02,0.25,0.0003,0.024899606537655928
7,114688,18.05373191833496,18.05373191833496,16.523960828781128,60.69626808166504,62.22603917121887,0.02,0.25,0.0003,0.01805653377668932
8,131072,16.366926431655884,16.366926431655884,14.749774932861328,62.383073568344116,64.00022506713867,0.02,0.25,0.0003,0.016284147644182668
9,147456,14.831218719482422,14.831218719482422,13.215527534484863,63.91878128051758,65.53447246551514,0.02,0.25,0.0003,0.014032044657506048
10,163840,13.496551513671875,13.496551513671875,11.843750476837158,65.25344848632812,66.90624952316284,0.02,0.25,0.0003,0.011594053002772853
11,180224,12.269262075424194,12.269262075424194,10.611889362335205,66.4807379245758,68.1381106376648,0.02,0.25,0.0003,0.012857062724651768
12,196608,11.205742359161377,11.205742359161377,9.540644884109497,67.54425764083862,69.2093551158905,0.02,0.25,0.0003,0.010404555994318799
13,212992,10.115913152694702,10.115913152694702,8.445415496826172,68.6340868473053,70.30458450317383,0.02,0.25,0.0003,0.010426079540047794
14,229376,9.111825227737427,9.111825227737427,7.496747970581055,69.63817477226257,71.25325202941895,0.02,0.25,0.0003,0.008239256299566478
15,245760,8.005801439285278,8.005801439285278,6.427416801452637,70.74419856071472,72.32258319854736,0.02,0.3,0.00037499999999999995,0.011205841670744121
16,262144,7.104978561401367,7.104978561401367,5.7460105419158936,71.64502143859863,73.0039894580841,0.02,0.3,0.00037499999999999995,0.009795143269002438
17,278528,6.111881732940674,6.111881732940674,5.011860132217407,72.63811826705933,73.73813986778259,0.02,0.36,0.00045,0.011069991544354707
18,294912,5.33156156539917,5.33156156539917,4.3946897983551025,73.41843843460083,74.3553102016449,0.02,0.36,0.00045,0.008727578318212182
19,311296,4.613713026046753,4.613713026046753,3.7314391136169434,74.13628697395325,75.01856088638306,0.02,0.375,0.00045,0.007555023860186338
20,327680,3.9065515995025635,3.9065515995025635,3.10225248336792,74.84344840049744,75.64774751663208,0.02,0.375,0.00045,0.008228370849974454
21,344064,3.7570512294769287,3.7570512294769287,3.2495057582855225,74.99294877052307,75.50049424171448,0.02,0.375,0.00045,0.00044795169960707424
22,360448,3.0934250354766846,3.0934250354766846,2.5817906856536865,75.65657496452332,76.16820931434631,0.02,0.375,0.00045,0.00536084920167923
23,376832,2.8640425205230713,2.8640425205230713,2.48698353767395,75.88595747947693,76.26301646232605,0.02,0.375,0.00045,0.0006626533810049296
24,393216,2.4870431423187256,2.4870431423187256,2.297452688217163,76.26295685768127,76.45254731178284,0.02,0.375,0.00045,0.0026752780424430965
25,409600,3.003624677658081,2.775273323059082,3.003624677658081,75.97472667694092,75.74637532234192,0.02,0.375,0.00045,0.00615290452260524
26,425984,3.26135516166687,2.7967727184295654,3.26135516166687,75.95322728157043,75.48864483833313,0.02,0.375,0.00045,0.00215471126139164
27,442368,3.6714768409729004,3.257749080657959,3.6714768409729004,75.49225091934204,75.0785231590271,0.02,0.375,0.00045,0.003985831828322262
28,458752,3.865811824798584,3.3950960636138916,3.865811824798584,75.35490393638611,74.88418817520142,0.02,0.375,0.00045,0.002357850642874837
29,475136,4.67347264289856,3.8465476036071777,4.67347264289856,74.90345239639282,74.07652735710144,0.02,0.375,0.00045,0.005175302200950682
30,491520,5.257008075714111,4.11054253578186,5.257008075714111,74.63945746421814,73.49299192428589,0.02,0.375,0.00045,0.0031555718625895677
31,507904,5.602512359619141,4.444060325622559,5.602512359619141,74.30593967437744,73.14748764038086,0.02,0.375,0.00045,0.0035548161540646106
32,524288,6.693742275238037,5.075666904449463,6.693742275238037,73.67433309555054,72.05625772476196,0.02,0.375,0.00045,0.009208891697926446
33,540672,6.663576364517212,4.5747315883636475,6.663576364517212,74.17526841163635,72.08642363548279,0.02,0.375,0.00045,0.004664455959573388
34,557056,7.810161113739014,5.236325263977051,7.810161113739014,73.51367473602295,70.93983888626099,0.02,0.375,0.00045,0.01662267642095685
35,573440,9.534302949905396,5.919156074523926,9.534302949905396,72.83084392547607,69.2156970500946,0.02,0.375,0.00045,0.014111913339002058
36,589824,15.670386552810669,6.574544906616211,15.670386552810669,72.17545509338379,63.07961344718933,0.02,0.375,0.00045,0.09138062894635368
37,606208,33.04130494594574,7.205764055252075,33.04130494594574,71.54423594474792,45.70869505405426,0.02,0.30000000000000004,0.00036,0.20448574233159889
38,622592,43.93486440181732,7.919374704360962,43.93486440181732,70.83062529563904,34.81513559818268,0.02,0.24000000000000005,0.000288,0.07761892645935405
39,638976,55.370934903621674,8.557746410369873,55.370934903621674,70.19225358963013,23.379065096378326,0.02,0.19200000000000006,0.00023040000000000004,0.09227215758008356
40,655360,62.17832773923874,9.283403158187866,62.17832773923874,69.46659684181213,16.57167226076126,0.02,0.15360000000000007,0.00018432000000000008,0.054105380942928605
41,671744,66.25425949692726,10.336134433746338,66.25425949692726,68.41386556625366,12.495740503072739,0.02,0.15360000000000007,0.00018432000000000008,0.042012256246016476
42,688128,68.86686891317368,11.700568199157715,68.86686891317368,67.04943180084229,9.883131086826324,0.02,0.15360000000000007,0.00018432000000000008,0.03853594079919276
43,704512,70.64129769802094,13.198206424713135,70.64129769802094,65.55179357528687,8.108702301979065,0.02,0.15360000000000007,0.00018432000000000008,0.037009713995212225
44,720896,71.83731481432915,14.678767919540405,71.83731481432915,64.0712320804596,6.912685185670853,0.02,0.15360000000000007,0.00018432000000000008,0.03149371924664592
45,737280,72.74473443627357,16.22127652168274,72.74473443627357,62.52872347831726,6.005265563726425,0.02,0.15360000000000007,0.00018432000000000008,0.02941458712302847
46,753664,73.345667719841,17.770168781280518,73.345667719841,60.97983121871948,5.404332280158997,0.02,0.15360000000000007,0.00018432000000000008,0.026483571442076935
47,770048,73.7921005487442,19.294337034225464,73.7921005487442,59.455662965774536,4.957899451255798,0.02,0.15360000000000007,0.00018432000000000008,0.024218381062382832
48,786432,74.17850442230701,20.818147659301758,74.17850442230701,57.93185234069824,4.5714955776929855,0.02,0.15360000000000007,0.00018432000000000008,0.027184549550293015
49,802816,74.49819579720497,22.356287240982056,74.49819579720497,56.393712759017944,4.251804202795029,0.02,0.15360000000000007,0.00018432000000000008,0.023591494298307224
50,819200,74.78819772601128,23.871747255325317,74.78819772601128,54.87825274467468,3.9618022739887238,0.02,0.15360000000000007,0.00018432000000000008,0.02665602503111586
51,835584,75.02079963684082,25.32999277114868,75.02079963684082,53.42000722885132,3.7292003631591797,0.02,0.15360000000000007,0.00018432000000000008,0.024159248202340677
52,851968,75.2133222669363,26.79289937019348,75.2133222669363,51.95710062980652,3.536677733063698,0.02,0.15360000000000007,0.00018432000000000008,0.024036763317417352
53,868352,75.3495367616415,28.234747648239136,75.3495367616415,50.515252351760864,3.4004632383584976,0.02,0.15360000000000007,0.00018432000000000008,0.024760005390271546
54,884736,75.4344230890274,29.656172394752502,75.4344230890274,49.0938276052475,3.315576910972595,0.02,0.15360000000000007,0.00018432000000000008,0.024630857747979462
55,901120,75.21972976624966,31.074721217155457,75.21972976624966,47.67527878284454,3.5302702337503433,0.02,0.15360000000000007,0.00018432000000000008,0.024585164414020255
56,917504,74.5924724638462,32.52331078052521,74.5924724638462,46.22668921947479,4.157527536153793,0.02,0.15360000000000007,0.00018432000000000008,0.027104627963854
57,933888,73.71962651610374,33.870354890823364,73.71962651610374,44.879645109176636,5.0303734838962555,0.02,0.15360000000000007,0.00018432000000000008,0.030532970535568894
58,950272,72.51085288822651,35.03787875175476,72.51085288822651,43.71212124824524,6.239147111773491,0.02,0.15360000000000007,0.00018432000000000008,0.028577275440329685
59,966656,70.53292229771614,35.909313559532166,70.53292229771614,42.840686440467834,8.21707770228386,0.02,0.15360000000000007,0.00018432000000000008,0.0271039505241788
60,983040,67.79565945267677,36.58243775367737,67.79565945267677,42.16756224632263,10.954340547323227,0.02,0.15360000000000007,0.00018432000000000008,0.028878079385322053
61,999424,63.84242534637451,37.10207402706146,63.84242534637451,41.64792597293854,14.907574653625488,0.02,0.15360000000000007,0.00018432000000000008,0.031989826243079736
62,1015808,58.72719198465347,37.491942048072815,58.72719198465347,41.258057951927185,20.022808015346527,0.02,0.15360000000000007,0.00018432000000000008,0.030496343380218605
63,1032192,53.23459565639496,37.72358953952789,53.23459565639496,41.02641046047211,25.51540434360504,0.02,0.15360000000000007,0.00018432000000000008,0.0213468983216444
64,1048576,46.04732155799866,37.51648128032684,46.04732155799866,41.23351871967316,32.70267844200134,0.02,0.15360000000000007,0.00018432000000000008,0.02075583002560961
65,1064960,41.74523413181305,37.21379995346069,41.74523413181305,41.53620004653931,37.00476586818695,0.02,0.15360000000000007,0.00018432000000000008,0.011403785471611628
66,1081344,37.67336964607239,36.948004961013794,37.67336964607239,41.801995038986206,41.07663035392761,0.02,0.15360000000000007,0.00018432000000000008,0.008052306928266261
67,1097728,36.67698562145233,36.67698562145233,34.43891763687134,42.07301437854767,44.31108236312866,0.02,0.18432000000000007,0.0002304000000000001,0.004458883193990459
