update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr,approx_kl
1,16384,30.46436369419098,30.46436369419098,29.694140553474426,48.28563630580902,49.055859446525574,0.02,0.25,0.0004,0.05404885064583596
2,32768,30.168480277061462,30.168480277061462,28.73762607574463,48.58151972293854,50.01237392425537,0.02,0.25,0.0004,0.05701613298124357
3,49152,27.504048347473145,27.504048347473145,25.632277727127075,51.245951652526855,53.117722272872925,0.02,0.25,0.0004,0.0519721424952877
4,65536,25.062135457992554,25.062135457992554,23.038522005081177,53.687864542007446,55.71147799491882,0.02,0.25,0.0004,0.042292644386907344
5,81920,22.505125999450684,22.505125999450684,20.375046730041504,56.244874000549316,58.374953269958496,0.02,0.25,0.0004,0.034849632716213816
6,98304,20.206907987594604,20.206907987594604,17.969194650650024,58.543092012405396,60.780805349349976,0.02,0.25,0.0004,0.02366328883508686
7,114688,18.372974395751953,18.372974395751953,16.145846843719482,60.37702560424805,62.60415315628052,0.02,0.25,0.0004,0.021122780453879386
8,131072,16.733673810958862,16.733673810958862,14.47050929069519,62.01632618904114,64.27949070930481,0.02,0.25,0.0004,0.019053903335588984
9,147456,15.2048921585083,15.2048921585083,12.94647216796875,63.5451078414917,65.80352783203125,0.02,0.25,0.0004,0.0142564975656569
10,163840,13.764408826828003,13.764408826828003,11.511269807815552,64.985591173172,67.23873019218445,0.02,0.25,0.0004,0.01470409640460275
11,180224,12.399230003356934,12.399230003356934,10.159627199172974,66.35076999664307,68.59037280082703,0.02,0.25,0.0004,0.01342783662257716
12,196608,11.188290119171143,11.188290119171143,8.971700668334961,67.56170988082886,69.77829933166504,0.02,0.25,0.0004,0.010715925926342606
13,212992,10.09412169456482,10.09412169456482,7.9347288608551025,68.65587830543518,70.8152711391449,0.02,0.25,0.0004,0.011074893421027809
14,229376,9.336892366409302,9.336892366409302,7.276830673217773,69.4131076335907,71.47316932678223,0.02,0.25,0.0004,0.008305548212956638
15,245760,8.199331760406494,8.199331760406494,6.1634039878845215,70.5506682395935,72.58659601211548,0.02,0.3,0.0005,0.01472168875625357
16,262144,7.345900535583496,7.345900535583496,5.486432313919067,71.4040994644165,73.26356768608093,0.02,0.3,0.0005,0.012332830135710538
17,278528,6.455812454223633,6.455812454223633,4.7375476360321045,72.29418754577637,74.0124523639679,0.02,0.3,0.0005,0.010654658381827175
