update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr,approx_kl
1,16384,33.727092146873474,33.727092146873474,32.60794937610626,45.022907853126526,46.14205062389374,0.02,0.25,0.0003,0.05562472052886278
2,32768,32.104451060295105,32.104451060295105,30.359334349632263,46.645548939704895,48.39066565036774,0.02,0.25,0.0003,0.05690379190264139
3,49152,29.490742683410645,29.490742683410645,27.579364776611328,49.259257316589355,51.17063522338867,0.02,0.25,0.0003,0.05028960910458409
4,65536,26.848820447921753,26.848820447921753,24.753448963165283,51.90117955207825,53.99655103683472,0.02,0.25,0.0003,0.040504000906366855
5,81920,24.191150665283203,24.191150665283203,22.038707733154297,54.5588493347168,56.7112922668457,0.02,0.25,0.0003,0.02991747481719358
6,98304,21.77617907524109,21.77617907524109,19.597599506378174,56.97382092475891,59.152400493621826,0.02,0.25,0.0003,0.026659351610578596
7,114688,19.705960750579834,19.705960750579834,17.474476099014282,59.044039249420166,61.27552390098572,0.02,0.25,0.0003,0.02297396817593835
8,131072,17.828593254089355,17.828593254089355,15.561745166778564,60.921406745910645,63.188254833221436,0.02,0.25,0.0003,0.019233062316197903
9,147456,16.250053644180298,16.250053644180298,13.98680567741394,62.4999463558197,64.76319432258606,0.02,0.25,0.0003,0.016752812470076605
10,163840,14.753494262695312,14.753494262695312,12.473211288452148,63.99650573730469,66.27678871154785,0.02,0.25,0.0003,0.014554699556902051
11,180224,13.421264886856079,13.421264886856079,11.142072677612305,65.32873511314392,67.6079273223877,0.02,0.25,0.0003,0.01346469814889133
12,196608,12.238339185714722,12.238339185714722,10.001752376556396,66.51166081428528,68.7482476234436,0.02,0.25,0.0003,0.012219630723120645
13,212992,11.041734218597412,11.041734218597412,8.882448673248291,67.70826578140259,69.86755132675171,0.02,0.25,0.0003,0.011787976091727614
14,229376,9.976152181625366,9.976152181625366,7.899413108825684,68.77384781837463,70.85058689117432,0.02,0.25,0.0003,0.008280844625551254
15,245760,8.879104852676392,8.879104852676392,6.880596876144409,69.87089514732361,71.86940312385559,0.02,0.3,0.00037499999999999995,0.011102328333072365
16,262144,7.800278663635254,7.800278663635254,5.826679468154907,70.94972133636475,72.92332053184509,0.02,0.3,0.00037499999999999995,0.014615002262871712
17,278528,6.883136034011841,6.883136034011841,4.990754127502441,71.86686396598816,73.75924587249756,0.02,0.3,0.00037499999999999995,0.012116532609798013
18,294912,5.99793553352356,5.99793553352356,4.2507147789001465,72.75206446647644,74.49928522109985,0.02,0.3,0.00037499999999999995,0.00988281051395461
19,311296,4.979548454284668,4.979548454284668,3.3090686798095703,73.77045154571533,75.44093132019043,0.02,0.36,0.00045,0.011982973502017557
20,327680,4.149118661880493,4.149118661880493,2.6475107669830322,74.6008813381195,76.10248923301697,0.02,0.36,0.00045,0.00889304808806628
21,344064,3.422907590866089,3.422907590866089,2.3447906970977783,75.32709240913391,76.40520930290222,0.02,0.375,0.00045,0.00520997338462621
22,360448,2.872917652130127,2.872917652130127,2.1020328998565674,75.87708234786987,76.64796710014343,0.02,0.375,0.00045,0.00398459960706532
23,376832,2.93365478515625,2.93365478515625,2.4331963062286377,75.81634521484375,76.31680369377136,0.02,0.375,0.00045,0.0005609005223959684
24,393216,3.371778726577759,3.371778726577759,3.164348602294922,75.37822127342224,75.58565139770508,0.02,0.375,0.00045,0.008143037906847894
25,409600,2.797297239303589,2.797297239303589,2.504221200942993,75.95270276069641,76.245778799057,0.02,0.375,0.00045,0.006405760115012526
26,425984,3.3821678161621094,3.3821678161621094,3.34336519241333,75.36783218383789,75.40663480758667,0.02,0.375,0.00045,0.009095761459320784
27,442368,2.7376627922058105,2.7376627922058105,2.6197290420532227,76.01233720779419,76.13027095794678,0.02,0.375,0.00045,0.010743173863738775
28,458752,3.128710985183716,2.8999483585357666,3.128710985183716,75.85005164146423,75.62128901481628,0.02,0.375,0.00045,0.003782680444419384
29,475136,3.7609434127807617,3.2729363441467285,3.7609434127807617,75.47706365585327,74.98905658721924,0.02,0.375,0.00045,0.005506544630043209
30,491520,4.289153814315796,3.4587836265563965,4.289153814315796,75.2912163734436,74.4608461856842,0.02,0.375,0.00045,0.003484930540435016
31,507904,3.5800671577453613,3.019002676010132,3.5800671577453613,75.73099732398987,75.16993284225464,0.02,0.375,0.00045,0.008567723026499153
32,524288,3.084084987640381,2.635488510131836,3.084084987640381,76.11451148986816,75.66591501235962,0.02,0.375,0.00045,0.003633783897385001
33,540672,3.1653738021850586,2.6069796085357666,3.1653738021850586,76.14302039146423,75.58462619781494,0.02,0.375,0.00045,0.0006189210340380669
34,557056,3.9383327960968018,3.143075704574585,3.9383327960968018,75.60692429542542,74.8116672039032,0.02,0.375,0.00045,0.009291774337179958
35,573440,4.107717275619507,3.371403217315674,4.107717275619507,75.37859678268433,74.6422827243805,0.02,0.375,0.00045,0.002813313785009086
36,589824,4.14411187171936,3.3323800563812256,4.14411187171936,75.41761994361877,74.60588812828064,0.02,0.375,0.00045,0.0018907894263975322
37,606208,4.303244352340698,3.7028348445892334,4.303244352340698,75.04716515541077,74.4467556476593,0.02,0.375,0.00045,0.0051020269398577515
38,622592,4.49421763420105,3.5703277587890625,4.49421763420105,75.17967224121094,74.25578236579895,0.02,0.375,0.00045,0.0014483671402558684
39,638976,5.222073793411255,4.085198640823364,5.222073793411255,74.66480135917664,73.52792620658875,0.02,0.375,0.00045,0.00839845904847607
