step,method,q,seed,ablation,drift_effort
2215936,TEL-PPO,25.0,789,baseline,
2215936,TEL-PPO,25.0,789,baseline,
2220032,TEL-PPO,25.0,789,baseline,
2220032,TEL-PPO,25.0,789,baseline,
2220032,TEL-PPO,25.0,789,baseline,
2224128,TEL-PPO,25.0,789,baseline,
2224128,TEL-PPO,25.0,789,baseline,
2224128,TEL-PPO,25.0,789,baseline,
2228224,TEL-PPO,25.0,789,baseline,
2228224,TEL-PPO,25.0,789,baseline,
2228224,TEL-PPO,25.0,789,baseline,
2232320,TEL-PPO,25.0,789,baseline,
2232320,TEL-PPO,25.0,789,baseline,
2232320,TEL-PPO,25.0,789,baseline,
2236416,TEL-PPO,25.0,789,baseline,
2236416,TEL-PPO,25.0,789,baseline,
2236416,TEL-PPO,25.0,789,baseline,
2240512,TEL-PPO,25.0,789,baseline,
2240512,TEL-PPO,25.0,789,baseline,
2240512,TEL-PPO,25.0,789,baseline,
2244608,TEL-PPO,25.0,789,baseline,
2244608,TEL-PPO,25.0,789,baseline,
2244608,TEL-PPO,25.0,789,baseline,
2248704,TEL-PPO,25.0,789,baseline,
2248704,TEL-PPO,25.0,789,baseline,
2248704,TEL-PPO,25.0,789,baseline,
2252800,TEL-PPO,25.0,789,baseline,
2252800,TEL-PPO,25.0,789,baseline,
2252800,TEL-PPO,25.0,789,baseline,
2256896,TEL-PPO,25.0,789,baseline,
2256896,TEL-PPO,25.0,789,baseline,
2256896,TEL-PPO,25.0,789,baseline,
2260992,TEL-PPO,25.0,789,baseline,
2260992,TEL-PPO,25.0,789,baseline,
2260992,TEL-PPO,25.0,789,baseline,
2265088,TEL-PPO,25.0,789,baseline,
2265088,TEL-PPO,25.0,789,baseline,
2265088,TEL-PPO,25.0,789,baseline,
2269184,TEL-PPO,25.0,789,baseline,
2269184,TEL-PPO,25.0,789,baseline,
2269184,TEL-PPO,25.0,789,baseline,
2273280,TEL-PPO,25.0,789,baseline,
2273280,TEL-PPO,25.0,789,baseline,
2273280,TEL-PPO,25.0,789,baseline,
2277376,TEL-PPO,25.0,789,baseline,
2277376,TEL-PPO,25.0,789,baseline,
2277376,TEL-PPO,25.0,789,baseline,
2281472,TEL-PPO,25.0,789,baseline,
2281472,TEL-PPO,25.0,789,baseline,
2281472,TEL-PPO,25.0,789,baseline,
2285568,TEL-PPO,25.0,789,baseline,
2285568,TEL-PPO,25.0,789,baseline,
2285568,TEL-PPO,25.0,789,baseline,0.5802750587463379
2289664,TEL-PPO,25.0,789,baseline,
2289664,TEL-PPO,25.0,789,baseline,
2289664,TEL-PPO,25.0,789,baseline,
2293760,TEL-PPO,25.0,789,baseline,
2293760,TEL-PPO,25.0,789,baseline,
2293760,TEL-PPO,25.0,789,baseline,
2297856,TEL-PPO,25.0,789,baseline,
2297856,TEL-PPO,25.0,789,baseline,
2297856,TEL-PPO,25.0,789,baseline,
2301952,TEL-PPO,25.0,789,baseline,
2301952,TEL-PPO,25.0,789,baseline,
2301952,TEL-PPO,25.0,789,baseline,
2306048,TEL-PPO,25.0,789,baseline,
2306048,TEL-PPO,25.0,789,baseline,
2306048,TEL-PPO,25.0,789,baseline,
2310144,TEL-PPO,25.0,789,baseline,
2310144,TEL-PPO,25.0,789,baseline,
2310144,TEL-PPO,25.0,789,baseline,
2314240,TEL-PPO,25.0,789,baseline,
2314240,TEL-PPO,25.0,789,baseline,
2314240,TEL-PPO,25.0,789,baseline,
2318336,TEL-PPO,25.0,789,baseline,
2318336,TEL-PPO,25.0,789,baseline,
2318336,TEL-PPO,25.0,789,baseline,
2322432,TEL-PPO,25.0,789,baseline,
2322432,TEL-PPO,25.0,789,baseline,
2322432,TEL-PPO,25.0,789,baseline,
2326528,TEL-PPO,25.0,789,baseline,
2326528,TEL-PPO,25.0,789,baseline,
2326528,TEL-PPO,25.0,789,baseline,
2330624,TEL-PPO,25.0,789,baseline,
2330624,TEL-PPO,25.0,789,baseline,
2330624,TEL-PPO,25.0,789,baseline,
2334720,TEL-PPO,25.0,789,baseline,
2334720,TEL-PPO,25.0,789,baseline,
2334720,TEL-PPO,25.0,789,baseline,
2338816,TEL-PPO,25.0,789,baseline,
2338816,TEL-PPO,25.0,789,baseline,
2338816,TEL-PPO,25.0,789,baseline,
2342912,TEL-PPO,25.0,789,baseline,
2342912,TEL-PPO,25.0,789,baseline,
2342912,TEL-PPO,25.0,789,baseline,
2347008,TEL-PPO,25.0,789,baseline,
2347008,TEL-PPO,25.0,789,baseline,
2347008,TEL-PPO,25.0,789,baseline,
2351104,TEL-PPO,25.0,789,baseline,
2351104,TEL-PPO,25.0,789,baseline,
2351104,TEL-PPO,25.0,789,baseline,
2355200,TEL-PPO,25.0,789,baseline,
2355200,TEL-PPO,25.0,789,baseline,
2355200,TEL-PPO,25.0,789,baseline,
2359296,TEL-PPO,25.0,789,baseline,
2359296,TEL-PPO,25.0,789,baseline,
2359296,TEL-PPO,25.0,789,baseline,
2363392,TEL-PPO,25.0,789,baseline,
2363392,TEL-PPO,25.0,789,baseline,
2363392,TEL-PPO,25.0,789,baseline,
2367488,TEL-PPO,25.0,789,baseline,
2367488,TEL-PPO,25.0,789,baseline,
2367488,TEL-PPO,25.0,789,baseline,0.09604096412658691
2371584,TEL-PPO,25.0,789,baseline,
2371584,TEL-PPO,25.0,789,baseline,
2371584,TEL-PPO,25.0,789,baseline,
2375680,TEL-PPO,25.0,789,baseline,
2375680,TEL-PPO,25.0,789,baseline,
2375680,TEL-PPO,25.0,789,baseline,
2379776,TEL-PPO,25.0,789,baseline,
2379776,TEL-PPO,25.0,789,baseline,
2379776,TEL-PPO,25.0,789,baseline,
2383872,TEL-PPO,25.0,789,baseline,
2383872,TEL-PPO,25.0,789,baseline,
2383872,TEL-PPO,25.0,789,baseline,
2387968,TEL-PPO,25.0,789,baseline,
2387968,TEL-PPO,25.0,789,baseline,
2387968,TEL-PPO,25.0,789,baseline,
2392064,TEL-PPO,25.0,789,baseline,
2392064,TEL-PPO,25.0,789,baseline,
2392064,TEL-PPO,25.0,789,baseline,
2396160,TEL-PPO,25.0,789,baseline,
2396160,TEL-PPO,25.0,789,baseline,
2396160,TEL-PPO,25.0,789,baseline,
2400256,TEL-PPO,25.0,789,baseline,
2400256,TEL-PPO,25.0,789,baseline,
2400256,TEL-PPO,25.0,789,baseline,
2404352,TEL-PPO,25.0,789,baseline,
2404352,TEL-PPO,25.0,789,baseline,
2404352,TEL-PPO,25.0,789,baseline,
2408448,TEL-PPO,25.0,789,baseline,
2408448,TEL-PPO,25.0,789,baseline,
2408448,TEL-PPO,25.0,789,baseline,
2412544,TEL-PPO,25.0,789,baseline,
2412544,TEL-PPO,25.0,789,baseline,
2412544,TEL-PPO,25.0,789,baseline,
2416640,TEL-PPO,25.0,789,baseline,
2416640,TEL-PPO,25.0,789,baseline,
2416640,TEL-PPO,25.0,789,baseline,
2420736,TEL-PPO,25.0,789,baseline,
2420736,TEL-PPO,25.0,789,baseline,
2420736,TEL-PPO,25.0,789,baseline,
2424832,TEL-PPO,25.0,789,baseline,
2424832,TEL-PPO,25.0,789,baseline,
2424832,TEL-PPO,25.0,789,baseline,
2428928,TEL-PPO,25.0,789,baseline,
2428928,TEL-PPO,25.0,789,baseline,
2428928,TEL-PPO,25.0,789,baseline,
2433024,TEL-PPO,25.0,789,baseline,
2433024,TEL-PPO,25.0,789,baseline,
2433024,TEL-PPO,25.0,789,baseline,
2437120,TEL-PPO,25.0,789,baseline,
2437120,TEL-PPO,25.0,789,baseline,
2437120,TEL-PPO,25.0,789,baseline,
2441216,TEL-PPO,25.0,789,baseline,
2441216,TEL-PPO,25.0,789,baseline,
2441216,TEL-PPO,25.0,789,baseline,
2445312,TEL-PPO,25.0,789,baseline,
2445312,TEL-PPO,25.0,789,baseline,
2445312,TEL-PPO,25.0,789,baseline,
2449408,TEL-PPO,25.0,789,baseline,
2449408,TEL-PPO,25.0,789,baseline,
2449408,TEL-PPO,25.0,789,baseline,0.32632946968078613
2453504,TEL-PPO,25.0,789,baseline,
2453504,TEL-PPO,25.0,789,baseline,
2453504,TEL-PPO,25.0,789,baseline,
2457600,TEL-PPO,25.0,789,baseline,
2457600,TEL-PPO,25.0,789,baseline,
2457600,TEL-PPO,25.0,789,baseline,
2461696,TEL-PPO,25.0,789,baseline,
2461696,TEL-PPO,25.0,789,baseline,
2461696,TEL-PPO,25.0,789,baseline,
2465792,TEL-PPO,25.0,789,baseline,
2465792,TEL-PPO,25.0,789,baseline,
2465792,TEL-PPO,25.0,789,baseline,
2469888,TEL-PPO,25.0,789,baseline,
2469888,TEL-PPO,25.0,789,baseline,
2469888,TEL-PPO,25.0,789,baseline,
2473984,TEL-PPO,25.0,789,baseline,
2473984,TEL-PPO,25.0,789,baseline,
2473984,TEL-PPO,25.0,789,baseline,
2478080,TEL-PPO,25.0,789,baseline,
2478080,TEL-PPO,25.0,789,baseline,
2478080,TEL-PPO,25.0,789,baseline,
2482176,TEL-PPO,25.0,789,baseline,
2482176,TEL-PPO,25.0,789,baseline,
2482176,TEL-PPO,25.0,789,baseline,
2486272,TEL-PPO,25.0,789,baseline,
2486272,TEL-PPO,25.0,789,baseline,
2486272,TEL-PPO,25.0,789,baseline,
2490368,TEL-PPO,25.0,789,baseline,
2490368,TEL-PPO,25.0,789,baseline,
2490368,TEL-PPO,25.0,789,baseline,
2494464,TEL-PPO,25.0,789,baseline,
2494464,TEL-PPO,25.0,789,baseline,
2494464,TEL-PPO,25.0,789,baseline,
2498560,TEL-PPO,25.0,789,baseline,
2498560,TEL-PPO,25.0,789,baseline,
2498560,TEL-PPO,25.0,789,baseline,
2502656,TEL-PPO,25.0,789,baseline,
2502656,TEL-PPO,25.0,789,baseline,
2502656,TEL-PPO,25.0,789,baseline,
2506752,TEL-PPO,25.0,789,baseline,
2506752,TEL-PPO,25.0,789,baseline,
2506752,TEL-PPO,25.0,789,baseline,
2510848,TEL-PPO,25.0,789,baseline,
2510848,TEL-PPO,25.0,789,baseline,
2510848,TEL-PPO,25.0,789,baseline,
2514944,TEL-PPO,25.0,789,baseline,
2514944,TEL-PPO,25.0,789,baseline,
2514944,TEL-PPO,25.0,789,baseline,
2519040,TEL-PPO,25.0,789,baseline,
2519040,TEL-PPO,25.0,789,baseline,
2519040,TEL-PPO,25.0,789,baseline,
2523136,TEL-PPO,25.0,789,baseline,
2523136,TEL-PPO,25.0,789,baseline,
2523136,TEL-PPO,25.0,789,baseline,
2527232,TEL-PPO,25.0,789,baseline,
2527232,TEL-PPO,25.0,789,baseline,
2527232,TEL-PPO,25.0,789,baseline,
2531328,TEL-PPO,25.0,789,baseline,
2531328,TEL-PPO,25.0,789,baseline,
2531328,TEL-PPO,25.0,789,baseline,0.14197826385498047
2535424,TEL-PPO,25.0,789,baseline,
2535424,TEL-PPO,25.0,789,baseline,
2535424,TEL-PPO,25.0,789,baseline,
2539520,TEL-PPO,25.0,789,baseline,
2539520,TEL-PPO,25.0,789,baseline,
2539520,TEL-PPO,25.0,789,baseline,
2543616,TEL-PPO,25.0,789,baseline,
2543616,TEL-PPO,25.0,789,baseline,
2543616,TEL-PPO,25.0,789,baseline,
2547712,TEL-PPO,25.0,789,baseline,
2547712,TEL-PPO,25.0,789,baseline,
2547712,TEL-PPO,25.0,789,baseline,
2551808,TEL-PPO,25.0,789,baseline,
2551808,TEL-PPO,25.0,789,baseline,
2551808,TEL-PPO,25.0,789,baseline,
2555904,TEL-PPO,25.0,789,baseline,
2555904,TEL-PPO,25.0,789,baseline,
2555904,TEL-PPO,25.0,789,baseline,
2560000,TEL-PPO,25.0,789,baseline,
2560000,TEL-PPO,25.0,789,baseline,
2560000,TEL-PPO,25.0,789,baseline,
2564096,TEL-PPO,25.0,789,baseline,
2564096,TEL-PPO,25.0,789,baseline,
2564096,TEL-PPO,25.0,789,baseline,
2568192,TEL-PPO,25.0,789,baseline,
2568192,TEL-PPO,25.0,789,baseline,
2568192,TEL-PPO,25.0,789,baseline,
2572288,TEL-PPO,25.0,789,baseline,
2572288,TEL-PPO,25.0,789,baseline,
2572288,TEL-PPO,25.0,789,baseline,
2576384,TEL-PPO,25.0,789,baseline,
2576384,TEL-PPO,25.0,789,baseline,
2576384,TEL-PPO,25.0,789,baseline,
2580480,TEL-PPO,25.0,789,baseline,
2580480,TEL-PPO,25.0,789,baseline,
2580480,TEL-PPO,25.0,789,baseline,
2584576,TEL-PPO,25.0,789,baseline,
2584576,TEL-PPO,25.0,789,baseline,
2584576,TEL-PPO,25.0,789,baseline,
2588672,TEL-PPO,25.0,789,baseline,
2588672,TEL-PPO,25.0,789,baseline,
2588672,TEL-PPO,25.0,789,baseline,
2592768,TEL-PPO,25.0,789,baseline,
2592768,TEL-PPO,25.0,789,baseline,
2592768,TEL-PPO,25.0,789,baseline,
2596864,TEL-PPO,25.0,789,baseline,
2596864,TEL-PPO,25.0,789,baseline,
2596864,TEL-PPO,25.0,789,baseline,
2600960,TEL-PPO,25.0,789,baseline,
2600960,TEL-PPO,25.0,789,baseline,
2600960,TEL-PPO,25.0,789,baseline,
2605056,TEL-PPO,25.0,789,baseline,
2605056,TEL-PPO,25.0,789,baseline,
2605056,TEL-PPO,25.0,789,baseline,
2609152,TEL-PPO,25.0,789,baseline,
2609152,TEL-PPO,25.0,789,baseline,
2609152,TEL-PPO,25.0,789,baseline,
2613248,TEL-PPO,25.0,789,baseline,
2613248,TEL-PPO,25.0,789,baseline,
2613248,TEL-PPO,25.0,789,baseline,0.4234433174133301
2617344,TEL-PPO,25.0,789,baseline,
2617344,TEL-PPO,25.0,789,baseline,
2617344,TEL-PPO,25.0,789,baseline,
2621440,TEL-PPO,25.0,789,baseline,
2621440,TEL-PPO,25.0,789,baseline,
2621440,TEL-PPO,25.0,789,baseline,
2625536,TEL-PPO,25.0,789,baseline,
2625536,TEL-PPO,25.0,789,baseline,
2625536,TEL-PPO,25.0,789,baseline,
2629632,TEL-PPO,25.0,789,baseline,
2629632,TEL-PPO,25.0,789,baseline,
2629632,TEL-PPO,25.0,789,baseline,
2633728,TEL-PPO,25.0,789,baseline,
2633728,TEL-PPO,25.0,789,baseline,
2633728,TEL-PPO,25.0,789,baseline,
2637824,TEL-PPO,25.0,789,baseline,
2637824,TEL-PPO,25.0,789,baseline,
2637824,TEL-PPO,25.0,789,baseline,
2641920,TEL-PPO,25.0,789,baseline,
2641920,TEL-PPO,25.0,789,baseline,
2641920,TEL-PPO,25.0,789,baseline,
2646016,TEL-PPO,25.0,789,baseline,
2646016,TEL-PPO,25.0,789,baseline,
2646016,TEL-PPO,25.0,789,baseline,
2650112,TEL-PPO,25.0,789,baseline,
2650112,TEL-PPO,25.0,789,baseline,
2650112,TEL-PPO,25.0,789,baseline,
2654208,TEL-PPO,25.0,789,baseline,
2654208,TEL-PPO,25.0,789,baseline,
2654208,TEL-PPO,25.0,789,baseline,
2658304,TEL-PPO,25.0,789,baseline,
2658304,TEL-PPO,25.0,789,baseline,
2658304,TEL-PPO,25.0,789,baseline,
2662400,TEL-PPO,25.0,789,baseline,
2662400,TEL-PPO,25.0,789,baseline,
2662400,TEL-PPO,25.0,789,baseline,
2666496,TEL-PPO,25.0,789,baseline,
2666496,TEL-PPO,25.0,789,baseline,
2666496,TEL-PPO,25.0,789,baseline,
2670592,TEL-PPO,25.0,789,baseline,
2670592,TEL-PPO,25.0,789,baseline,
2670592,TEL-PPO,25.0,789,baseline,
2674688,TEL-PPO,25.0,789,baseline,
2674688,TEL-PPO,25.0,789,baseline,
2674688,TEL-PPO,25.0,789,baseline,
2678784,TEL-PPO,25.0,789,baseline,
2678784,TEL-PPO,25.0,789,baseline,
2678784,TEL-PPO,25.0,789,baseline,
2682880,TEL-PPO,25.0,789,baseline,
2682880,TEL-PPO,25.0,789,baseline,
2682880,TEL-PPO,25.0,789,baseline,
2686976,TEL-PPO,25.0,789,baseline,
2686976,TEL-PPO,25.0,789,baseline,
2686976,TEL-PPO,25.0,789,baseline,
2691072,TEL-PPO,25.0,789,baseline,
2691072,TEL-PPO,25.0,789,baseline,
2691072,TEL-PPO,25.0,789,baseline,
2695168,TEL-PPO,25.0,789,baseline,
2695168,TEL-PPO,25.0,789,baseline,
2695168,TEL-PPO,25.0,789,baseline,0.08285641670227051
2699264,TEL-PPO,25.0,789,baseline,
2699264,TEL-PPO,25.0,789,baseline,
2699264,TEL-PPO,25.0,789,baseline,
2703360,TEL-PPO,25.0,789,baseline,
2703360,TEL-PPO,25.0,789,baseline,
2703360,TEL-PPO,25.0,789,baseline,
2707456,TEL-PPO,25.0,789,baseline,
2707456,TEL-PPO,25.0,789,baseline,
2707456,TEL-PPO,25.0,789,baseline,
2711552,TEL-PPO,25.0,789,baseline,
2711552,TEL-PPO,25.0,789,baseline,
2711552,TEL-PPO,25.0,789,baseline,
2715648,TEL-PPO,25.0,789,baseline,
2715648,TEL-PPO,25.0,789,baseline,
2715648,TEL-PPO,25.0,789,baseline,
2719744,TEL-PPO,25.0,789,baseline,
2719744,TEL-PPO,25.0,789,baseline,
2719744,TEL-PPO,25.0,789,baseline,
2723840,TEL-PPO,25.0,789,baseline,
2723840,TEL-PPO,25.0,789,baseline,
2723840,TEL-PPO,25.0,789,baseline,
2727936,TEL-PPO,25.0,789,baseline,
2727936,TEL-PPO,25.0,789,baseline,
2727936,TEL-PPO,25.0,789,baseline,
2732032,TEL-PPO,25.0,789,baseline,
2732032,TEL-PPO,25.0,789,baseline,
2732032,TEL-PPO,25.0,789,baseline,
2736128,TEL-PPO,25.0,789,baseline,
2736128,TEL-PPO,25.0,789,baseline,
2736128,TEL-PPO,25.0,789,baseline,
2740224,TEL-PPO,25.0,789,baseline,
2740224,TEL-PPO,25.0,789,baseline,
2740224,TEL-PPO,25.0,789,baseline,
2744320,TEL-PPO,25.0,789,baseline,
2744320,TEL-PPO,25.0,789,baseline,
2744320,TEL-PPO,25.0,789,baseline,
2748416,TEL-PPO,25.0,789,baseline,
2748416,TEL-PPO,25.0,789,baseline,
2748416,TEL-PPO,25.0,789,baseline,
2752512,TEL-PPO,25.0,789,baseline,
2752512,TEL-PPO,25.0,789,baseline,
2752512,TEL-PPO,25.0,789,baseline,
2756608,TEL-PPO,25.0,789,baseline,
2756608,TEL-PPO,25.0,789,baseline,
2756608,TEL-PPO,25.0,789,baseline,
2760704,TEL-PPO,25.0,789,baseline,
2760704,TEL-PPO,25.0,789,baseline,
2760704,TEL-PPO,25.0,789,baseline,
2764800,TEL-PPO,25.0,789,baseline,
2764800,TEL-PPO,25.0,789,baseline,
2764800,TEL-PPO,25.0,789,baseline,
2768896,TEL-PPO,25.0,789,baseline,
2768896,TEL-PPO,25.0,789,baseline,
2768896,TEL-PPO,25.0,789,baseline,
2772992,TEL-PPO,25.0,789,baseline,
2772992,TEL-PPO,25.0,789,baseline,
2772992,TEL-PPO,25.0,789,baseline,
2777088,TEL-PPO,25.0,789,baseline,
2777088,TEL-PPO,25.0,789,baseline,
2777088,TEL-PPO,25.0,789,baseline,0.025862455368041992
2781184,TEL-PPO,25.0,789,baseline,
2781184,TEL-PPO,25.0,789,baseline,
2781184,TEL-PPO,25.0,789,baseline,
2785280,TEL-PPO,25.0,789,baseline,
2785280,TEL-PPO,25.0,789,baseline,
2785280,TEL-PPO,25.0,789,baseline,
2789376,TEL-PPO,25.0,789,baseline,
2789376,TEL-PPO,25.0,789,baseline,
2789376,TEL-PPO,25.0,789,baseline,
2793472,TEL-PPO,25.0,789,baseline,
2793472,TEL-PPO,25.0,789,baseline,
2793472,TEL-PPO,25.0,789,baseline,
2797568,TEL-PPO,25.0,789,baseline,
2797568,TEL-PPO,25.0,789,baseline,
2797568,TEL-PPO,25.0,789,baseline,
2801664,TEL-PPO,25.0,789,baseline,
2801664,TEL-PPO,25.0,789,baseline,
2801664,TEL-PPO,25.0,789,baseline,
2805760,TEL-PPO,25.0,789,baseline,
2805760,TEL-PPO,25.0,789,baseline,
2805760,TEL-PPO,25.0,789,baseline,
2809856,TEL-PPO,25.0,789,baseline,
2809856,TEL-PPO,25.0,789,baseline,
2809856,TEL-PPO,25.0,789,baseline,
2813952,TEL-PPO,25.0,789,baseline,
2813952,TEL-PPO,25.0,789,baseline,
2813952,TEL-PPO,25.0,789,baseline,
2818048,TEL-PPO,25.0,789,baseline,
2818048,TEL-PPO,25.0,789,baseline,
2818048,TEL-PPO,25.0,789,baseline,
2822144,TEL-PPO,25.0,789,baseline,
2822144,TEL-PPO,25.0,789,baseline,
2822144,TEL-PPO,25.0,789,baseline,
2826240,TEL-PPO,25.0,789,baseline,
2826240,TEL-PPO,25.0,789,baseline,
2826240,TEL-PPO,25.0,789,baseline,
2830336,TEL-PPO,25.0,789,baseline,
2830336,TEL-PPO,25.0,789,baseline,
2830336,TEL-PPO,25.0,789,baseline,
2834432,TEL-PPO,25.0,789,baseline,
2834432,TEL-PPO,25.0,789,baseline,
2834432,TEL-PPO,25.0,789,baseline,
2838528,TEL-PPO,25.0,789,baseline,
2838528,TEL-PPO,25.0,789,baseline,
2838528,TEL-PPO,25.0,789,baseline,
2842624,TEL-PPO,25.0,789,baseline,
2842624,TEL-PPO,25.0,789,baseline,
2842624,TEL-PPO,25.0,789,baseline,
2846720,TEL-PPO,25.0,789,baseline,
2846720,TEL-PPO,25.0,789,baseline,
2846720,TEL-PPO,25.0,789,baseline,
2850816,TEL-PPO,25.0,789,baseline,
2850816,TEL-PPO,25.0,789,baseline,
2850816,TEL-PPO,25.0,789,baseline,
2854912,TEL-PPO,25.0,789,baseline,
2854912,TEL-PPO,25.0,789,baseline,
2854912,TEL-PPO,25.0,789,baseline,
2859008,TEL-PPO,25.0,789,baseline,
2859008,TEL-PPO,25.0,789,baseline,
2859008,TEL-PPO,25.0,789,baseline,0.21652579307556152
2863104,TEL-PPO,25.0,789,baseline,
2863104,TEL-PPO,25.0,789,baseline,
2863104,TEL-PPO,25.0,789,baseline,
2867200,TEL-PPO,25.0,789,baseline,
2867200,TEL-PPO,25.0,789,baseline,
2867200,TEL-PPO,25.0,789,baseline,
2871296,TEL-PPO,25.0,789,baseline,
2871296,TEL-PPO,25.0,789,baseline,
2871296,TEL-PPO,25.0,789,baseline,
2875392,TEL-PPO,25.0,789,baseline,
2875392,TEL-PPO,25.0,789,baseline,
2875392,TEL-PPO,25.0,789,baseline,
2879488,TEL-PPO,25.0,789,baseline,
2879488,TEL-PPO,25.0,789,baseline,
2879488,TEL-PPO,25.0,789,baseline,
2883584,TEL-PPO,25.0,789,baseline,
2883584,TEL-PPO,25.0,789,baseline,
2883584,TEL-PPO,25.0,789,baseline,
2887680,TEL-PPO,25.0,789,baseline,
2887680,TEL-PPO,25.0,789,baseline,
2887680,TEL-PPO,25.0,789,baseline,
2891776,TEL-PPO,25.0,789,baseline,
2891776,TEL-PPO,25.0,789,baseline,
2891776,TEL-PPO,25.0,789,baseline,
2895872,TEL-PPO,25.0,789,baseline,
2895872,TEL-PPO,25.0,789,baseline,
2895872,TEL-PPO,25.0,789,baseline,
2899968,TEL-PPO,25.0,789,baseline,
2899968,TEL-PPO,25.0,789,baseline,
2899968,TEL-PPO,25.0,789,baseline,
2904064,TEL-PPO,25.0,789,baseline,
2904064,TEL-PPO,25.0,789,baseline,
2904064,TEL-PPO,25.0,789,baseline,
2908160,TEL-PPO,25.0,789,baseline,
2908160,TEL-PPO,25.0,789,baseline,
2908160,TEL-PPO,25.0,789,baseline,
2912256,TEL-PPO,25.0,789,baseline,
2912256,TEL-PPO,25.0,789,baseline,
2912256,TEL-PPO,25.0,789,baseline,
2916352,TEL-PPO,25.0,789,baseline,
2916352,TEL-PPO,25.0,789,baseline,
2916352,TEL-PPO,25.0,789,baseline,
2920448,TEL-PPO,25.0,789,baseline,
2920448,TEL-PPO,25.0,789,baseline,
2920448,TEL-PPO,25.0,789,baseline,
2924544,TEL-PPO,25.0,789,baseline,
2924544,TEL-PPO,25.0,789,baseline,
2924544,TEL-PPO,25.0,789,baseline,
2928640,TEL-PPO,25.0,789,baseline,
2928640,TEL-PPO,25.0,789,baseline,
2928640,TEL-PPO,25.0,789,baseline,
2932736,TEL-PPO,25.0,789,baseline,
2932736,TEL-PPO,25.0,789,baseline,
2932736,TEL-PPO,25.0,789,baseline,
2936832,TEL-PPO,25.0,789,baseline,
2936832,TEL-PPO,25.0,789,baseline,
2936832,TEL-PPO,25.0,789,baseline,
2940928,TEL-PPO,25.0,789,baseline,
2940928,TEL-PPO,25.0,789,baseline,
2940928,TEL-PPO,25.0,789,baseline,0.6051719188690186
2945024,TEL-PPO,25.0,789,baseline,
2945024,TEL-PPO,25.0,789,baseline,
2945024,TEL-PPO,25.0,789,baseline,
2949120,TEL-PPO,25.0,789,baseline,
2949120,TEL-PPO,25.0,789,baseline,
2949120,TEL-PPO,25.0,789,baseline,
2953216,TEL-PPO,25.0,789,baseline,
2953216,TEL-PPO,25.0,789,baseline,
2953216,TEL-PPO,25.0,789,baseline,
2957312,TEL-PPO,25.0,789,baseline,
2957312,TEL-PPO,25.0,789,baseline,
2957312,TEL-PPO,25.0,789,baseline,
2961408,TEL-PPO,25.0,789,baseline,
2961408,TEL-PPO,25.0,789,baseline,
2961408,TEL-PPO,25.0,789,baseline,
2965504,TEL-PPO,25.0,789,baseline,
2965504,TEL-PPO,25.0,789,baseline,
2965504,TEL-PPO,25.0,789,baseline,
2969600,TEL-PPO,25.0,789,baseline,
2969600,TEL-PPO,25.0,789,baseline,
2969600,TEL-PPO,25.0,789,baseline,
2973696,TEL-PPO,25.0,789,baseline,
2973696,TEL-PPO,25.0,789,baseline,
2973696,TEL-PPO,25.0,789,baseline,
2977792,TEL-PPO,25.0,789,baseline,
2977792,TEL-PPO,25.0,789,baseline,
2977792,TEL-PPO,25.0,789,baseline,
2981888,TEL-PPO,25.0,789,baseline,
2981888,TEL-PPO,25.0,789,baseline,
2981888,TEL-PPO,25.0,789,baseline,
2985984,TEL-PPO,25.0,789,baseline,
2985984,TEL-PPO,25.0,789,baseline,
2985984,TEL-PPO,25.0,789,baseline,
2990080,TEL-PPO,25.0,789,baseline,
2990080,TEL-PPO,25.0,789,baseline,
2990080,TEL-PPO,25.0,789,baseline,
2994176,TEL-PPO,25.0,789,baseline,
2994176,TEL-PPO,25.0,789,baseline,
2994176,TEL-PPO,25.0,789,baseline,
2998272,TEL-PPO,25.0,789,baseline,
2998272,TEL-PPO,25.0,789,baseline,
2998272,TEL-PPO,25.0,789,baseline,
3002368,TEL-PPO,25.0,789,baseline,
3002368,TEL-PPO,25.0,789,baseline,
3002368,TEL-PPO,25.0,789,baseline,
3006464,TEL-PPO,25.0,789,baseline,
3006464,TEL-PPO,25.0,789,baseline,
3006464,TEL-PPO,25.0,789,baseline,
3010560,TEL-PPO,25.0,789,baseline,
3010560,TEL-PPO,25.0,789,baseline,
3010560,TEL-PPO,25.0,789,baseline,
3014656,TEL-PPO,25.0,789,baseline,
3014656,TEL-PPO,25.0,789,baseline,
3014656,TEL-PPO,25.0,789,baseline,
3018752,TEL-PPO,25.0,789,baseline,
3018752,TEL-PPO,25.0,789,baseline,
3018752,TEL-PPO,25.0,789,baseline,
3022848,TEL-PPO,25.0,789,baseline,
3022848,TEL-PPO,25.0,789,baseline,
3022848,TEL-PPO,25.0,789,baseline,0.8357763290405273
3026944,TEL-PPO,25.0,789,baseline,
3026944,TEL-PPO,25.0,789,baseline,
3026944,TEL-PPO,25.0,789,baseline,
3031040,TEL-PPO,25.0,789,baseline,
3031040,TEL-PPO,25.0,789,baseline,
3031040,TEL-PPO,25.0,789,baseline,
3035136,TEL-PPO,25.0,789,baseline,
3035136,TEL-PPO,25.0,789,baseline,
3035136,TEL-PPO,25.0,789,baseline,
3039232,TEL-PPO,25.0,789,baseline,
3039232,TEL-PPO,25.0,789,baseline,
