Episode,Effort,Reward,Loss
2692,84.19,2.89,3.257
2693,84.12,2.84,3.3257
2694,83.95,2.91,3.7346
2695,83.11,2.87,6.529
2696,85.87,2.79,4.5169
2697,85.01,2.81,2.7586
2698,82.72,2.97,8.0889
2699,83.56,2.88,4.0678
2700,82.69,2.86,7.1982
2701,82.74,2.84,6.3719
2702,84.95,2.84,3.3331
2703,83.71,2.9,2.9172
2704,84.65,2.74,3.0482
2705,83.63,2.92,2.8251
2706,82.37,2.91,5.9399
2707,85.28,2.75,5.6994
2708,83.21,2.92,3.0283
2709,83.48,2.88,2.6762
2710,83.36,2.9,2.7306
2711,83.87,2.87,2.8312
2712,83.07,2.9,2.8773
2713,84.37,2.91,4.0244
2714,83.24,2.83,2.6296
2715,83.22,2.91,2.6958
2716,82.25,2.83,4.2223
2717,83.75,2.79,2.8765
2718,82.62,2.99,3.3311
2719,83.34,2.82,2.6236
2720,82.18,2.88,4.0366
2721,82.9,2.88,2.7135
2722,83.48,2.82,2.8451
2723,82.68,2.88,2.8012
2724,81.69,2.92,5.0676
2725,83.09,2.9,2.7195
2726,85.45,2.89,12.4584
2727,81.77,2.89,4.3377
2728,83.96,2.84,4.4276
2729,81.78,2.81,4.1582
2730,83.71,2.92,3.8184
2731,81.8,2.82,4.1215
2732,83.62,2.93,3.637
2733,82.31,2.83,2.9662
2734,83.53,2.87,3.3608
2735,82.09,2.83,3.3651
2736,80.76,2.82,8.5304
2737,82.69,2.86,2.6351
2738,83.83,2.75,4.254
2739,82.76,2.77,2.5569
2740,82.71,2.85,2.6227
2741,81.97,2.8,3.2273
2742,83.48,2.87,3.6791
2743,81.12,2.86,5.8333
2744,82.13,2.81,2.8598
2745,83.03,2.77,2.8856
2746,82.64,2.77,2.5712
2747,80.78,2.93,6.9328
2748,82.88,2.75,2.8299
2749,82.98,2.89,3.2129
2750,82.35,2.79,2.5661
2751,82.81,2.79,2.8989
2752,83.54,2.83,4.7775
2753,81.76,2.76,2.969
2754,81.62,2.82,3.2954
2755,83.03,2.79,3.2688
2756,81.29,2.75,4.0062
2757,83.87,2.85,6.1308
2758,82.49,2.87,2.6733
2759,82.56,2.76,2.5973
2760,81.71,2.84,3.2238
2761,82.0,2.77,2.74
2762,82.15,2.71,2.5566
2763,82.6,2.82,2.6665
2764,83.0,2.77,3.0988
2765,82.9,2.84,2.9878
2766,84.43,2.73,8.1046
2767,82.24,2.84,2.6915
2768,82.64,2.78,2.5666
2769,82.71,2.81,2.6038
2770,82.84,2.79,2.6202
2771,82.32,2.83,2.7917
2772,82.4,2.78,2.6965
2773,81.41,2.81,5.0951
2774,83.63,2.75,3.6006
2775,82.92,2.79,2.6063
2776,82.72,2.74,2.5212
2777,82.88,2.76,2.5465
2778,82.74,2.87,2.639
2779,84.55,2.78,6.7729
2780,82.0,2.73,3.5118
2781,83.03,2.78,2.5821
2782,84.62,2.73,6.4991
2783,81.14,2.88,7.4891
2784,83.51,2.76,2.9075
2785,84.83,2.78,7.1917
2786,81.99,2.73,4.0842
2787,84.14,2.78,4.0535
2788,81.29,2.8,7.43
2789,83.03,2.76,2.558
2790,85.52,2.76,10.2081
2791,82.37,2.69,3.4337
2792,83.41,2.79,2.5998
2793,82.2,2.76,4.1432
2794,85.17,2.74,7.4428
2795,83.09,2.72,2.5715
2796,83.03,2.68,2.6076
2797,84.23,2.7,3.4437
2798,83.24,2.82,2.6385
2799,81.87,2.67,5.8235
2800,83.72,2.74,2.6172
2801,83.98,2.71,2.8714
2802,83.31,2.69,2.5078
2803,83.41,2.74,2.5216
2804,83.35,2.79,2.5849
2805,82.88,2.74,3.0079
2806,85.14,2.65,6.0891
2807,84.05,2.69,2.877
2808,82.95,2.84,3.0861
2809,82.54,2.77,3.9589
2810,81.87,2.74,6.348
2811,83.61,2.76,2.5473
2812,84.96,2.71,5.5142
2813,83.97,2.81,2.9398
2814,83.8,2.73,2.6519
2815,84.81,2.83,5.0529
2816,83.31,2.75,2.5997
2817,82.68,2.64,3.5013
2818,81.98,2.73,6.038
2819,84.47,2.75,3.6317
2820,82.92,2.83,3.202
2821,83.34,2.73,2.5742
2822,85.04,2.7,5.5262
2823,84.82,2.77,4.7945
2824,82.91,2.71,3.1267
2825,81.93,2.89,6.74
2826,83.79,2.84,2.6645
2827,83.34,2.86,2.7147
2828,82.51,2.8,4.1418
2829,86.02,2.73,10.9691
2830,83.27,2.81,2.6966
2831,84.04,2.81,2.913
2832,85.0,2.77,5.3248
2833,83.47,2.78,2.5914
2834,83.84,2.85,2.6534
2835,85.19,2.81,5.63
2836,82.72,2.9,4.306
2837,84.69,2.75,3.5738
2838,84.35,2.83,2.9133
2839,84.01,2.82,2.5992
2840,83.78,2.81,2.6429
2841,86.0,2.82,8.0485
2842,83.22,2.87,3.7801
2843,82.84,2.82,5.057
2844,84.14,2.91,2.6743
2845,85.48,2.93,5.0626
2846,84.33,2.84,2.6194
2847,81.71,2.85,12.1061
2848,84.66,2.82,2.815
2849,83.05,3.0,4.9366
2850,84.35,2.88,2.6749
2851,84.5,2.89,2.7897
2852,85.17,2.86,4.0433
2853,85.8,2.91,6.4775
2854,83.42,2.81,3.4917
2855,84.38,2.88,2.6788
2856,83.86,2.91,2.9091
2857,83.45,2.9,3.6331
2858,84.87,2.91,3.2267
2859,86.29,2.83,8.384
2860,84.69,2.91,2.8873
2861,84.22,2.93,2.7236
2862,84.34,2.86,2.6308
2863,84.58,2.92,2.7138
2864,85.35,2.89,3.7562
2865,84.61,2.93,2.7005
2866,83.83,2.95,3.5228
2867,83.24,2.96,5.4713
2868,85.64,2.93,4.2908
2869,85.11,2.85,2.9627
2870,83.41,2.9,4.8672
2871,84.75,2.9,2.6833
2872,85.97,2.94,5.308
2873,85.18,2.78,2.9136
2874,84.15,2.86,3.0646
2875,84.95,2.92,2.7585
2876,85.78,2.99,4.3354
2877,84.96,2.88,2.6863
2878,85.82,2.82,3.9738
2879,83.56,2.94,5.3035
2880,84.11,3.02,3.75
2881,84.02,2.9,3.8417
2882,82.59,3.05,10.9786
2883,84.4,2.88,2.9263
2884,84.67,2.94,2.7219
2885,82.45,2.98,10.3412
2886,83.78,2.94,3.7075
2887,84.46,2.97,2.7286
2888,82.37,2.93,8.7067
2889,83.0,2.99,5.1012
2890,84.86,2.84,3.4122
2891,83.59,2.94,2.929
2892,83.67,2.95,2.7597
2893,83.05,2.98,3.4653
2894,84.71,2.94,4.4111
2895,82.69,2.97,3.8307
2896,84.17,2.94,3.4571
2897,84.6,2.97,4.8944
2898,81.56,3.05,7.7175
2899,83.83,3.01,3.2128
2900,84.88,2.9,6.6288
2901,83.14,2.94,2.716
2902,83.85,3.04,3.4214
2903,83.76,3.01,3.1992
2904,82.08,2.94,4.6668
2905,83.3,2.93,2.6976
2906,82.71,3.02,3.1688
2907,82.57,2.95,3.2963
2908,85.53,2.94,10.8724
2909,83.65,3.01,3.0687
2910,83.0,3.01,2.8504
2911,83.4,3.0,2.7877
2912,82.6,2.94,3.4043
2913,83.9,2.98,3.2839
2914,82.63,2.95,3.414
2915,82.43,3.04,4.012
2916,82.18,3.05,4.7294
2917,83.63,2.98,2.9471
2918,82.85,2.97,2.9387
2919,83.84,3.01,3.4108
2920,82.54,2.95,3.2856
2921,83.51,3.06,3.0231
2922,83.37,2.95,2.8032
2923,82.71,3.02,3.0152
2924,85.45,2.98,11.0644
2925,84.19,3.04,4.5042
2926,83.72,2.98,3.1528
2927,83.49,2.96,2.7925
2928,83.62,3.04,2.9169
2929,85.06,2.94,6.7784
2930,83.99,2.97,3.0922
2931,83.22,3.06,3.0424
2932,83.83,3.01,2.7986
2933,84.29,2.91,3.0805
2934,83.11,3.03,3.6052
2935,83.94,3.06,2.8125
2936,84.79,2.97,3.7761
2937,84.04,3.0,2.7599
2938,83.37,2.96,3.4589
2939,84.06,2.97,2.7372
2940,83.83,3.0,2.895
2941,84.19,3.03,2.7864
2942,83.88,2.98,2.8848
2943,84.19,3.0,2.7569
2944,84.62,2.94,2.9497
2945,84.01,3.06,2.8801
2946,83.71,3.04,3.2157
2947,84.38,2.98,2.7684
2948,82.74,3.12,6.3704
2949,84.67,3.0,3.0936
2950,84.99,3.02,3.7726
2951,84.85,2.97,3.4033
2952,84.78,3.0,3.2661
2953,84.25,3.02,2.7783
2954,82.47,3.05,7.6556
2955,85.27,3.02,4.3982
2956,83.62,2.98,3.3079
2957,82.88,3.03,5.5607
2958,83.92,2.98,2.8494
2959,83.27,3.06,4.004
2960,83.83,2.98,2.8451
2961,85.02,2.94,4.1213
2962,83.19,2.96,3.7152
2963,84.36,2.99,2.9899
2964,84.8,2.95,3.8292
2965,82.56,2.98,5.4932
2966,83.02,3.01,3.8902
2967,84.49,3.0,3.4211
2968,84.02,3.01,2.8416
2969,84.69,2.92,3.9264
2970,83.26,2.97,3.1015
2971,83.74,3.02,2.7759
2972,83.04,2.99,3.47
2973,82.06,2.93,6.66
2974,83.8,2.93,2.7306
2975,83.59,2.91,2.6711
2976,83.07,3.02,3.1096
2977,84.68,2.88,4.7027
2978,83.82,2.93,2.8806
2979,83.8,2.94,2.8771
2980,83.86,2.93,2.9439
2981,83.41,2.91,2.6815
2982,82.89,2.93,3.1771
2983,83.82,2.94,2.8929
2984,83.36,2.95,2.7257
2985,82.71,2.97,3.5634
2986,82.68,2.83,3.4051
2987,82.19,2.98,4.9208
2988,83.26,2.95,2.7252
2989,82.41,2.92,3.7964
2990,83.02,2.93,2.7438
2991,82.37,2.89,3.5132
2992,81.72,3.03,5.5122
2993,81.6,2.94,5.3924
2994,82.35,3.0,3.0854
2995,82.73,3.0,2.759
2996,82.59,2.92,2.6845
2997,81.32,3.02,4.7238
2998,82.44,2.97,2.7462
2999,81.77,2.91,2.9715
3000,82.99,3.03,3.9521
3001,80.64,3.02,5.6845
3002,82.56,2.92,3.2794
3003,82.73,2.93,3.8558
3004,81.66,2.96,2.7452
3005,81.78,3.05,2.804
3006,83.77,3.0,9.1495
3007,82.81,2.97,4.4768
3008,83.02,2.87,4.8725
3009,82.98,2.89,4.5167
3010,83.2,2.97,5.0634
3011,80.75,3.02,5.4184
3012,83.15,3.0,4.2589
3013,82.1,3.02,2.8067
3014,82.78,2.95,3.0127
3015,83.26,3.04,3.9094
3016,83.12,2.98,3.3076
3017,80.65,3.08,8.7199
3018,83.39,2.93,3.4846
3019,80.94,3.03,7.4805
3020,83.46,2.97,3.5558
3021,84.12,2.96,5.5641
3022,81.03,3.09,7.6173
3023,84.01,2.96,4.9219
3024,83.5,2.96,3.3959
3025,82.2,3.05,3.4836
3026,82.16,2.91,3.4612
3027,82.94,2.93,2.6957
3028,83.66,2.99,3.5935
3029,82.26,2.95,3.363
3030,82.24,3.03,3.5189
3031,84.26,2.99,5.4332
3032,82.59,2.87,2.8182
3033,83.74,2.94,3.6027
3034,82.95,3.06,2.8117
3035,82.86,2.95,2.7411
3036,83.97,2.93,3.9797
3037,80.75,3.0,10.8494
3038,83.11,2.97,2.7337
3039,84.52,3.0,6.0579
3040,82.99,2.95,2.7134
3041,81.88,3.04,4.9498
3042,82.43,3.02,3.3689
3043,82.15,2.89,3.7494
3044,83.77,2.99,3.6927
3045,83.91,2.94,4.0642
3046,81.3,2.98,6.8339
3047,82.98,2.99,2.7527
3048,84.16,2.91,5.0373
3049,85.06,2.95,9.689
3050,85.03,2.85,8.8271
3051,82.41,2.95,3.299
3052,84.47,2.99,5.507
3053,82.72,2.98,3.1078
3054,83.39,2.9,2.6762
3055,83.93,2.95,3.1702
3056,84.62,2.86,4.59
3057,83.04,2.97,3.1186
3058,83.13,2.94,3.0734
3059,83.01,2.87,3.2895
3060,84.08,2.93,2.8883
3061,83.84,2.86,2.6337
3062,83.35,2.9,2.9588
3063,84.17,2.92,2.8636
3064,81.25,2.91,12.547
3065,83.39,2.89,2.9143
3066,83.81,2.83,2.5994
3067,85.27,2.87,6.0014
3068,84.55,2.81,3.505
3069,84.15,2.81,2.7897
3070,83.56,2.79,2.6369
3071,82.56,2.84,4.8336
3072,84.66,2.82,3.6318
3073,83.61,2.88,2.7036
3074,83.4,2.82,2.8287
3075,84.59,2.8,3.4364
3076,83.47,2.79,2.7411
3077,83.43,2.87,2.869
3078,83.24,2.82,3.0532
3079,83.78,2.83,2.5985
3080,85.38,2.8,6.1435
3081,83.43,2.85,2.8171
3082,82.8,2.81,4.0224
3083,83.71,2.78,2.5683
3084,84.38,2.84,3.1191
3085,85.67,2.82,7.5825
3086,84.14,2.82,2.7253
3087,84.91,2.74,3.9792
3088,82.93,2.84,4.0616
3089,83.68,2.89,2.7839
3090,85.59,2.75,6.0159
3091,83.42,2.8,3.1529
3092,86.6,2.78,11.2647
3093,83.59,2.83,3.1032
3094,83.79,2.73,2.8033
3095,83.82,2.79,2.8752
3096,84.01,2.84,2.756
3097,81.71,2.89,12.7337
3098,85.37,2.77,4.0939
3099,85.24,2.93,3.976
3100,84.71,2.77,2.7668
3101,84.82,2.87,2.9697
3102,83.38,2.83,3.9515
3103,84.14,2.85,2.6936
3104,83.58,2.81,3.452
3105,83.64,2.83,3.2976
3106,83.42,2.87,3.7812
3107,85.06,2.86,3.5403
3108,83.15,2.92,4.3919
3109,84.96,2.86,3.4819
3110,83.65,2.86,2.9891
3111,85.48,2.88,5.2937
3112,84.1,2.91,2.6763
3113,85.11,2.84,4.0018
3114,83.21,2.93,3.9595
3115,82.91,2.92,4.8794
3116,85.22,2.88,4.4476
3117,83.64,2.86,2.9471
3118,85.19,2.91,4.4294
3119,82.89,2.92,4.8301
3120,84.12,2.92,2.6843
3121,84.13,2.92,2.6911
3122,84.09,2.92,2.683
3123,83.43,2.85,3.1886
3124,84.91,2.88,3.7577
3125,84.62,2.89,3.1481
3126,81.88,3.08,10.109
3127,84.39,2.91,2.8827
3128,83.92,2.89,2.6627
3129,83.95,2.95,2.7116
3130,84.31,3.03,3.0074
3131,83.81,2.95,2.7269
3132,84.58,2.92,3.3624
3133,84.71,2.92,3.627
3134,82.53,2.93,5.5477
3135,83.66,3.02,2.88
3136,84.98,2.97,4.476
3137,83.48,2.98,3.0083
3138,84.76,3.0,3.8592
3139,85.49,2.89,6.1917
3140,82.63,3.02,5.5248
3141,84.57,2.93,3.1697
3142,84.92,2.96,3.9204
3143,86.63,2.92,12.246
3144,86.5,2.98,10.8129
3145,84.95,2.94,3.2964
3146,83.41,2.98,4.373
3147,83.16,2.98,5.6901
3148,84.76,2.98,2.763
3149,85.62,2.95,4.0116
3150,82.14,2.99,13.0356
3151,84.84,3.02,2.7827
3152,83.69,3.01,4.5217
3153,84.48,3.0,2.8689
3154,84.72,2.89,2.6604
3155,86.3,2.91,6.3468
3156,84.6,2.99,2.7728
3157,86.95,2.91,9.7473
3158,84.68,2.94,2.7221
3159,83.02,3.04,7.8972
3160,84.85,2.96,2.7227
3161,85.45,2.92,3.1865
3162,84.52,2.94,2.8885
3163,84.97,2.91,2.6819
3164,86.62,2.85,6.8728
3165,85.5,2.88,3.1022
3166,85.17,2.85,2.6646
3167,84.91,2.9,2.6848
3168,83.76,3.02,5.4028
3169,84.13,2.91,4.0077
3170,85.81,2.84,3.3815
3171,84.2,2.97,3.8662
3172,84.33,2.86,3.3984
3173,84.17,2.9,3.7328
3174,82.88,2.95,9.2509
3175,84.89,2.95,2.7135
3176,84.9,2.91,2.6851
3177,85.77,2.78,3.9956
3178,84.81,2.87,2.6553
3179,82.94,2.86,6.9493
3180,85.39,2.8,3.434
3181,84.63,2.92,2.6896
3182,83.25,2.99,5.1515
3183,83.96,2.96,3.0896
3184,85.84,2.85,5.6295
3185,84.06,2.95,2.8373
3186,84.94,2.91,3.2291
3187,83.69,2.89,3.2055
3188,85.52,2.87,4.872
3189,84.71,2.83,2.8616
3190,83.87,2.85,2.8621
3191,84.69,2.96,2.9605
3192,86.19,2.9,7.8698
3193,83.58,2.93,3.5651
3194,83.97,2.98,2.9946
3195,84.97,2.84,3.0836
3196,84.09,2.89,2.8133
3197,83.17,3.0,5.1736
3198,82.37,3.07,9.3286
3199,83.87,2.92,3.0452
3200,81.57,3.05,14.1484
3201,82.39,2.98,7.4667
3202,83.19,3.03,3.8079
3203,84.4,2.93,3.1275
3204,83.75,2.98,2.7354
3205,83.0,3.04,3.3362
3206,83.04,3.05,3.0923
3207,83.55,3.0,2.8164
3208,82.47,3.09,3.7611
3209,82.96,3.06,2.8547
3210,82.48,2.97,3.1664
3211,84.23,2.99,5.3633
3212,82.42,3.02,3.0452
3213,83.69,3.11,4.1884
3214,82.24,3.11,3.2319
3215,83.51,2.98,3.7776
3216,80.94,3.07,7.3219
3217,83.7,3.04,4.6705
3218,84.26,3.07,7.273
3219,83.9,3.05,5.4485
3220,83.73,3.07,4.6594
3221,82.64,3.09,2.8457
3222,83.17,3.03,3.0058
3223,81.31,3.13,6.5825
3224,84.25,3.11,5.793
3225,83.37,3.04,3.0941
3226,85.57,3.05,12.9209
3227,82.55,3.18,3.4389
3228,84.38,3.09,4.9508
3229,83.24,3.09,2.8502
3230,84.52,3.02,4.5642
3231,83.54,3.05,2.8008
3232,84.64,3.05,4.2728
3233,83.78,3.09,2.8395
3234,83.28,3.07,3.3822
3235,82.87,3.08,4.7052
3236,83.86,3.03,2.8185
3237,83.54,3.14,3.3036
3238,84.49,3.11,3.1266
3239,82.44,3.11,7.1861
3240,84.06,3.06,2.8137
3241,83.3,3.13,3.806
3242,83.07,3.12,4.3386
3243,83.76,3.09,2.9177
3244,84.94,3.11,4.4432
3245,84.41,3.04,3.1664
3246,83.48,3.13,3.15
3247,81.63,3.16,10.9475
3248,84.21,3.04,3.0358
3249,81.87,2.96,7.9964
3250,84.11,3.02,3.0858
3251,82.74,3.06,3.8692
3252,84.31,3.06,3.8622
3253,85.5,3.02,9.2728
3254,84.5,3.02,4.525
3255,82.01,3.14,6.1328
3256,83.37,3.06,2.8218
3257,83.34,3.07,2.8329
3258,83.05,3.04,2.9845
3259,83.78,3.1,3.0982
3260,83.09,3.01,2.8815
3261,82.96,3.07,3.0555
3262,84.92,3.03,6.6287
3263,83.05,3.09,2.9751
3264,83.55,3.06,2.872
3265,83.38,3.02,2.7741
3266,83.57,3.06,2.8666
3267,83.47,3.09,2.847
3268,83.93,3.02,3.1726
3269,84.21,2.94,3.5793
3270,82.98,3.1,3.2498
3271,82.49,3.06,4.403
3272,84.75,2.98,5.025
3273,83.99,3.01,3.0801
3274,84.35,3.01,3.6743
3275,83.14,3.01,3.13
3276,82.96,3.06,3.5833
3277,80.93,3.04,14.2973
3278,83.98,3.08,3.0298
3279,82.89,2.96,3.419
3280,83.53,3.0,2.7548
3281,84.57,3.03,4.6167
3282,82.79,2.98,3.407
3283,83.46,3.01,2.7724
3284,83.12,3.02,2.8929
3285,84.23,2.91,3.771
3286,81.19,3.07,10.0102
3287,81.9,3.1,5.8728
3288,83.26,3.02,2.7793
3289,81.85,3.07,5.293
3290,83.94,2.99,4.0473
3291,83.34,2.95,2.9652
3292,83.13,3.01,2.8618
3293,83.59,2.97,3.5907
3294,84.98,3.0,9.8378
3295,82.58,2.98,2.8493
3296,83.37,2.95,3.0725
3297,82.63,2.98,2.8624
3298,83.12,2.95,2.7559
3299,82.72,2.99,2.8519
3300,84.58,2.9,6.2904
3301,84.49,2.95,5.7481
3302,82.86,3.03,2.907
3303,81.83,2.98,5.603
3304,82.68,3.03,3.2542
3305,83.33,3.01,2.7743
3306,83.94,2.93,3.3647
3307,82.76,3.02,3.2044
3308,84.01,3.01,3.502
3309,81.6,3.05,7.4035
3310,82.11,2.97,4.8949
3311,85.18,3.02,8.3083
3312,83.12,3.04,2.8268
3313,83.4,3.01,2.7872
3314,82.36,3.01,4.0261
3315,83.45,2.98,2.7917
3316,83.07,3.0,2.7973
3317,82.96,2.99,2.8566
3318,83.34,3.1,2.8754
3319,82.06,3.01,4.697
3320,81.92,2.99,4.9902
3321,82.77,2.96,2.8599
3322,83.56,3.04,3.2659
3323,83.85,3.0,3.9437
3324,83.78,3.04,3.8773
3325,83.11,3.03,2.8241
3326,82.75,2.96,2.7768
3327,84.33,2.98,5.5751
3328,83.7,2.98,3.4985
3329,83.18,3.05,2.8365
3330,82.03,3.01,4.4398
3331,81.56,3.03,6.4003
3332,80.72,3.06,11.3642
3333,83.48,3.07,3.1893
3334,82.75,3.04,2.8488
3335,84.75,3.01,8.0886
3336,80.04,3.08,15.1358
3337,82.42,3.01,2.963
3338,82.9,3.04,2.856
3339,82.26,3.03,2.9848
3340,82.19,3.0,2.9513
3341,80.4,3.05,9.3868
3342,84.05,2.92,6.9083
3343,81.62,2.98,3.391
3344,81.17,3.07,4.4414
3345,83.53,2.94,5.7294
3346,82.49,3.03,3.0893
3347,81.85,3.02,2.8154
3348,80.89,3.05,4.5966
3349,82.21,3.06,2.9493
3350,82.64,2.98,3.6327
3351,83.36,2.97,6.1716
3352,81.2,3.01,3.44
3353,82.54,3.04,3.4898
3354,82.18,3.06,2.9377
3355,81.64,3.07,2.9396
3356,81.82,3.07,2.8374
3357,81.33,3.03,3.3518
3358,82.88,3.08,4.1929
3359,80.6,3.01,5.5487
3360,83.32,3.01,5.6338
3361,83.02,2.96,4.3682
3362,81.52,2.98,3.092
3363,83.05,3.01,4.3107
3364,81.62,3.11,3.2083
3365,82.33,3.02,2.8366
3366,82.46,3.04,2.9208
3367,82.04,2.98,2.7864
3368,81.58,3.12,3.5613
3369,83.05,2.97,3.6609
3370,83.41,3.02,4.6679
3371,83.73,3.08,5.7668
3372,82.5,2.95,2.713
3373,81.4,2.98,4.6387
3374,82.19,2.99,2.9622
3375,81.89,3.05,3.5709
3376,84.39,3.03,7.5696
3377,82.07,3.02,3.301
3378,82.98,2.98,2.8537
3379,83.67,3.03,4.1113
3380,84.17,2.98,5.5232
3381,83.41,3.02,3.1918
3382,81.65,3.09,5.5929
3383,82.02,3.01,4.3104
3384,82.14,3.0,4.003
3385,81.25,3.01,7.5935
3386,83.55,3.0,3.2272
3387,83.37,3.05,3.0676
3388,84.22,2.98,5.2283
3389,83.91,2.96,4.0801
3390,83.08,2.98,2.7535
3391,82.98,2.96,2.7253
3392,84.46,2.95,5.5991
3393,82.83,3.0,2.8891
3394,83.94,3.01,3.6399
3395,84.69,2.97,5.8439
3396,83.25,2.97,2.7392
3397,84.2,3.0,3.6734
3398,82.18,3.04,5.5212
3399,84.52,2.92,4.0045
3400,84.53,2.94,3.8831
3401,84.73,3.01,4.2963
3402,82.52,3.01,5.3023
3403,82.29,3.01,6.5541
3404,83.22,2.94,3.367
3405,84.57,3.01,3.4538
3406,84.39,2.97,3.0912
3407,83.44,3.02,3.1404
3408,84.3,3.03,2.9831
3409,85.19,2.93,4.9479
3410,83.57,3.09,3.119
3411,84.9,2.96,3.8328
3412,84.06,3.04,2.794
3413,82.99,3.03,4.7242
3414,85.75,2.93,6.5662
3415,84.31,3.01,2.7871
3416,84.09,3.07,2.8481
3417,84.19,2.92,2.6936
3418,86.07,2.99,7.449
3419,84.35,3.01,2.7641
3420,82.18,3.06,10.5886
3421,85.13,3.04,3.5457
3422,83.95,3.01,3.1438
3423,84.49,3.03,2.7832
3424,86.17,2.97,7.0355
3425,84.75,3.05,2.891
3426,84.42,3.06,2.8399
3427,82.29,3.11,11.1292
3428,83.44,3.05,4.758
3429,83.88,2.97,3.3469
3430,83.23,3.01,5.0754
3431,83.63,3.04,3.6651
3432,83.03,3.07,5.2795
3433,85.57,3.04,5.698
3434,85.05,3.04,4.1356
3435,84.82,2.92,3.4961
3436,84.36,2.98,2.8755
3437,85.51,2.92,5.7889
3438,84.66,3.05,3.3206
3439,83.5,3.01,3.3454
3440,82.33,2.98,7.5819
3441,83.53,2.97,3.2371
3442,83.47,3.07,3.3835
3443,83.29,3.0,3.5693
3444,84.45,3.11,3.2344
3445,84.35,2.94,2.9804
3446,82.83,3.02,4.486
3447,84.31,3.0,3.0909
3448,82.15,2.97,6.7925
3449,83.78,3.0,2.7621
3450,84.6,3.05,4.1337
3451,84.21,2.99,3.2527
3452,83.79,2.98,2.7861
3453,82.46,3.02,4.7618
3454,83.83,3.04,2.8996
3455,84.86,2.95,5.279
3456,81.68,3.02,8.0218
3457,83.28,2.99,2.823
3458,84.03,2.96,3.1901
3459,83.73,2.94,2.8277
3460,83.88,3.02,3.0887
3461,84.25,3.0,3.7728
3462,83.45,3.04,2.794
3463,85.5,2.93,8.7385
3464,83.81,2.96,2.8319
3465,84.88,3.02,5.2644
3466,85.3,2.89,6.3944
3467,86.19,2.96,11.1025
3468,82.55,2.99,5.7971
3469,83.57,2.97,3.1385
3470,84.5,3.01,2.9088
3471,84.56,2.92,2.7976
3472,84.7,3.01,2.9435
3473,85.75,2.91,5.1466
3474,84.01,2.96,3.1701
3475,83.95,2.98,3.4428
3476,84.04,2.92,3.3128
3477,85.12,2.92,2.8926
3478,85.04,2.9,2.7698
3479,84.67,2.96,2.7543
3480,82.42,3.03,11.8026
3481,84.71,3.0,2.7814
3482,83.77,2.91,4.2553
3483,85.0,2.96,2.8008
3484,84.89,2.91,2.7095
3485,86.52,2.86,7.3641
3486,84.86,2.89,2.6841
3487,84.61,2.94,2.7232
3488,84.08,2.96,3.3779
3489,86.16,2.88,5.5413
3490,84.92,2.87,2.6689
3491,84.48,2.93,2.8334
3492,84.9,2.93,2.7073
3493,83.5,2.96,5.3571
3494,85.76,2.93,3.9907
3495,85.37,2.85,3.0533
3496,85.39,2.91,3.1108
3497,84.09,2.92,3.5766
3498,83.29,2.83,6.188
3499,84.49,2.88,2.8395
3500,84.63,2.99,2.8046
3501,84.49,2.84,2.7411
3502,83.76,2.94,4.1666
3503,85.18,2.94,3.0391
3504,85.17,2.89,3.0218
3505,85.73,2.91,4.3831
3506,83.76,2.87,3.7529
3507,84.8,2.83,2.6439
3508,85.25,2.96,3.3201
3509,82.28,3.01,11.0018
3510,85.08,2.86,3.001
3511,83.27,2.92,5.004
3512,83.32,3.01,4.7796
3513,84.95,2.96,3.1811
3514,84.9,2.88,3.1204
3515,85.14,2.8,3.5871
3516,81.78,2.89,11.585
3517,83.02,2.95,4.7342
3518,83.13,2.92,4.07
3519,86.11,2.84,8.9625
3520,83.84,2.95,2.728
3521,81.9,2.88,8.3532
3522,83.32,2.91,3.0198
3523,84.28,2.93,3.1778
3524,82.57,2.97,4.4047
3525,83.16,2.88,2.8629
3526,81.91,2.93,6.2128
3527,83.35,2.9,2.6678
3528,82.38,2.93,3.7552
3529,82.64,2.99,3.0671
3530,82.07,2.91,3.891
3531,83.15,2.91,2.8055
3532,82.56,2.89,2.7058
3533,82.36,2.99,2.8637
3534,81.79,2.94,3.5024
3535,79.37,3.03,16.7749
3536,81.82,2.98,2.9801
3537,82.35,2.92,2.8209
3538,82.44,2.91,3.1219
3539,80.73,2.95,4.2584
3540,82.01,3.03,3.0177
3541,82.96,3.0,5.9673
3542,80.18,2.98,5.0799
3543,81.75,2.95,2.9566
3544,80.75,3.03,3.1833
3545,79.74,3.0,5.908
3546,81.54,2.93,3.0208
3547,81.68,2.92,3.4102
3548,80.49,3.03,3.0542
3549,80.12,3.01,3.5602
3550,79.8,2.99,4.1063
3551,81.81,2.84,4.5091
3552,79.61,3.03,4.2334
3553,81.78,2.9,5.032
3554,79.45,3.04,4.3613
3555,79.97,2.95,2.9786
3556,78.45,2.96,7.9195
3557,80.33,2.95,2.733
3558,79.76,2.92,2.8388
3559,79.19,2.92,3.579
3560,80.02,2.95,2.7571
3561,80.34,3.01,3.3038
3562,79.69,2.95,2.7107
3563,80.16,2.85,3.0621
3564,79.49,3.0,2.7627
3565,79.37,2.91,2.702
3566,80.84,2.9,5.3814
3567,78.5,2.98,4.1768
3568,80.98,2.9,6.0774
3569,78.13,2.83,5.1834
3570,79.43,2.92,2.6883
3571,79.89,2.91,2.9768
