Episode,Effort,Reward,Loss
929,70.15,3.58,4.3255
930,70.91,3.6,3.307
931,70.08,3.54,4.3012
932,70.8,3.5,3.2189
933,70.83,3.52,3.2482
934,69.76,3.56,4.8906
935,69.25,3.58,6.7612
936,68.01,3.65,14.9675
937,69.64,3.65,4.2576
938,69.33,3.62,4.5129
939,69.03,3.6,4.7673
940,69.86,3.5,3.2502
941,70.67,3.58,5.6817
942,71.34,3.55,10.0779
943,69.97,3.67,4.1062
944,72.71,3.58,23.9815
945,70.78,3.64,6.714
946,72.19,3.62,15.7827
947,70.99,3.55,5.8232
948,70.45,3.71,3.7266
949,70.44,3.66,3.42
950,67.96,3.54,14.4517
951,70.16,3.56,3.5836
952,71.99,3.59,6.457
953,71.84,3.62,5.3523
954,72.65,3.65,8.736
955,69.4,3.71,8.8876
956,70.87,3.64,3.59
957,71.06,3.7,3.5268
958,71.83,3.63,3.6974
959,71.72,3.63,3.4611
960,70.44,3.64,5.5409
961,72.63,3.6,5.329
962,71.94,3.6,3.4778
963,70.29,3.66,7.039
964,71.95,3.56,3.3666
965,72.39,3.78,4.2916
966,72.63,3.6,4.6399
967,72.76,3.55,4.7442
968,71.7,3.66,3.4576
969,72.54,3.61,3.8394
970,73.31,3.63,6.0495
971,71.08,3.69,5.7502
972,71.99,3.63,3.4803
973,72.42,3.66,3.3767
974,70.38,3.67,10.6206
975,73.1,3.62,4.3503
976,72.33,3.65,3.3519
977,73.7,3.63,6.6207
978,71.47,3.64,4.9293
979,72.88,3.63,3.7296
980,73.09,3.66,4.1409
981,73.82,3.61,6.5574
982,72.06,3.69,3.8754
983,72.84,3.64,3.4228
984,73.17,3.59,3.7106
985,72.51,3.72,3.529
986,73.2,3.64,3.6075
987,72.36,3.56,3.7368
988,72.32,3.67,4.0337
989,72.52,3.57,3.5867
990,72.8,3.76,3.4879
991,73.71,3.58,4.3871
992,72.91,3.6,3.3147
993,71.75,3.55,5.8783
994,73.56,3.66,4.065
995,72.37,3.61,3.9151
996,71.54,3.69,6.9338
997,73.99,3.6,5.6332
998,72.51,3.67,3.5705
999,75.31,3.61,14.6221
1000,72.78,3.69,3.3997
1001,74.47,3.61,7.6781
1002,74.77,3.6,8.907
1003,73.84,3.6,4.1588
1004,74.69,3.62,6.7779
1005,74.83,3.66,6.6521
1006,75.04,3.64,6.6007
1007,75.59,3.65,8.4117
1008,73.92,3.69,3.5293
1009,74.32,3.61,3.3305
1010,73.4,3.65,6.0562
1011,74.94,3.59,3.3574
1012,75.62,3.64,4.3318
1013,75.78,3.68,4.4291
1014,76.73,3.65,7.7427
1015,75.55,3.61,3.379
1016,76.38,3.7,4.7115
1017,74.76,3.62,4.9633
1018,76.43,3.66,3.9786
1019,76.41,3.65,3.6886
1020,76.68,3.63,3.9091
1021,77.1,3.64,4.6181
1022,75.69,3.72,4.3769
1023,76.23,3.65,3.5158
1024,76.03,3.71,4.0474
1025,76.86,3.69,3.447
1026,76.98,3.65,3.4531
1027,76.21,3.68,4.0599
1028,77.49,3.67,4.1177
1029,76.77,3.64,3.3746
1030,77.78,3.66,4.6066
1031,77.55,3.66,3.8777
1032,76.86,3.67,3.4771
1033,78.0,3.65,4.6473
1034,75.99,3.73,6.3214
1035,78.98,3.62,8.6351
1036,77.52,3.71,3.4644
1037,76.98,3.67,3.7408
1038,78.04,3.66,3.942
1039,75.47,3.72,11.4236
1040,78.75,3.58,5.8576
1041,78.42,3.69,4.6814
1042,77.48,3.65,3.3923
1043,79.1,3.65,7.0418
1044,77.63,3.68,3.4153
1045,78.13,3.75,3.6134
1046,77.8,3.72,3.4428
1047,78.15,3.62,3.3875
1048,77.65,3.65,3.6114
1049,78.86,3.6,4.4566
1050,77.48,3.72,4.203
1051,79.41,3.58,6.0683
1052,78.85,3.58,3.9609
1053,77.84,3.62,3.7379
1054,78.37,3.6,3.3082
1055,78.54,3.68,3.4093
1056,77.86,3.6,3.9774
1057,77.18,3.71,6.6388
1058,78.87,3.6,3.5814
1059,78.53,3.61,3.3244
1060,78.19,3.63,3.4935
1061,78.35,3.61,3.3469
1062,77.75,3.64,4.2726
1063,76.7,3.65,8.834
1064,78.89,3.59,3.7968
1065,78.68,3.55,3.5089
1066,79.82,3.58,7.5856
1067,77.14,3.6,5.5997
1068,79.11,3.56,4.5826
1069,77.83,3.57,3.5966
1070,77.38,3.63,4.6949
1071,78.15,3.63,3.3392
1072,78.51,3.57,3.4779
1073,78.49,3.55,3.4531
1074,78.52,3.58,3.5258
1075,77.97,3.6,3.3692
1076,80.26,3.56,11.1691
1077,77.2,3.61,5.1704
1078,78.79,3.6,3.8551
1079,76.81,3.6,7.1425
1080,78.59,3.54,3.4468
1081,78.28,3.65,3.353
1082,77.61,3.58,4.0531
1083,78.16,3.59,3.3068
1084,79.32,3.55,5.3807
1085,77.4,3.6,4.5783
1086,77.7,3.64,3.864
1087,78.1,3.56,3.2951
1088,78.24,3.59,3.3013
1089,77.9,3.6,3.4246
1090,79.23,3.59,5.4679
1091,78.38,3.56,3.3706
1092,79.56,3.53,6.7547
1093,78.21,3.61,3.3139
1094,77.16,3.64,5.511
1095,78.42,3.56,3.3159
1096,78.03,3.55,3.3645
1097,76.87,3.65,6.9953
1098,79.57,3.6,6.454
1099,80.54,3.54,12.5224
1100,78.29,3.66,3.3655
1101,76.99,3.63,6.8526
1102,78.54,3.56,3.3073
1103,79.08,3.59,4.1022
1104,79.4,3.55,4.885
1105,78.82,3.6,3.4871
1106,79.41,3.47,4.4317
1107,77.84,3.59,4.4558
1108,78.5,3.64,3.414
1109,79.42,3.61,4.1615
1110,79.14,3.54,3.4751
1111,79.52,3.55,4.0734
1112,77.96,3.62,4.9636
1113,78.63,3.64,3.5305
1114,80.23,3.57,6.1095
1115,79.07,3.57,3.2808
1116,80.63,3.5,7.4384
1117,78.44,3.6,4.2561
1118,79.76,3.54,3.7642
1119,79.32,3.57,3.2832
1120,78.25,3.61,5.5287
1121,79.44,3.58,3.2998
1122,78.34,3.59,5.3213
1123,78.99,3.56,3.5706
1124,81.2,3.49,9.0171
1125,80.6,3.45,5.6153
1126,79.54,3.55,3.2683
1127,78.41,3.57,5.5151
1128,79.23,3.56,3.4532
1129,81.12,3.46,7.4043
1130,78.42,3.58,5.8107
1131,80.71,3.49,5.2963
1132,77.66,3.61,10.5329
1133,77.75,3.6,9.7365
1134,80.82,3.44,5.8269
1135,80.98,3.48,6.7931
1136,79.75,3.45,3.2343
1137,80.04,3.51,3.6054
1138,80.26,3.5,3.9853
1139,80.59,3.49,4.7811
1140,79.57,3.46,3.2089
1141,80.04,3.47,3.3344
1142,81.16,3.43,6.2642
1143,80.7,3.47,4.3201
1144,79.75,3.45,3.2722
1145,81.56,3.43,6.9518
1146,79.4,3.48,4.2438
1147,81.08,3.41,4.2884
1148,79.68,3.49,3.9892
1149,81.67,3.47,5.9475
1150,80.36,3.46,3.2193
1151,80.73,3.41,3.1703
1152,80.11,3.49,3.715
1153,82.27,3.36,7.1936
1154,81.79,3.39,4.8038
1155,79.68,3.45,5.6773
1156,80.08,3.48,4.5012
1157,78.64,3.46,12.6837
1158,80.18,3.43,4.1922
1159,80.59,3.4,3.2907
1160,82.28,3.39,6.5349
1161,80.98,3.46,3.2054
1162,80.14,3.42,3.9986
1163,80.45,3.46,3.4236
1164,79.5,3.47,6.1433
1165,79.84,3.42,4.5313
1166,81.77,3.42,5.2203
1167,81.31,3.39,3.9024
1168,80.23,3.46,3.4351
1169,82.93,3.39,12.4628
1170,81.26,3.44,3.8628
1171,80.37,3.51,3.3774
1172,79.95,3.5,4.1965
1173,81.8,3.37,5.0961
1174,79.92,3.46,4.3432
1175,82.17,3.4,6.5145
1176,80.16,3.45,3.8816
1177,81.17,3.42,3.3488
1178,80.4,3.4,3.487
1179,79.16,3.48,8.3457
1180,81.32,3.37,3.4791
1181,79.37,3.49,6.978
1182,80.92,3.4,3.1509
1183,81.31,3.41,3.6724
1184,81.29,3.44,3.7149
1185,80.98,3.39,3.2341
1186,80.78,3.42,3.1441
1187,80.25,3.43,3.5312
1188,81.86,3.4,5.3814
1189,81.16,3.42,3.4593
1190,81.68,3.3,4.4335
1191,81.54,3.4,4.0385
1192,81.08,3.36,3.1655
1193,81.5,3.38,3.6741
1194,81.34,3.43,3.3622
1195,80.8,3.42,3.2605
1196,80.31,3.34,4.1573
1197,81.87,3.36,3.9735
1198,81.53,3.4,3.321
1199,83.72,3.27,13.0902
1200,80.12,3.35,5.5715
1201,81.22,3.35,3.1398
1202,80.06,3.4,6.4316
1203,80.01,3.42,6.7828
1204,82.11,3.29,3.7556
1205,81.6,3.29,3.0691
1206,79.91,3.33,6.9422
1207,81.63,3.32,3.1405
1208,80.0,3.42,6.3789
1209,81.77,3.3,3.3654
1210,80.05,3.35,5.6025
1211,81.74,3.35,3.542
1212,79.94,3.4,5.6765
1213,81.55,3.29,3.3628
1214,82.66,3.31,7.396
1215,81.92,3.33,4.3968
1216,82.36,3.26,5.8507
1217,80.89,3.38,3.1669
1218,79.8,3.33,5.9219
1219,80.22,3.32,4.3655
1220,81.13,3.38,3.111
1221,81.44,3.33,3.2985
1222,80.54,3.31,3.4869
1223,82.2,3.28,5.2402
1224,81.42,3.27,3.236
1225,81.51,3.29,3.3584
1226,82.03,3.27,4.457
1227,81.62,3.31,3.4318
1228,80.41,3.29,4.0144
1229,79.39,3.35,8.682
1230,80.78,3.33,3.3544
1231,80.1,3.34,5.0012
1232,81.78,3.28,3.7152
1233,82.84,3.3,8.0433
1234,80.78,3.27,3.1911
1235,79.38,3.36,8.1679
1236,80.02,3.31,4.9195
1237,81.24,3.25,3.0604
1238,81.2,3.23,3.0487
1239,80.33,3.29,3.6411
1240,80.91,3.28,3.0155
1241,80.55,3.32,3.2038
1242,81.83,3.26,4.712
1243,80.38,3.34,3.3418
1244,81.61,3.21,4.0983
1245,79.99,3.35,4.0565
1246,81.76,3.32,4.8059
1247,80.35,3.31,3.301
1248,81.93,3.21,5.2189
1249,80.84,3.21,2.9606
1250,81.57,3.31,4.0545
1251,78.39,3.33,12.9396
1252,80.64,3.32,3.093
1253,80.63,3.32,3.0871
1254,80.27,3.26,3.3795
1255,81.62,3.27,4.3296
1256,80.8,3.34,3.0813
1257,81.42,3.29,3.8682
1258,78.3,3.39,12.9237
1259,80.88,3.27,3.084
1260,79.17,3.35,6.5948
1261,80.27,3.25,3.1164
1262,80.59,3.27,3.0217
1263,80.76,3.27,3.1974
1264,80.89,3.33,3.4986
1265,80.35,3.31,3.0423
1266,80.1,3.38,3.1905
1267,80.42,3.27,3.0326
1268,78.64,3.34,7.4573
1269,82.23,3.25,9.6652
1270,80.18,3.37,3.0941
1271,79.76,3.24,3.2803
1272,81.46,3.31,5.7836
1273,79.77,3.36,3.3887
1274,79.73,3.31,3.4089
1275,78.79,3.33,6.3349
1276,79.9,3.21,3.0514
1277,79.88,3.33,3.1455
1278,80.68,3.29,3.6559
1279,81.13,3.31,5.0221
1280,78.53,3.37,6.9741
1281,79.02,3.28,4.6408
1282,79.47,3.28,3.3894
1283,80.16,3.31,3.1636
1284,81.36,3.31,6.8465
1285,80.34,3.37,3.5165
1286,81.82,3.24,9.3105
1287,81.33,3.31,6.4461
1288,81.15,3.28,5.2434
1289,78.86,3.38,5.6706
1290,79.06,3.32,5.0732
1291,80.68,3.3,3.422
1292,81.14,3.27,4.353
1293,79.17,3.35,5.1646
1294,81.5,3.32,5.3871
1295,80.55,3.33,3.1149
1296,81.33,3.24,4.3482
1297,78.39,3.35,10.4316
1298,80.18,3.31,3.2005
1299,78.42,3.3,10.1039
1300,81.08,3.32,3.7378
1301,81.02,3.32,3.6629
1302,79.79,3.28,3.6119
1303,82.03,3.34,7.6841
1304,80.02,3.31,3.2649
1305,81.08,3.22,3.7139
1306,81.56,3.27,5.13
1307,81.34,3.26,4.2175
1308,79.46,3.38,5.0451
1309,80.52,3.33,3.0669
1310,81.1,3.25,3.4013
1311,79.24,3.29,6.2022
1312,82.15,3.21,6.682
1313,79.21,3.34,6.5886
1314,80.1,3.26,3.5168
1315,79.66,3.3,4.6434
1316,80.9,3.3,3.1756
1317,81.29,3.27,3.8438
1318,81.46,3.2,4.2293
1319,81.95,3.24,6.0066
1320,81.22,3.3,3.6069
1321,80.21,3.3,3.4074
1322,80.04,3.27,3.7651
1323,80.76,3.27,3.0039
1324,78.87,3.33,8.9882
1325,79.65,3.25,4.8671
1326,81.49,3.24,4.06
1327,80.18,3.25,3.3199
1328,81.4,3.29,4.0613
1329,80.32,3.26,3.1193
1330,80.44,3.32,3.0817
1331,80.36,3.32,3.1156
1332,78.62,3.3,9.0364
1333,81.3,3.24,4.1416
1334,80.15,3.31,3.159
1335,77.94,3.35,12.9869
1336,80.43,3.24,3.0184
1337,79.75,3.28,3.3245
1338,79.75,3.31,3.2365
1339,78.59,3.28,6.3092
1340,80.05,3.28,3.0565
1341,78.92,3.34,4.3317
1342,80.23,3.35,3.5995
1343,79.07,3.33,3.5016
1344,79.71,3.24,3.0566
1345,78.22,3.32,5.4057
1346,79.25,3.36,3.091
1347,80.4,3.33,5.3841
1348,79.28,3.29,3.0425
1349,78.45,3.35,3.831
1350,78.85,3.37,3.1685
1351,79.52,3.35,3.5218
1352,78.77,3.32,3.1096
1353,80.53,3.29,7.2765
1354,78.04,3.37,4.4278
1355,79.04,3.4,3.1548
1356,80.34,3.27,6.423
1357,79.57,3.38,3.8141
1358,80.16,3.36,5.4854
1359,77.86,3.37,5.4415
1360,78.37,3.43,3.9774
1361,78.75,3.39,3.2992
1362,77.35,3.36,8.1179
1363,81.65,3.33,14.5463
1364,80.36,3.38,5.9611
1365,78.96,3.41,3.1778
1366,79.16,3.38,3.1105
1367,78.41,3.45,4.2874
1368,78.25,3.36,4.6888
1369,80.74,3.37,6.9772
1370,81.35,3.38,10.5101
1371,80.51,3.38,5.4429
1372,77.32,3.47,11.0301
1373,81.68,3.36,11.1778
1374,77.84,3.47,8.4455
1375,80.28,3.46,3.9609
1376,79.67,3.39,3.1141
1377,80.49,3.39,4.1651
1378,80.53,3.42,4.1221
1379,80.28,3.47,3.5234
1380,78.83,3.44,5.2151
1381,79.99,3.43,3.1554
1382,81.34,3.43,6.2019
1383,80.19,3.41,3.1549
1384,79.4,3.43,4.0997
1385,81.02,3.39,4.2882
1386,79.19,3.45,5.0896
1387,80.24,3.48,3.2032
1388,79.38,3.53,4.706
1389,81.83,3.38,7.1629
1390,78.99,3.53,6.3551
1391,80.38,3.49,3.2101
1392,80.12,3.47,3.2448
1393,79.91,3.48,3.4682
1394,79.94,3.46,3.3874
1395,80.15,3.52,3.2534
1396,81.03,3.47,4.2801
1397,80.85,3.45,3.8107
1398,80.4,3.5,3.2594
1399,80.51,3.43,3.2513
1400,80.37,3.51,3.2415
1401,79.85,3.54,3.6335
1402,80.56,3.5,3.324
1403,80.36,3.51,3.222
1404,80.43,3.49,3.2188
1405,79.34,3.56,5.1251
1406,80.15,3.49,3.2684
1407,80.25,3.5,3.2271
1408,80.61,3.43,3.307
1409,81.45,3.47,5.4908
1410,81.72,3.46,6.596
1411,80.46,3.5,3.2287
1412,80.13,3.46,3.3398
1413,80.85,3.44,3.417
1414,79.62,3.45,4.5537
1415,80.34,3.54,3.3146
1416,82.8,3.46,11.986
1417,80.23,3.39,3.3635
1418,80.2,3.48,3.5806
1419,81.49,3.44,4.2368
1420,81.36,3.47,3.839
1421,81.51,3.48,4.0413
1422,81.68,3.41,4.2042
1423,82.3,3.46,6.2288
1424,80.83,3.48,3.3089
1425,81.37,3.38,3.1667
1426,81.45,3.46,3.2314
1427,83.15,3.34,8.4543
1428,81.04,3.44,3.4947
1429,80.76,3.49,4.3649
1430,81.22,3.4,3.4213
1431,81.15,3.48,3.7061
1432,82.29,3.36,3.6391
1433,82.33,3.37,3.6308
1434,81.8,3.39,3.1184
1435,81.71,3.4,3.1555
1436,83.16,3.38,5.7983
1437,84.29,3.35,12.1848
1438,82.32,3.41,3.2375
1439,82.53,3.44,3.3809
1440,82.14,3.34,3.1011
1441,81.94,3.41,3.4507
1442,82.88,3.35,3.3937
1443,81.91,3.37,3.7055
1444,82.01,3.36,3.6136
1445,83.05,3.36,3.425
1446,80.02,3.46,15.1166
1447,81.53,3.41,5.1698
1448,82.73,3.36,3.1262
1449,82.41,3.3,3.0607
1450,84.33,3.31,8.6232
1451,83.38,3.44,4.4927
1452,81.14,3.37,6.3493
1453,83.88,3.36,6.1786
1454,82.37,3.37,3.1491
1455,82.5,3.37,3.1
1456,81.79,3.39,4.1549
1457,81.17,3.46,6.594
1458,81.74,3.38,4.1961
1459,81.6,3.41,4.4711
1460,80.95,3.41,6.7789
1461,83.52,3.28,5.3794
1462,81.9,3.42,3.3643
1463,81.25,3.42,4.7038
1464,80.9,3.37,5.6259
1465,81.59,3.41,3.4503
1466,82.58,3.39,3.8597
1467,81.86,3.4,3.1227
1468,80.92,3.39,4.3705
1469,82.3,3.37,3.7124
1470,80.7,3.45,4.6831
1471,82.17,3.37,3.7187
1472,82.92,3.35,6.4107
1473,81.2,3.41,3.2779
1474,82.07,3.38,3.7145
1475,81.13,3.37,3.2918
1476,82.52,3.34,4.9391
1477,80.57,3.37,4.4725
1478,79.49,3.46,9.9222
1479,81.03,3.37,3.3321
1480,81.23,3.33,3.0859
1481,80.14,3.41,5.4001
1482,81.94,3.3,3.9179
1483,80.51,3.39,3.8271
1484,81.6,3.39,3.565
1485,80.45,3.35,3.6643
1486,80.01,3.42,4.7759
1487,80.96,3.36,3.0915
1488,80.57,3.38,3.2285
1489,82.76,3.25,9.4525
1490,82.25,3.32,6.7289
1491,81.15,3.33,3.2898
1492,80.48,3.33,3.2469
1493,82.17,3.37,6.0554
1494,80.7,3.39,3.1792
1495,81.24,3.4,3.277
1496,81.13,3.3,3.0685
1497,81.2,3.34,3.1138
1498,79.89,3.36,5.4554
1499,82.59,3.3,6.7949
1500,80.47,3.31,3.7694
1501,82.58,3.28,6.3445
1502,81.57,3.29,3.2327
1503,81.03,3.34,3.1701
1504,80.98,3.36,3.2936
1505,82.54,3.28,5.302
1506,82.46,3.32,4.8621
1507,81.24,3.32,3.1665
1508,82.09,3.31,3.4945
1509,81.81,3.28,3.0598
1510,81.65,3.35,3.088
1511,81.77,3.41,3.1322
1512,80.91,3.38,4.5093
1513,81.09,3.36,4.0374
1514,81.76,3.26,3.0131
1515,81.39,3.36,3.453
1516,81.11,3.44,4.0808
1517,81.69,3.28,3.0376
1518,81.91,3.33,3.0804
1519,82.19,3.4,3.4169
1520,82.23,3.29,3.378
1521,80.77,3.43,4.85
1522,80.76,3.33,4.669
1523,80.25,3.44,6.766
1524,82.16,3.32,3.5324
1525,81.32,3.36,3.1882
1526,82.91,3.35,6.3465
1527,82.22,3.38,3.9953
1528,80.63,3.42,4.4332
1529,83.21,3.31,7.9909
1530,81.18,3.36,3.2758
1531,81.78,3.39,3.2323
1532,81.93,3.44,3.4171
1533,82.85,3.39,5.8813
1534,80.9,3.44,4.0766
1535,81.39,3.42,3.2714
1536,81.84,3.32,3.0892
1537,80.23,3.42,6.863
1538,80.76,3.43,4.6305
1539,79.56,3.46,10.777
1540,81.08,3.41,3.5482
1541,81.54,3.45,3.178
1542,81.34,3.43,3.1539
1543,81.23,3.45,3.1821
1544,82.21,3.4,4.689
1545,81.0,3.42,3.2252
1546,81.14,3.42,3.1419
1547,81.2,3.4,3.1359
1548,82.11,3.34,4.7388
1549,80.67,3.46,3.4998
1550,80.58,3.43,3.6004
1551,80.71,3.45,3.3828
1552,79.56,3.43,6.8638
1553,81.69,3.47,4.1008
1554,80.48,3.41,3.4716
1555,79.89,3.5,4.8967
1556,81.14,3.41,3.3364
1557,81.11,3.46,3.4136
1558,80.06,3.39,3.8119
1559,80.72,3.42,3.1489
1560,80.72,3.43,3.1721
1561,80.01,3.46,3.7246
1562,81.63,3.36,5.1827
1563,80.9,3.41,3.396
1564,81.33,3.41,4.3056
1565,80.73,3.43,3.2257
1566,79.67,3.49,4.5367
1567,80.29,3.44,3.2726
1568,80.43,3.43,3.1675
1569,81.16,3.43,3.8512
1570,81.41,3.37,4.4157
1571,82.72,3.36,10.9555
1572,81.43,3.38,4.1519
1573,81.53,3.41,4.2056
1574,80.28,3.44,3.7149
1575,79.59,3.4,6.1673
1576,79.43,3.46,7.2671
1577,80.54,3.43,3.454
1578,81.15,3.35,3.1492
1579,80.7,3.44,3.2522
1580,81.24,3.41,3.3122
1581,81.38,3.4,3.5
1582,81.56,3.37,3.7988
1583,80.27,3.44,3.9384
1584,81.85,3.37,4.482
1585,81.43,3.34,3.4155
1586,81.28,3.35,3.2046
1587,79.47,3.41,7.3757
1588,82.17,3.32,5.1458
1589,79.48,3.46,7.5021
1590,82.0,3.36,4.6142
1591,80.84,3.37,3.171
1592,80.24,3.42,4.2633
1593,80.44,3.34,3.6623
1594,80.2,3.41,4.1988
1595,81.65,3.35,3.9192
1596,81.14,3.4,3.2133
1597,80.15,3.38,4.0257
1598,82.57,3.32,7.9398
1599,80.96,3.35,3.0951
1600,81.33,3.34,3.4044
1601,80.71,3.37,3.1629
1602,80.07,3.4,4.3405
1603,79.51,3.41,6.4752
1604,80.22,3.35,3.7682
1605,78.84,3.48,9.9298
1606,80.48,3.35,3.1541
1607,79.6,3.38,4.7821
1608,81.67,3.37,5.4918
1609,81.02,3.39,3.758
1610,80.72,3.37,3.3231
1611,80.09,3.36,3.1674
1612,79.99,3.44,3.3141
1613,81.41,3.37,5.4005
1614,80.18,3.31,3.0442
1615,81.01,3.37,4.1409
1616,79.58,3.4,3.8532
1617,80.6,3.36,3.3094
1618,80.32,3.4,3.1323
1619,79.33,3.43,4.6043
1620,78.42,3.48,8.8867
1621,80.69,3.35,3.5406
1622,81.54,3.39,6.5783
1623,78.79,3.41,6.081
1624,80.87,3.39,4.1908
1625,80.18,3.34,3.0905
1626,80.07,3.41,3.1294
1627,77.88,3.34,10.9136
1628,81.84,3.32,8.8368
1629,79.25,3.5,4.1149
1630,79.2,3.42,4.0776
1631,79.48,3.37,3.3826
1632,79.97,3.43,3.1843
1633,79.83,3.37,3.0995
1634,79.5,3.4,3.2355
1635,81.4,3.33,7.7986
1636,77.96,3.42,8.4415
1637,80.36,3.32,3.814
1638,80.76,3.34,5.1006
1639,79.46,3.38,3.1809
1640,77.66,3.49,10.3464
1641,79.72,3.34,3.0889
1642,79.41,3.44,3.2117
1643,78.31,3.45,5.7338
1644,80.48,3.34,4.8129
1645,80.95,3.36,7.0607
1646,79.6,3.35,3.1355
1647,79.79,3.44,3.3805
1648,77.73,3.43,8.2315
1649,79.01,3.39,3.4078
1650,78.86,3.31,3.4891
1651,80.7,3.32,6.1573
1652,80.37,3.35,4.906
1653,80.32,3.38,4.7069
1654,78.12,3.47,6.0142
1655,78.77,3.39,3.7934
1656,80.35,3.42,4.7165
1657,77.86,3.47,7.3704
1658,80.25,3.38,4.3874
1659,80.15,3.3,4.0222
1660,81.08,3.34,7.8002
1661,79.76,3.33,3.2072
1662,79.61,3.33,3.0708
1663,80.45,3.38,4.3625
1664,78.93,3.43,4.1015
1665,77.49,3.38,11.5308
1666,80.78,3.3,4.9292
1667,78.14,3.48,7.5459
1668,79.03,3.34,3.7824
1669,80.18,3.34,3.5611
1670,79.99,3.29,3.2568
1671,78.65,3.35,4.5859
1672,78.34,3.32,5.5057
1673,79.5,3.41,3.1331
1674,78.17,3.34,5.664
1675,76.96,3.4,12.6839
1676,80.42,3.34,5.652
1677,79.05,3.26,2.9952
1678,78.19,3.37,4.1509
1679,78.54,3.39,3.3083
1680,80.63,3.26,8.6813
1681,77.6,3.4,5.2806
1682,78.24,3.36,3.3731
1683,78.32,3.33,3.1724
1684,78.18,3.29,3.1896
1685,77.76,3.35,3.7931
1686,78.58,3.26,3.0989
1687,77.09,3.37,5.3902
1688,79.01,3.22,4.1519
1689,78.48,3.35,3.347
1690,78.4,3.28,3.2469
1691,78.95,3.31,4.5384
1692,77.46,3.38,3.5867
1693,78.09,3.32,3.0712
1694,77.9,3.33,3.0671
1695,77.61,3.3,3.2333
1696,76.75,3.35,5.4349
1697,78.21,3.22,3.1418
1698,79.84,3.16,9.2499
1699,78.2,3.28,3.2158
1700,76.85,3.36,4.8929
1701,78.38,3.32,3.4716
1702,78.05,3.3,3.0696
1703,78.06,3.29,3.0687
1704,79.35,3.29,6.3715
1705,78.18,3.28,3.0786
1706,78.61,3.29,3.5594
1707,76.1,3.35,9.892
1708,78.55,3.16,3.2043
1709,77.56,3.28,3.5394
1710,78.59,3.19,3.2763
1711,79.07,3.25,4.3931
1712,79.81,3.34,7.5499
1713,77.2,3.32,4.8888
1714,78.74,3.22,3.278
1715,78.86,3.25,3.414
1716,77.7,3.3,3.8626
1717,80.38,3.3,9.2571
1718,78.42,3.25,3.0019
1719,79.22,3.24,3.5815
1720,78.09,3.21,3.5304
1721,81.18,3.16,12.202
1722,81.12,3.2,10.9969
1723,79.72,3.25,3.7171
1724,78.7,3.33,3.5186
1725,78.69,3.31,3.7922
1726,78.73,3.23,3.8422
1727,79.68,3.22,2.9883
1728,79.72,3.18,2.9351
1729,79.86,3.22,3.0077
1730,79.63,3.21,2.9782
1731,79.17,3.24,3.6263
1732,79.72,3.19,2.9563
1733,80.16,3.27,3.1547
1734,80.75,3.15,4.0483
1735,79.65,3.3,3.1778
1736,79.57,3.23,3.2451
1737,78.62,3.25,6.1004
1738,81.66,3.12,7.2332
1739,79.85,3.23,3.013
1740,78.26,3.21,8.0297
1741,78.41,3.23,7.1048
1742,81.82,3.16,8.5116
1743,79.87,3.22,2.9613
1744,79.87,3.27,3.005
1745,80.74,3.2,4.0767
1746,80.34,3.19,3.222
1747,79.72,3.2,3.0096
1748,79.35,3.21,3.5347
1749,78.14,3.25,8.2978
1750,79.59,3.23,3.1136
1751,80.04,3.22,3.0235
1752,77.62,3.32,10.8538
1753,81.11,3.18,6.1322
1754,80.4,3.17,3.8427
1755,80.39,3.23,3.952
1756,79.53,3.2,2.9481
1757,80.14,3.16,3.3563
1758,79.2,3.26,3.2705
1759,79.85,3.21,3.0365
1760,79.56,3.24,2.9789
1761,81.41,3.22,8.1146
1762,79.06,3.17,3.498
1763,82.09,3.19,12.0854
1764,81.31,3.22,6.6783
1765,80.67,3.21,3.8633
1766,80.6,3.22,3.4547
1767,79.37,3.24,4.034
1768,80.39,3.21,2.9706
1769,80.78,3.2,3.2056
1770,80.15,3.24,3.1312
1771,78.9,3.26,7.3679
1772,78.65,3.23,8.8224
1773,80.29,3.12,2.9574
1774,79.75,3.29,3.9446
1775,80.51,3.24,2.9803
1776,80.36,3.23,2.9732
1777,79.85,3.24,3.4077
1778,80.38,3.24,2.9873
1779,79.29,3.22,4.5308
1780,80.39,3.23,3.0221
1781,80.47,3.27,3.1737
1782,80.61,3.3,3.4309
1783,81.16,3.16,4.7078
1784,80.62,3.29,3.4728
1785,80.62,3.27,3.4146
1786,79.66,3.29,3.4336
1787,80.0,3.3,3.0756
1788,78.93,3.28,5.578
1789,80.44,3.24,3.1025
1790,81.59,3.26,6.4031
1791,80.69,3.2,3.3855
1792,80.38,3.25,3.0403
1793,81.09,3.25,4.1649
1794,78.14,3.4,11.0487
1795,80.38,3.24,2.9893
1796,79.95,3.37,3.279
1797,79.78,3.34,3.4736
1798,81.48,3.28,5.5174
1799,80.95,3.28,3.7956
1800,80.19,3.35,3.0937
1801,80.12,3.26,3.0469
1802,80.48,3.36,3.1277
1803,80.25,3.42,3.15
1804,79.69,3.32,3.7768
1805,77.59,3.45,16.2576
1806,80.97,3.36,3.9448
1807,80.55,3.33,3.2632
1808,80.67,3.3,3.446
1809,80.35,3.4,3.1987
1810,81.29,3.31,5.2658
1811,80.16,3.37,3.098
1812,79.14,3.42,4.9573
