Episode,Effort,Raw_Reward,Normalized_Reward,Loss,Baseline,LR,Std_Dev
24065,38.8,3.7769,-1.2891,-4.1139,0.0,0.000065,0.05
24066,42.43,3.9534,-0.0974,-0.4084,0.0,0.000065,0.05
24067,44.71,4.1309,1.0989,2.6364,0.0,0.000065,0.05
24068,42.52,3.8822,-0.5789,-1.6436,0.0,0.000065,0.05
24069,41.09,3.7448,-1.5043,-4.2067,0.0,0.000065,0.05
24070,43.65,3.8033,-1.107,-2.9558,0.0,0.000065,0.05
24071,44.68,3.7341,-1.572,-4.1488,0.0,0.000065,0.05
24072,45.23,4.1896,1.4992,3.6873,0.0,0.000065,0.05
24073,50.6,4.0981,0.8817,2.8205,0.0,0.000065,0.05
24074,53.08,3.9946,0.1825,0.5335,0.0,0.000065,0.05
24075,44.79,4.0648,0.6546,1.5116,0.0,0.000065,0.05
24076,47.29,3.7888,-1.2091,-3.4961,0.0,0.000065,0.05
24077,43.1,3.7929,-1.1794,-3.1508,0.0,0.000065,0.05
24078,54.69,3.9064,-0.4136,-2.2696,0.0,0.000065,0.05
24079,42.41,3.8652,-0.6956,-1.9435,0.0,0.000065,0.05
24080,49.47,3.9584,-0.063,-0.3779,0.0,0.000065,0.05
24081,46.76,3.9168,-0.3453,-1.0863,0.0,0.000065,0.05
24082,44.6,4.1173,1.012,2.4187,0.0,0.000065,0.05
24083,35.36,4.0478,0.5398,1.9379,0.0,0.000065,0.05
24084,36.64,4.2071,1.6159,5.6005,0.0,0.000065,0.05
24085,39.56,3.8018,-1.1263,-3.4421,0.0,0.000065,0.05
24086,43.38,3.9552,-0.0875,-0.37,0.0,0.000065,0.05
24087,45.67,4.2269,1.7469,4.3738,0.0,0.000064,0.05
24088,38.39,3.8639,-0.7058,-2.393,0.0,0.000064,0.05
24089,32.4,4.035,0.4495,2.0571,0.0,0.000064,0.05
24090,46.12,4.0263,0.3918,0.8756,0.0,0.000064,0.05
24091,46.51,3.8197,-1.0033,-2.8265,0.0,0.000064,0.05
24092,41.33,3.9476,-0.1408,-0.5297,0.0,0.000064,0.05
24093,47.01,3.8711,-0.6612,-1.9551,0.0,0.000064,0.05
24094,37.37,3.9771,0.0579,0.008,0.0,0.000064,0.05
24095,40.34,3.8787,-0.6095,-1.8569,0.0,0.000064,0.05
24096,43.2,3.9092,-0.4034,-1.1721,0.0,0.000064,0.05
24097,35.79,3.8984,-0.4748,-2.036,0.0,0.000064,0.05
24098,38.58,4.1429,1.1872,3.5054,0.0,0.000064,0.05
24099,34.92,4.1293,1.0936,4.3167,0.0,0.000064,0.05
24100,42.81,3.7373,-1.5735,-4.1644,0.0,0.000064,0.05
24101,41.99,3.9225,-0.3128,-0.9635,0.0,0.000064,0.05
24102,53.94,4.0892,0.8211,3.4884,0.0,0.000064,0.05
24103,46.67,3.8253,-0.9732,-2.7601,0.0,0.000064,0.05
24104,48.54,3.8019,-1.1315,-3.5072,0.0,0.000064,0.05
24105,47.72,4.1435,1.1893,3.1919,0.0,0.000064,0.05
24106,42.53,4.0687,0.6798,1.5992,0.0,0.000064,0.05
24107,46.75,3.9083,-0.41,-1.2535,0.0,0.000064,0.05
24108,47.28,3.646,-2.1884,-6.1795,0.0,0.000064,0.05
24109,46.72,4.1944,1.5356,3.9737,0.0,0.000064,0.05
24110,45.83,3.8567,-0.7553,-2.1106,0.0,0.000064,0.05
24111,46.61,3.8018,-1.1258,-3.1582,0.0,0.000064,0.05
24112,54.95,3.9449,-0.155,-1.0179,0.0,0.000064,0.05
24113,37.31,3.9309,-0.251,-1.0327,0.0,0.000064,0.05
24114,45.15,3.8943,-0.4998,-1.4202,0.0,0.000064,0.05
24115,36.48,3.8006,-1.1366,-4.3184,0.0,0.000064,0.05
24116,45.19,3.8338,-0.9089,-2.467,0.0,0.000064,0.05
24117,50.25,3.836,-0.8926,-3.1424,0.0,0.000064,0.05
24118,42.11,3.8064,-1.094,-2.976,0.0,0.000064,0.05
24119,36.93,4.0186,0.3474,1.0429,0.0,0.000064,0.05
24120,36.33,3.8072,-1.087,-4.1795,0.0,0.000064,0.05
24121,41.15,3.8259,-0.9586,-2.7085,0.0,0.000064,0.05
24122,41.64,3.7768,-1.2898,-3.5301,0.0,0.000064,0.05
24123,50.24,3.9288,-0.2587,-1.0212,0.0,0.000064,0.05
24124,47.66,4.1418,1.1855,3.1906,0.0,0.000064,0.05
24125,35.61,4.1704,1.3767,5.2009,0.0,0.000064,0.05
24126,45.22,3.8459,-0.8225,-2.2343,0.0,0.000064,0.05
24127,37.96,4.1054,0.9374,2.8852,0.0,0.000064,0.05
24128,39.72,4.0259,0.3987,1.0112,0.0,0.000064,0.05
24129,39.29,4.1217,1.0465,2.9539,0.0,0.000064,0.05
24130,46.98,4.0309,0.4311,1.0403,0.0,0.000064,0.05
24131,43.02,4.2302,1.779,4.4024,0.0,0.000064,0.05
24132,49.11,4.0968,0.8751,2.5398,0.0,0.000064,0.05
24133,40.19,4.2184,1.6958,4.6235,0.0,0.000064,0.05
24134,34.88,4.0688,0.681,2.6458,0.0,0.000064,0.05
24135,36.39,3.88,-0.5979,-2.3587,0.0,0.000064,0.05
24136,39.94,4.0692,0.6849,1.8079,0.0,0.000064,0.05
24137,44.44,3.9371,-0.2125,-0.6671,0.0,0.000064,0.05
24138,42.62,3.7529,-1.4588,-3.8674,0.0,0.000064,0.05
24139,53.23,4.0802,0.7597,3.0428,0.0,0.000064,0.05
24140,44.82,4.0372,0.467,1.0579,0.0,0.000064,0.05
24141,41.29,3.9588,-0.0654,-0.3102,0.0,0.000064,0.05
24142,44.58,3.9356,-0.223,-0.6969,0.0,0.000064,0.05
24143,42.45,3.7265,-1.6374,-4.3427,0.0,0.000064,0.05
24144,45.43,3.8792,-0.6018,-1.682,0.0,0.000064,0.05
24145,46.32,4.1386,1.1543,2.9169,0.0,0.000064,0.05
24146,39.69,4.0133,0.3069,0.7405,0.0,0.000064,0.05
24147,34.58,4.044,0.5147,1.9979,0.0,0.000064,0.05
24148,38.3,3.9137,-0.3691,-1.322,0.0,0.000064,0.05
24149,46.28,3.7955,-1.1695,-3.2237,0.0,0.000064,0.05
24150,45.48,4.1254,1.0668,2.6171,0.0,0.000064,0.05
24151,33.8,3.9022,-0.4464,-2.2533,0.0,0.000064,0.05
24152,47.56,3.8519,-0.7877,-2.3427,0.0,0.000064,0.05
24153,54.34,3.6003,-2.4884,-11.9175,0.0,0.000064,0.05
24154,44.59,3.7209,-1.6683,-4.3632,0.0,0.000063,0.05
24155,32.37,3.82,-0.9957,-5.4004,0.0,0.000063,0.05
24156,43.09,4.024,0.3835,0.8473,0.0,0.000063,0.05
24157,38.63,3.9958,0.1928,0.4482,0.0,0.000063,0.05
24158,43.17,3.8664,-0.6837,-1.8613,0.0,0.000063,0.05
24159,36.89,4.1643,1.3328,4.5239,0.0,0.000063,0.05
24160,40.15,4.1119,0.9796,2.6201,0.0,0.000063,0.05
24161,36.89,3.9734,0.0435,-0.0058,0.0,0.000063,0.05
24162,39.22,3.9979,0.2091,0.482,0.0,0.000063,0.05
24163,52.6,3.9531,-0.0947,-0.5599,0.0,0.000063,0.05
24164,47.73,3.987,0.1345,0.2469,0.0,0.000063,0.05
24165,39.56,4.1748,1.4065,3.9519,0.0,0.000063,0.05
24166,41.73,3.9916,0.1627,0.3015,0.0,0.000063,0.05
24167,40.07,3.8992,-0.4632,-1.4406,0.0,0.000063,0.05
24168,40.83,4.0353,0.4606,1.1228,0.0,0.000063,0.05
24169,50.05,4.0224,0.3744,1.0795,0.0,0.000063,0.05
24170,43.64,4.0828,0.7859,1.8656,0.0,0.000063,0.05
24171,43.71,4.2322,1.7971,4.4221,0.0,0.000063,0.05
24172,45.84,3.8952,-0.4917,-1.4064,0.0,0.000063,0.05
24173,43.53,4.0132,0.3101,0.6604,0.0,0.000063,0.05
24174,43.79,3.8205,-0.9978,-2.648,0.0,0.000063,0.05
24175,42.74,3.6711,-2.0067,-5.2547,0.0,0.000063,0.05
24176,43.18,3.9986,0.217,0.4256,0.0,0.000063,0.05
24177,38.86,4.204,1.6128,4.7535,0.0,0.000063,0.05
24178,34.69,3.8342,-0.8991,-3.9873,0.0,0.000063,0.05
24179,49.15,3.8648,-0.6906,-2.271,0.0,0.000063,0.05
24180,39.74,4.1656,1.3514,3.7487,0.0,0.000063,0.05
24181,37.36,3.9762,0.0654,0.0647,0.0,0.000063,0.05
24182,38.28,4.1495,1.2395,3.7683,0.0,0.000063,0.05
24183,47.52,4.2017,1.5929,4.309,0.0,0.000063,0.05
24184,49.99,3.8127,-1.0431,-3.5641,0.0,0.000063,0.05
24185,42.88,3.9634,-0.0211,-0.1811,0.0,0.000063,0.05
24186,54.25,3.9229,-0.2953,-1.5885,0.0,0.000063,0.05
24187,45.9,4.0598,0.6315,1.517,0.0,0.000063,0.05
24188,37.81,4.1869,1.4919,4.7209,0.0,0.000063,0.05
24189,43.57,3.942,-0.1675,-0.5522,0.0,0.000063,0.05
24190,44.82,3.9197,-0.3188,-0.9409,0.0,0.000063,0.05
24191,40.1,3.9643,-0.0164,-0.1868,0.0,0.000063,0.05
24192,40.38,4.0738,0.7264,1.877,0.0,0.000063,0.05
24193,49.95,3.9807,0.0962,0.1549,0.0,0.000063,0.05
24194,37.65,4.0937,0.8609,2.6879,0.0,0.000063,0.05
24195,37.97,3.9936,0.1815,0.4273,0.0,0.000063,0.05
24196,39.54,4.022,0.3758,0.9462,0.0,0.000063,0.05
24197,43.73,4.272,2.0745,5.1139,0.0,0.000063,0.05
24198,54.88,3.9847,0.1229,0.3755,0.0,0.000063,0.05
24199,47.32,4.0348,0.4617,1.1314,0.0,0.000063,0.05
24200,41.81,4.1499,1.2423,3.1099,0.0,0.000063,0.05
24201,51.03,3.9117,-0.3758,-1.5127,0.0,0.000063,0.05
24202,45.2,3.7797,-1.2701,-3.3938,0.0,0.000063,0.05
24203,41.27,4.0943,0.8664,2.1658,0.0,0.000063,0.05
24204,49.27,3.902,-0.4384,-1.5261,0.0,0.000063,0.05
24205,42.33,4.0036,0.2513,0.506,0.0,0.000063,0.05
24206,43.82,4.0102,0.2969,0.6108,0.0,0.000063,0.05
24207,44.71,4.0684,0.6916,1.6168,0.0,0.000063,0.05
24208,46.52,3.9295,-0.2525,-0.8203,0.0,0.000063,0.05
24209,38.74,4.3537,2.6262,7.8687,0.0,0.000063,0.05
24210,53.22,4.0698,0.6982,2.7623,0.0,0.000063,0.05
24211,46.61,4.0114,0.301,0.6554,0.0,0.000063,0.05
24212,36.98,3.9047,-0.4241,-1.6647,0.0,0.000063,0.05
24213,42.26,3.8888,-0.532,-1.5213,0.0,0.000063,0.05
24214,43.47,3.9721,0.0336,-0.0616,0.0,0.000063,0.05
24215,48.61,4.0296,0.4233,1.0915,0.0,0.000063,0.05
24216,57.86,3.8289,-0.9383,-6.3648,0.0,0.000063,0.05
24217,47.69,3.8528,-0.7744,-2.3434,0.0,0.000063,0.05
24218,43.34,4.1317,1.1193,2.6885,0.0,0.000063,0.05
24219,37.42,4.1693,1.3717,4.4264,0.0,0.000063,0.05
24220,44.65,4.1301,1.1038,2.6541,0.0,0.000062,0.05
24221,46.7,4.0169,0.3347,0.742,0.0,0.000062,0.05
24222,40.05,4.0157,0.3255,0.7541,0.0,0.000062,0.05
24223,48.71,4.0166,0.3305,0.8156,0.0,0.000062,0.05
24224,42.55,4.3592,2.6446,6.6262,0.0,0.000062,0.05
24225,38.37,3.8175,-1.0188,-3.3795,0.0,0.000062,0.05
24226,46.71,3.7087,-1.7579,-4.8884,0.0,0.000062,0.05
24227,46.23,4.0523,0.5709,1.3456,0.0,0.000062,0.05
24228,39.65,3.9633,-0.033,-0.2683,0.0,0.000062,0.05
24229,42.2,3.8745,-0.6407,-1.8154,0.0,0.000062,0.05
24230,44.28,3.8458,-0.8371,-2.2754,0.0,0.000062,0.05
24231,37.32,3.8062,-1.1046,-3.9436,0.0,0.000062,0.05
24232,43.0,3.9506,-0.1221,-0.4672,0.0,0.000062,0.05
24233,50.49,4.0339,0.4462,1.3193,0.0,0.000062,0.05
24234,43.86,3.631,-2.2926,-5.9519,0.0,0.000062,0.05
24235,35.65,3.9032,-0.4416,-1.9361,0.0,0.000062,0.05
24236,47.53,3.907,-0.415,-1.326,0.0,0.000062,0.05
24237,40.34,3.7733,-1.3215,-3.8386,0.0,0.000062,0.05
24238,46.11,3.9561,-0.0791,-0.3641,0.0,0.000062,0.05
24239,46.88,4.0084,0.2767,0.5898,0.0,0.000062,0.05
24240,44.49,3.8831,-0.5753,-1.609,0.0,0.000062,0.05
24241,37.34,4.0767,0.7402,2.3174,0.0,0.000062,0.05
24242,41.82,4.0379,0.4748,1.0889,0.0,0.000062,0.05
24243,45.48,3.9494,-0.1271,-0.478,0.0,0.000062,0.05
24244,54.6,3.8898,-0.5321,-2.8193,0.0,0.000062,0.05
24245,51.41,4.008,0.2718,0.7958,0.0,0.000062,0.05
24246,47.11,4.0702,0.6938,1.7425,0.0,0.000062,0.05
24247,40.72,4.0977,0.8824,2.2535,0.0,0.000062,0.05
24248,40.34,4.2658,2.0228,5.4659,0.0,0.000062,0.05
24249,44.09,4.0475,0.5374,1.2129,0.0,0.000062,0.05
24250,44.33,4.1227,1.0474,2.5054,0.0,0.000062,0.05
24251,45.16,4.1991,1.5654,3.8596,0.0,0.000062,0.05
24252,43.73,3.9529,-0.1094,-0.4253,0.0,0.000062,0.05
24253,44.83,3.8142,-1.0514,-2.8275,0.0,0.000062,0.05
24254,44.35,4.1072,0.9392,2.2283,0.0,0.000062,0.05
24255,48.83,3.6372,-2.2481,-6.9573,0.0,0.000062,0.05
24256,43.42,3.9176,-0.3465,-1.0289,0.0,0.000062,0.05
24257,55.3,3.7114,-1.7402,-9.2054,0.0,0.000062,0.05
24258,46.54,3.758,-1.4216,-3.9518,0.0,0.000062,0.05
24259,56.74,3.9741,0.0391,-0.0775,0.0,0.000062,0.05
24260,44.46,3.7365,-1.5655,-4.1177,0.0,0.000062,0.05
24261,46.55,3.9043,-0.4307,-1.3043,0.0,0.000062,0.05
24262,45.34,4.1077,0.9429,2.2754,0.0,0.000062,0.05
24263,44.05,3.9994,0.2124,0.391,0.0,0.000062,0.05
24264,50.29,3.9603,-0.0511,-0.3539,0.0,0.000062,0.05
24265,47.78,3.5761,-2.6385,-7.6313,0.0,0.000062,0.05
24266,41.24,4.0764,0.7344,1.8095,0.0,0.000062,0.05
24267,36.78,4.0176,0.3367,1.004,0.0,0.000062,0.05
24268,47.0,3.8794,-0.5971,-1.7762,0.0,0.000062,0.05
24269,43.85,4.0081,0.2718,0.546,0.0,0.000062,0.05
24270,39.06,4.1248,1.0584,3.0085,0.0,0.000062,0.05
24271,38.07,3.8453,-0.8308,-2.8309,0.0,0.000062,0.05
24272,39.91,3.9852,0.1151,0.1741,0.0,0.000062,0.05
24273,48.55,4.0709,0.695,1.9031,0.0,0.000062,0.05
24274,42.71,4.1269,1.0738,2.6041,0.0,0.000062,0.05
24275,42.81,3.9608,-0.0478,-0.2616,0.0,0.000062,0.05
24276,44.72,3.9045,-0.429,-1.2301,0.0,0.000062,0.05
24277,49.52,3.6102,-2.4144,-7.8068,0.0,0.000062,0.05
24278,41.29,3.8467,-0.8159,-2.3155,0.0,0.000062,0.05
24279,42.04,4.1708,1.3702,3.4169,0.0,0.000062,0.05
24280,42.27,4.1781,1.4161,3.5147,0.0,0.000062,0.05
24281,42.3,4.0388,0.4778,1.0931,0.0,0.000062,0.05
24282,36.9,3.8572,-0.7451,-2.7869,0.0,0.000062,0.05
24283,51.31,4.0253,0.393,1.2451,0.0,0.000062,0.05
24284,44.19,3.8237,-0.9727,-2.5977,0.0,0.000062,0.05
24285,33.37,3.783,-1.2464,-6.1308,0.0,0.000062,0.05
24286,53.16,4.0506,0.5631,2.1888,0.0,0.000061,0.05
24287,40.43,3.7696,-1.3355,-3.8375,0.0,0.000061,0.05
24288,43.07,3.8335,-0.9021,-2.4275,0.0,0.000061,0.05
24289,46.57,3.7935,-1.1713,-3.2717,0.0,0.000061,0.05
24290,46.63,3.9429,-0.1635,-0.5769,0.0,0.000061,0.05
24291,48.14,3.7874,-1.2147,-3.6598,0.0,0.000061,0.05
24292,52.91,3.9265,-0.2738,-1.3335,0.0,0.000061,0.05
24293,41.68,4.2043,1.6017,4.0712,0.0,0.000061,0.05
24294,43.21,3.9133,-0.3642,-1.0525,0.0,0.000061,0.05
24295,47.31,4.0391,0.4843,1.2023,0.0,0.000061,0.05
24296,49.99,3.807,-1.083,-3.7045,0.0,0.000061,0.05
24297,49.93,4.0547,0.5918,1.7764,0.0,0.000061,0.05
24298,43.93,3.9863,0.1283,0.1988,0.0,0.000061,0.05
24299,40.96,4.0789,0.7534,1.9008,0.0,0.000061,0.05
24300,40.2,3.9404,-0.1848,-0.6521,0.0,0.000061,0.05
24301,34.04,4.104,0.9225,3.9202,0.0,0.000061,0.05
24302,51.76,4.1668,1.346,4.906,0.0,0.000061,0.05
24303,45.23,3.7306,-1.6032,-4.2392,0.0,0.000061,0.05
24304,29.6,4.0139,0.3108,1.7737,0.0,0.000061,0.05
24305,37.83,4.1012,0.8996,2.7796,0.0,0.000061,0.05
24306,45.45,3.7426,-1.5208,-4.0475,0.0,0.000061,0.05
24307,53.92,4.0571,0.6041,2.5468,0.0,0.000061,0.05
24308,42.31,4.2548,1.9339,4.8567,0.0,0.000061,0.05
24309,49.04,3.8531,-0.7747,-2.5189,0.0,0.000061,0.05
24310,42.75,4.0757,0.7267,1.7294,0.0,0.000061,0.05
24311,44.46,4.0986,0.8798,2.1047,0.0,0.000061,0.05
24312,41.71,4.2257,1.7351,4.4184,0.0,0.000061,0.05
24313,40.14,4.0237,0.3725,0.9077,0.0,0.000061,0.05
24314,39.09,3.9998,0.2104,0.4825,0.0,0.000061,0.05
24315,42.03,4.0819,0.7669,1.8597,0.0,0.000061,0.05
24316,49.52,4.1252,1.0579,3.1958,0.0,0.000061,0.05
24317,51.31,3.6415,-2.2116,-8.2165,0.0,0.000061,0.05
24318,49.09,3.9151,-0.3629,-1.2686,0.0,0.000061,0.05
24319,42.44,3.9011,-0.4563,-1.3053,0.0,0.000061,0.05
24320,39.13,3.8468,-0.8242,-2.6022,0.0,0.000061,0.05
24321,41.73,3.9783,0.0677,0.0423,0.0,0.000061,0.05
24322,46.27,4.0555,0.5909,1.4264,0.0,0.000061,0.05
24323,46.39,3.8678,-0.6814,-1.9466,0.0,0.000061,0.05
24324,42.94,3.894,-0.5058,-1.4192,0.0,0.000061,0.05
24325,47.37,3.9188,-0.3361,-1.0732,0.0,0.000061,0.05
24326,46.47,4.0814,0.7682,1.9109,0.0,0.000061,0.05
24327,36.28,3.8454,-0.8352,-3.2475,0.0,0.000061,0.05
24328,47.92,4.1172,1.0097,2.7421,0.0,0.000061,0.05
24329,41.23,3.9663,-0.0128,-0.1697,0.0,0.000061,0.05
24330,47.91,3.5683,-2.7127,-7.8911,0.0,0.000061,0.05
24331,47.84,3.9218,-0.3143,-1.0357,0.0,0.000061,0.05
24332,50.83,3.987,0.1266,0.2767,0.0,0.000061,0.05
24333,36.67,3.9612,-0.0492,-0.3431,0.0,0.000061,0.05
24334,31.27,3.9651,-0.0238,-0.385,0.0,0.000061,0.05
24335,41.04,3.9718,0.0235,-0.0697,0.0,0.000061,0.05
24336,46.33,4.0364,0.4645,1.1002,0.0,0.000061,0.05
24337,46.53,4.2578,1.9676,5.1233,0.0,0.000061,0.05
24338,48.14,3.7046,-1.7902,-5.323,0.0,0.000061,0.05
24339,44.15,3.8555,-0.7654,-2.0622,0.0,0.000061,0.05
24340,46.9,3.9187,-0.3365,-1.045,0.0,0.000061,0.05
24341,40.21,4.0625,0.6399,1.6541,0.0,0.000061,0.05
24342,42.43,4.2734,2.068,5.1872,0.0,0.000061,0.05
24343,34.85,4.023,0.3698,1.3503,0.0,0.000061,0.05
24344,30.97,3.8189,-1.0125,-6.1739,0.0,0.000061,0.05
24345,44.23,3.9267,-0.2821,-0.8389,0.0,0.000061,0.05
24346,43.86,4.1412,1.1706,2.8349,0.0,0.000061,0.05
24347,43.42,4.118,1.0131,2.4402,0.0,0.000061,0.05
24348,46.77,4.0216,0.359,0.8367,0.0,0.000061,0.05
24349,39.28,4.3609,2.6467,7.6613,0.0,0.000061,0.05
24350,34.86,4.02,0.3458,1.2461,0.0,0.000061,0.05
24351,38.48,3.8018,-1.1278,-3.6562,0.0,0.000061,0.05
24352,49.43,4.0997,0.8829,2.6274,0.0,0.000060,0.05
24353,41.26,3.9077,-0.4175,-1.2467,0.0,0.000060,0.05
24354,50.89,3.9043,-0.4401,-1.7169,0.0,0.000060,0.05
24355,46.53,3.8606,-0.736,-2.1022,0.0,0.000060,0.05
24356,39.18,4.1284,1.076,3.0429,0.0,0.000060,0.05
24357,40.08,3.9637,-0.0388,-0.2518,0.0,0.000060,0.05
24358,43.92,3.934,-0.2398,-0.7377,0.0,0.000060,0.05
24359,42.54,3.7388,-1.5576,-4.1259,0.0,0.000060,0.05
24360,38.0,4.2098,1.6247,5.0662,0.0,0.000060,0.05
24361,41.12,4.104,0.9097,2.2989,0.0,0.000060,0.05
24362,37.71,4.0723,0.6964,2.125,0.0,0.000060,0.05
24363,35.36,4.287,2.1409,8.3145,0.0,0.000060,0.05
24364,45.57,3.7954,-1.1745,-3.1743,0.0,0.000060,0.05
24365,48.59,4.2289,1.7447,5.04,0.0,0.000060,0.05
24366,45.75,3.9208,-0.3294,-0.9949,0.0,0.000060,0.05
24367,38.19,4.0529,0.5581,1.6065,0.0,0.000060,0.05
24368,45.49,3.637,-2.2368,-5.915,0.0,0.000060,0.05
24369,43.89,3.8176,-1.0205,-2.7175,0.0,0.000060,0.05
24370,37.71,4.2597,1.9453,6.2204,0.0,0.000060,0.05
24371,43.51,4.0423,0.4851,1.0901,0.0,0.000060,0.05
24372,46.15,4.2153,1.6425,4.1832,0.0,0.000060,0.05
24373,43.72,3.8828,-0.5863,-1.6215,0.0,0.000060,0.05
24374,44.07,4.1268,1.049,2.5137,0.0,0.000060,0.05
24375,44.22,4.1403,1.1375,2.7388,0.0,0.000060,0.05
24376,42.65,3.9511,-0.1288,-0.4719,0.0,0.000060,0.05
24377,42.0,3.8469,-0.8256,-2.2893,0.0,0.000060,0.05
24378,49.67,3.8411,-0.8636,-2.9402,0.0,0.000060,0.05
24379,36.39,3.9719,0.0138,-0.1421,0.0,0.000060,0.05
24380,47.56,3.8728,-0.6514,-1.9816,0.0,0.000060,0.05
24381,40.34,4.0477,0.5229,1.2971,0.0,0.000060,0.05
24382,41.58,3.9188,-0.3427,-1.0494,0.0,0.000060,0.05
24383,48.39,3.6915,-1.8625,-5.6381,0.0,0.000060,0.05
24384,41.73,3.7096,-1.7375,-4.6968,0.0,0.000060,0.05
24385,48.08,3.8269,-0.951,-2.9026,0.0,0.000060,0.05
24386,41.56,4.0111,0.2809,0.5943,0.0,0.000060,0.05
24387,40.64,4.1243,1.0375,2.6883,0.0,0.000060,0.05
24388,41.28,3.7994,-1.1353,-3.1658,0.0,0.000060,0.05
24389,44.28,4.1861,1.4504,3.5336,0.0,0.000060,0.05
24390,46.63,3.8072,-1.0818,-3.0474,0.0,0.000060,0.05
24391,35.59,4.0692,0.6701,2.4125,0.0,0.000060,0.05
24392,36.55,3.8981,-0.4736,-1.8846,0.0,0.000060,0.05
24393,43.83,4.0054,0.2427,0.4768,0.0,0.000060,0.05
24394,38.32,3.9449,-0.1617,-0.6696,0.0,0.000060,0.05
24395,47.1,3.609,-2.4035,-6.7287,0.0,0.000060,0.05
24396,39.48,4.268,1.9944,5.6537,0.0,0.000060,0.05
24397,39.99,3.9009,-0.4555,-1.4342,0.0,0.000060,0.05
24398,49.64,4.2088,1.5964,4.9471,0.0,0.000060,0.05
24399,44.84,3.8292,-0.9342,-2.5156,0.0,0.000060,0.05
24400,48.83,4.0729,0.6899,1.9321,0.0,0.000060,0.05
24401,47.38,4.1168,0.9804,2.5788,0.0,0.000060,0.05
24402,31.49,4.148,1.1864,6.3628,0.0,0.000060,0.05
24403,40.76,3.7298,-1.5972,-4.4856,0.0,0.000060,0.05
24404,43.96,4.1532,1.2183,2.946,0.0,0.000060,0.05
24405,49.4,3.8982,-0.4806,-1.6722,0.0,0.000060,0.05
24406,46.91,3.7062,-1.7562,-4.912,0.0,0.000060,0.05
24407,45.53,3.9258,-0.2937,-0.8962,0.0,0.000060,0.05
24408,50.69,4.1266,1.0433,3.4421,0.0,0.000060,0.05
24409,30.65,3.961,-0.0596,-0.6357,0.0,0.000060,0.05
24410,40.85,3.9158,-0.3596,-1.115,0.0,0.000060,0.05
24411,42.98,3.8777,-0.6142,-1.6966,0.0,0.000060,0.05
24412,39.27,4.0178,0.319,0.7895,0.0,0.000060,0.05
24413,32.57,4.046,0.5064,2.3322,0.0,0.000060,0.05
24414,43.93,3.6975,-1.8158,-4.7246,0.0,0.000060,0.05
24415,54.08,3.9782,0.0539,0.0317,0.0,0.000060,0.05
24416,44.54,4.0865,0.7744,1.8327,0.0,0.000060,0.05
24417,40.9,4.2075,1.5774,4.1234,0.0,0.000060,0.05
24418,47.48,3.7132,-1.7143,-4.9285,0.0,0.000059,0.05
24419,41.8,3.8474,-0.8202,-2.2777,0.0,0.000059,0.05
24420,40.39,3.99,0.1299,0.2187,0.0,0.000059,0.05
24421,48.76,3.9967,0.1745,0.3753,0.0,0.000059,0.05
24422,43.71,4.0381,0.4504,1.0085,0.0,0.000059,0.05
24423,51.09,4.2204,1.66,5.7682,0.0,0.000059,0.05
24424,48.75,4.1001,0.8596,2.4374,0.0,0.000059,0.05
24425,53.71,4.0564,0.5692,2.3385,0.0,0.000059,0.05
24426,41.8,3.9567,-0.0935,-0.379,0.0,0.000059,0.05
24427,49.82,3.9681,-0.0202,-0.2259,0.0,0.000059,0.05
24428,29.33,4.0725,0.6751,4.2521,0.0,0.000059,0.05
24429,49.55,3.9662,-0.0339,-0.2667,0.0,0.000059,0.05
24430,44.82,3.9495,-0.1454,-0.504,0.0,0.000059,0.05
24431,41.95,3.9613,-0.0657,-0.3073,0.0,0.000059,0.05
24432,54.89,3.9851,0.0933,0.2299,0.0,0.000059,0.05
24433,44.88,4.0598,0.5914,1.3732,0.0,0.000059,0.05
24434,44.36,3.9317,-0.2631,-0.8009,0.0,0.000059,0.05
24435,36.77,3.9456,-0.171,-0.7798,0.0,0.000059,0.05
24436,42.46,3.9868,0.1024,0.1266,0.0,0.000059,0.05
24437,47.36,3.623,-2.3195,-6.5819,0.0,0.000059,0.05
24438,49.2,4.0181,0.3152,0.8193,0.0,0.000059,0.05
24439,42.9,4.3029,2.2098,5.4928,0.0,0.000059,0.05
24440,43.41,4.0356,0.4301,0.9546,0.0,0.000059,0.05
24441,39.91,3.9032,-0.4528,-1.4333,0.0,0.000059,0.05
24442,45.58,4.0331,0.4127,0.9308,0.0,0.000059,0.05
24443,45.71,4.0964,0.8334,2.0266,0.0,0.000059,0.05
24444,46.74,4.1841,1.415,3.6705,0.0,0.000059,0.05
24445,41.04,4.0985,0.8432,2.1221,0.0,0.000059,0.05
24446,34.47,4.1349,1.0845,4.4407,0.0,0.000059,0.05
24447,37.05,4.2066,1.5585,5.205,0.0,0.000059,0.05
24448,46.44,4.0324,0.3993,0.9178,0.0,0.000059,0.05
24449,49.59,3.8371,-0.8988,-3.0335,0.0,0.000059,0.05
24450,55.23,3.8897,-0.5478,-3.0573,0.0,0.000059,0.05
24451,37.16,3.879,-0.6183,-2.2991,0.0,0.000059,0.05
24452,56.62,3.9507,-0.1402,-1.0989,0.0,0.000059,0.05
24453,52.69,3.7652,-1.3739,-5.8338,0.0,0.000059,0.05
24454,50.2,3.7469,-1.4927,-5.1548,0.0,0.000059,0.05
