Episode,Effort,Raw_Reward,Normalized_Reward,Loss,Baseline,LR,Std_Dev
7589,53.57,3.651,-1.4606,-5.3193,0.0,0.000015,0.05
7590,41.99,3.8574,-0.1235,-0.4413,0.0,0.000015,0.05
7591,49.28,3.6702,-1.3363,-3.6905,0.0,0.000015,0.05
7592,42.83,3.7053,-1.108,-3.1504,0.0,0.000014,0.05
7593,43.5,3.8271,-0.3177,-0.93,0.0,0.000014,0.05
7594,49.21,3.8556,-0.1328,-0.4327,0.0,0.000014,0.05
7595,48.55,3.6956,-1.1682,-3.1422,0.0,0.000014,0.05
7596,45.15,3.8974,0.1396,0.2868,0.0,0.000014,0.05
7597,48.32,3.6078,-1.7364,-4.5978,0.0,0.000014,0.05
7598,51.29,3.7093,-1.0767,-3.3261,0.0,0.000014,0.05
7599,44.99,3.8801,0.0304,0.012,0.0,0.000014,0.05
7600,47.74,4.0136,0.8942,2.2319,0.0,0.000014,0.05
7601,39.23,4.0047,0.8365,2.8807,0.0,0.000014,0.05
7602,47.26,4.0183,0.923,2.2872,0.0,0.000014,0.05
7603,43.48,3.9735,0.6331,1.6393,0.0,0.000014,0.05
7604,43.28,3.723,-0.988,-2.7455,0.0,0.000014,0.05
7605,43.6,3.8773,0.0109,-0.0337,0.0,0.000014,0.05
7606,41.48,3.7587,-0.7553,-2.3302,0.0,0.000014,0.05
7607,47.19,3.9538,0.5068,1.2286,0.0,0.000014,0.05
7608,54.49,3.6523,-1.443,-5.6482,0.0,0.000014,0.05
7609,46.82,3.8811,0.037,0.0346,0.0,0.000014,0.05
7610,42.73,3.835,-0.2613,-0.7895,0.0,0.000014,0.05
7611,49.29,3.765,-0.7131,-1.9877,0.0,0.000014,0.05
7612,57.1,3.7868,-0.5723,-2.8583,0.0,0.000014,0.05
7613,49.79,3.8289,-0.2986,-0.8852,0.0,0.000014,0.05
7614,46.17,3.8008,-0.48,-1.2693,0.0,0.000014,0.05
7615,47.9,3.656,-1.4147,-3.7019,0.0,0.000014,0.05
7616,47.09,3.9226,0.3114,0.7378,0.0,0.000014,0.05
7617,44.34,4.0453,1.1039,2.8254,0.0,0.000014,0.05
7618,45.91,4.1239,1.6091,4.0223,0.0,0.000014,0.05
7619,45.83,3.7846,-0.5824,-1.5271,0.0,0.000014,0.05
7620,41.05,4.0701,1.2593,3.8286,0.0,0.000014,0.05
7621,49.48,3.9762,0.6521,1.7254,0.0,0.000014,0.05
7622,38.47,4.1402,1.7135,6.3835,0.0,0.000014,0.05
7623,51.51,3.8504,-0.1621,-0.5542,0.0,0.000014,0.05
7624,50.1,3.8295,-0.2967,-0.8904,0.0,0.000014,0.05
7625,47.2,4.1708,1.9101,4.8057,0.0,0.000014,0.05
7626,48.82,4.1065,1.4907,3.8997,0.0,0.000014,0.05
7627,43.82,3.5837,-1.8821,-5.0507,0.0,0.000014,0.05
7628,38.73,4.1493,1.766,6.437,0.0,0.000014,0.05
7629,39.05,4.0528,1.1419,4.0277,0.0,0.000014,0.05
7630,49.98,3.9062,0.197,0.49,0.0,0.000014,0.05
7631,38.16,4.1755,1.9282,7.3705,0.0,0.000014,0.05
7632,39.21,3.9378,0.3979,1.336,0.0,0.000014,0.05
7633,38.76,4.149,1.7521,6.3562,0.0,0.000014,0.05
7634,36.65,3.8994,0.1468,0.5576,0.0,0.000014,0.05
7635,49.01,3.9542,0.4979,1.2637,0.0,0.000014,0.05
7636,44.89,4.1431,1.7126,4.3332,0.0,0.000014,0.05
7637,50.05,3.7847,-0.5919,-1.7336,0.0,0.000014,0.05
7638,46.05,4.2617,2.4762,6.1945,0.0,0.000014,0.05
7639,46.46,3.9139,0.2383,0.5304,0.0,0.000014,0.05
7640,41.81,4.3731,3.1739,9.2363,0.0,0.000014,0.05
7641,43.36,3.9024,0.1595,0.3517,0.0,0.000014,0.05
7642,44.37,3.8598,-0.114,-0.3771,0.0,0.000014,0.05
7643,51.72,3.9274,0.3177,0.8962,0.0,0.000014,0.05
7644,50.85,3.9444,0.4286,1.1686,0.0,0.000014,0.05
7645,55.63,3.6208,-1.6472,-7.1407,0.0,0.000014,0.05
7646,48.37,3.7427,-0.8638,-2.3436,0.0,0.000014,0.05
7647,44.36,3.7606,-0.7502,-2.0425,0.0,0.000014,0.05
7648,50.0,3.9216,0.2816,0.6955,0.0,0.000014,0.05
7649,50.2,4.1457,1.716,4.7598,0.0,0.000014,0.05
7650,50.41,4.1281,1.5992,4.4829,0.0,0.000014,0.05
7651,49.77,3.6638,-1.3709,-3.8874,0.0,0.000014,0.05
7652,44.08,3.7869,-0.5829,-1.625,0.0,0.000014,0.05
7653,44.76,3.8005,-0.4942,-1.3658,0.0,0.000014,0.05
7654,40.6,3.6099,-1.7116,-5.5544,0.0,0.000014,0.05
7655,46.8,3.5665,-1.9843,-5.1176,0.0,0.000014,0.05
7656,36.94,4.1401,1.6743,7.047,0.0,0.000014,0.05
7657,52.79,3.8274,-0.3205,-1.1887,0.0,0.000014,0.05
7658,53.88,3.8529,-0.1565,-0.6915,0.0,0.000014,0.05
7659,44.0,3.8199,-0.3668,-1.0594,0.0,0.000014,0.05
7660,42.92,4.0243,0.9371,2.491,0.0,0.000014,0.05
7661,44.33,3.7633,-0.7278,-1.9895,0.0,0.000014,0.05
7662,57.34,3.8766,-0.0047,-0.1693,0.0,0.000014,0.05
7663,42.42,3.9757,0.6291,1.6859,0.0,0.000014,0.05
7664,53.9,3.551,-2.0772,-7.7507,0.0,0.000014,0.05
7665,50.46,4.0444,1.0666,2.9657,0.0,0.000014,0.05
7666,40.12,3.9217,0.2855,0.8355,0.0,0.000014,0.05
7667,39.04,3.722,-0.9881,-3.6575,0.0,0.000014,0.05
7668,39.05,3.7981,-0.5012,-1.9093,0.0,0.000014,0.05
7669,42.87,3.8451,-0.201,-0.6485,0.0,0.000014,0.05
7670,45.5,4.1847,1.9601,4.8957,0.0,0.000014,0.05
7671,46.1,3.9649,0.5584,1.3259,0.0,0.000014,0.05
7672,48.47,3.8183,-0.376,-1.0742,0.0,0.000014,0.05
7673,52.34,3.7609,-0.7413,-2.5145,0.0,0.000014,0.05
7674,46.86,3.8557,-0.1358,-0.4309,0.0,0.000014,0.05
7675,45.58,3.7919,-0.5429,-1.4653,0.0,0.000014,0.05
7676,55.86,3.9416,0.4116,1.6626,0.0,0.000014,0.05
7677,51.72,3.7095,-1.0683,-3.4238,0.0,0.000014,0.05
7678,47.12,4.0281,0.9622,2.359,0.0,0.000014,0.05
7679,39.98,4.0215,0.9181,2.9574,0.0,0.000014,0.05
7680,39.43,4.0954,1.3873,4.7195,0.0,0.000014,0.05
7681,49.85,4.0575,1.1488,3.099,0.0,0.000014,0.05
7682,46.36,3.704,-1.109,-2.8906,0.0,0.000014,0.05
7683,42.01,3.787,-0.5785,-1.7735,0.0,0.000014,0.05
7684,47.29,3.6883,-1.2057,-3.1586,0.0,0.000014,0.05
7685,46.59,4.2096,2.1145,5.2624,0.0,0.000014,0.05
7686,37.05,3.9636,0.5479,2.2015,0.0,0.000014,0.05
7687,48.91,3.9737,0.6106,1.5349,0.0,0.000013,0.05
7688,47.4,4.1056,1.4508,3.6131,0.0,0.000013,0.05
7689,46.69,3.9091,0.1986,0.4134,0.0,0.000013,0.05
7690,49.4,4.0813,1.2946,3.4234,0.0,0.000013,0.05
7691,54.71,3.8246,-0.3423,-1.4724,0.0,0.000013,0.05
7692,53.69,3.8982,0.1264,0.3386,0.0,0.000013,0.05
7693,43.09,4.0086,0.8324,2.1805,0.0,0.000013,0.05
7694,42.26,3.9712,0.5933,1.5939,0.0,0.000013,0.05
7695,41.62,4.0379,1.0184,2.9192,0.0,0.000013,0.05
7696,39.48,3.8212,-0.3696,-1.4007,0.0,0.000013,0.05
7697,43.13,3.7064,-1.1024,-3.114,0.0,0.000013,0.05
7698,45.91,3.7645,-0.7294,-1.9439,0.0,0.000013,0.05
7699,42.02,4.103,1.434,4.0492,0.0,0.000013,0.05
7700,45.03,4.027,0.9486,2.331,0.0,0.000013,0.05
7701,40.64,4.1157,1.5126,4.6844,0.0,0.000013,0.05
7702,47.09,3.9163,0.2389,0.5063,0.0,0.000013,0.05
7703,41.5,3.8344,-0.284,-0.9643,0.0,0.000013,0.05
7704,49.89,4.1262,1.5776,4.2804,0.0,0.000013,0.05
7705,43.88,4.2345,2.2612,5.8795,0.0,0.000013,0.05
7706,42.62,3.7193,-1.0203,-2.9724,0.0,0.000013,0.05
7707,54.13,3.8001,-0.5058,-2.0374,0.0,0.000013,0.05
7708,50.08,3.7934,-0.5475,-1.6548,0.0,0.000013,0.05
7709,46.81,3.7325,-0.9333,-2.4721,0.0,0.000013,0.05
7710,53.97,3.8598,-0.1231,-0.5991,0.0,0.000013,0.05
7711,55.64,3.7275,-0.9688,-4.2922,0.0,0.000013,0.05
7712,47.96,3.9214,0.2698,0.5866,0.0,0.000013,0.05
7713,45.83,3.8804,0.0075,-0.0896,0.0,0.000013,0.05
7714,42.93,3.8166,-0.3991,-1.2166,0.0,0.000013,0.05
7715,42.95,3.9129,0.218,0.4853,0.0,0.000013,0.05
7716,53.36,4.1179,1.5261,5.2318,0.0,0.000013,0.05
7717,39.78,3.9179,0.2466,0.6992,0.0,0.000013,0.05
7718,47.92,3.8233,-0.3576,-1.0334,0.0,0.000013,0.05
7719,57.66,3.8267,-0.3366,-1.9071,0.0,0.000013,0.05
7720,51.19,3.9335,0.3455,0.9129,0.0,0.000013,0.05
7721,46.8,4.041,1.0322,2.5046,0.0,0.000013,0.05
7722,40.14,4.0515,1.0969,3.4766,0.0,0.000013,0.05
7723,56.83,3.8805,0.001,-0.1766,0.0,0.000013,0.05
7724,47.98,4.1059,1.4424,3.6128,0.0,0.000013,0.05
7725,47.06,3.9504,0.448,1.0248,0.0,0.000013,0.05
7726,55.61,3.6339,-1.5766,-6.876,0.0,0.000013,0.05
7727,43.06,3.8456,-0.2213,-0.7273,0.0,0.000013,0.05
7728,42.22,3.9764,0.6148,1.6363,0.0,0.000013,0.05
7729,32.34,3.954,0.471,2.7875,0.0,0.000013,0.05
7730,48.62,4.1223,1.5472,3.957,0.0,0.000013,0.05
7731,45.33,4.1058,1.4391,3.5505,0.0,0.000013,0.05
7732,47.32,4.0192,0.8846,2.1367,0.0,0.000013,0.05
7733,50.81,3.7478,-0.8477,-2.6168,0.0,0.000013,0.05
7734,39.2,3.9981,0.7492,2.5001,0.0,0.000013,0.05
7735,44.64,3.9392,0.3725,0.8409,0.0,0.000013,0.05
7736,42.18,3.7727,-0.6906,-2.1159,0.0,0.000013,0.05
7737,47.13,4.0575,1.1307,2.7515,0.0,0.000013,0.05
7738,40.62,4.0013,0.7702,2.3016,0.0,0.000013,0.05
7739,41.38,3.9243,0.278,0.6969,0.0,0.000013,0.05
7740,44.48,3.7938,-0.5551,-1.5679,0.0,0.000013,0.05
7741,43.98,3.9105,0.1934,0.3811,0.0,0.000013,0.05
7742,52.59,3.5384,-2.189,-7.411,0.0,0.000013,0.05
7743,41.13,4.3336,2.8883,8.7135,0.0,0.000013,0.05
7744,44.19,4.0986,1.387,3.5029,0.0,0.000013,0.05
7745,42.23,3.9011,0.1274,0.2243,0.0,0.000013,0.05
7746,51.43,3.7289,-0.9717,-3.1133,0.0,0.000013,0.05
7747,45.81,3.8077,-0.4715,-1.3239,0.0,0.000013,0.05
7748,51.87,3.747,-0.8601,-2.8587,0.0,0.000013,0.05
7749,38.68,4.1969,2.0116,7.257,0.0,0.000013,0.05
7750,46.31,3.6751,-1.3163,-3.4583,0.0,0.000013,0.05
7751,40.72,3.7488,-0.8446,-2.8207,0.0,0.000013,0.05
7752,52.82,3.5837,-1.8929,-6.5518,0.0,0.000013,0.05
7753,36.22,4.168,1.8271,8.1335,0.0,0.000013,0.05
7754,48.67,3.9466,0.4157,0.9628,0.0,0.000013,0.05
7755,50.89,3.7687,-0.7171,-2.259,0.0,0.000013,0.05
7756,43.03,3.7603,-0.7691,-2.2488,0.0,0.000013,0.05
7757,50.07,3.63,-1.5972,-4.629,0.0,0.000013,0.05
7758,45.48,3.9712,0.5755,1.3338,0.0,0.000013,0.05
7759,46.78,3.7637,-0.7461,-2.0182,0.0,0.000013,0.05
7760,44.58,3.8368,-0.2809,-0.8574,0.0,0.000013,0.05
7761,50.39,4.0113,0.831,2.2376,0.0,0.000013,0.05
7762,45.8,3.7322,-0.9455,-2.5225,0.0,0.000013,0.05
7763,44.54,4.2265,2.1955,5.5607,0.0,0.000013,0.05
7764,40.67,3.9132,0.2036,0.4945,0.0,0.000013,0.05
7765,46.18,3.748,-0.8447,-2.2621,0.0,0.000013,0.05
7766,41.9,3.9112,0.1948,0.4277,0.0,0.000013,0.05
7767,51.46,3.9894,0.6923,1.9709,0.0,0.000013,0.05
7768,61.08,3.8611,-0.1252,-1.1535,0.0,0.000013,0.05
7769,41.41,3.9406,0.3808,1.0023,0.0,0.000013,0.05
7770,48.07,4.0466,1.0548,2.6036,0.0,0.000013,0.05
7771,46.07,3.7584,-0.7776,-2.0934,0.0,0.000013,0.05
7772,42.12,3.8156,-0.4129,-1.3295,0.0,0.000013,0.05
7773,41.79,4.2099,2.0928,6.0064,0.0,0.000013,0.05
7774,43.21,3.7932,-0.5557,-1.6469,0.0,0.000013,0.05
7775,47.05,3.715,-1.0508,-2.7957,0.0,0.000013,0.05
7776,53.74,3.9746,0.5978,2.0004,0.0,0.000013,0.05
7777,44.01,4.036,0.9883,2.4721,0.0,0.000013,0.05
7778,38.64,3.5768,-1.9263,-7.3116,0.0,0.000013,0.05
7779,49.19,3.9549,0.4724,1.1384,0.0,0.000013,0.05
7780,42.89,3.7483,-0.8443,-2.4691,0.0,0.000013,0.05
7781,41.37,3.928,0.2992,0.757,0.0,0.000013,0.05
7782,45.65,3.5777,-1.9292,-5.0225,0.0,0.000013,0.05
7783,46.73,3.9522,0.4581,1.0332,0.0,0.000013,0.05
7784,42.26,4.1785,1.8983,5.2862,0.0,0.000013,0.05
7785,50.81,3.8075,-0.4666,-1.5091,0.0,0.000012,0.05
7786,50.38,3.7178,-1.0367,-3.1022,0.0,0.000012,0.05
7787,42.69,3.6853,-1.2476,-3.6176,0.0,0.000012,0.05
7788,51.62,3.9147,0.2177,0.527,0.0,0.000012,0.05
7789,49.62,3.9108,0.1925,0.3962,0.0,0.000012,0.05
7790,44.4,4.0145,0.8532,2.0937,0.0,0.000012,0.05
7791,49.2,4.0867,1.3116,3.4047,0.0,0.000012,0.05
7792,46.95,3.9534,0.4625,1.0489,0.0,0.000012,0.05
7793,35.06,3.6963,-1.1792,-6.1855,0.0,0.000012,0.05
7794,42.94,3.9891,0.6893,1.7679,0.0,0.000012,0.05
7795,48.88,3.8867,0.0348,-0.0363,0.0,0.000012,0.05
7796,44.06,3.6236,-1.6411,-4.4444,0.0,0.000012,0.05
7797,49.09,3.6928,-1.1975,-3.3413,0.0,0.000012,0.05
7798,40.46,4.2518,2.3568,7.4258,0.0,0.000012,0.05
7799,46.78,3.9514,0.4456,1.0051,0.0,0.000012,0.05
7800,46.4,4.2219,2.1599,5.3381,0.0,0.000012,0.05
7801,37.49,3.832,-0.3162,-1.4734,0.0,0.000012,0.05
7802,44.31,3.7879,-0.5948,-1.6794,0.0,0.000012,0.05
7803,50.4,3.7249,-0.9996,-2.9984,0.0,0.000012,0.05
7804,53.75,3.9675,0.5459,1.8166,0.0,0.000012,0.05
7805,43.19,4.0031,0.7738,1.9759,0.0,0.000012,0.05
7806,39.23,3.9081,0.1662,0.4242,0.0,0.000012,0.05
7807,46.9,3.6996,-1.163,-3.0741,0.0,0.000012,0.05
7808,51.24,3.6314,-1.5952,-4.949,0.0,0.000012,0.05
7809,39.39,3.671,-1.3417,-4.8419,0.0,0.000012,0.05
7810,34.51,4.0192,0.8769,4.4343,0.0,0.000012,0.05
7811,47.02,4.1592,1.7641,4.3536,0.0,0.000012,0.05
7812,49.12,4.0552,1.1002,2.8247,0.0,0.000012,0.05
7813,54.88,3.5503,-2.1054,-8.5871,0.0,0.000012,0.05
7814,57.41,3.8408,-0.2612,-1.5172,0.0,0.000012,0.05
7815,46.59,3.7267,-0.9857,-2.6171,0.0,0.000012,0.05
7816,41.33,3.971,0.5641,1.5658,0.0,0.000012,0.05
7817,45.02,4.1636,1.7893,4.4601,0.0,0.000012,0.05
7818,49.39,3.7777,-0.6663,-1.9397,0.0,0.000012,0.05
7819,43.54,4.2108,2.0848,5.4646,0.0,0.000012,0.05
7820,42.4,3.8668,-0.0985,-0.4134,0.0,0.000012,0.05
7821,47.15,3.7643,-0.7491,-2.0283,0.0,0.000012,0.05
7822,35.56,3.6493,-1.4779,-7.3677,0.0,0.000012,0.05
7823,41.49,3.7032,-1.1341,-3.5353,0.0,0.000012,0.05
7824,51.55,3.6116,-1.7126,-5.4112,0.0,0.000012,0.05
7825,43.3,4.1286,1.5643,4.1109,0.0,0.000012,0.05
7826,52.18,4.02,0.8749,2.6672,0.0,0.000012,0.05
7827,45.14,3.8604,-0.1352,-0.4678,0.0,0.000012,0.05
7828,31.58,3.8015,-0.5087,-3.7726,0.0,0.000012,0.05
7829,36.17,3.7156,-1.0508,-5.0164,0.0,0.000012,0.05
7830,48.49,3.9063,0.1567,0.2876,0.0,0.000012,0.05
7831,54.76,3.7414,-0.8869,-3.678,0.0,0.000012,0.05
7832,46.58,3.9918,0.698,1.6468,0.0,0.000012,0.05
7833,35.25,3.7675,-0.7228,-3.8028,0.0,0.000012,0.05
7834,54.9,3.9866,0.6645,2.4896,0.0,0.000012,0.05
7835,37.9,3.924,0.2678,0.8899,0.0,0.000012,0.05
7836,39.71,3.9384,0.3589,1.0731,0.0,0.000012,0.05
7837,39.93,4.0061,0.7864,2.4851,0.0,0.000012,0.05
7838,44.44,4.0348,0.9668,2.393,0.0,0.000012,0.05
7839,43.04,4.134,1.5909,4.238,0.0,0.000012,0.05
7840,42.07,3.7374,-0.917,-2.7795,0.0,0.000012,0.05
7841,48.11,3.832,-0.318,-0.9452,0.0,0.000012,0.05
7842,47.62,3.7937,-0.5586,-1.5511,0.0,0.000012,0.05
7843,52.78,3.6767,-1.2972,-4.5102,0.0,0.000012,0.05
7844,56.26,3.656,-1.4267,-6.6185,0.0,0.000012,0.05
7845,51.51,3.9072,0.1635,0.3652,0.0,0.000012,0.05
7846,41.19,3.8229,-0.3687,-1.2616,0.0,0.000012,0.05
7847,50.56,3.832,-0.3102,-1.0252,0.0,0.000012,0.05
7848,49.43,4.1106,1.4548,3.8378,0.0,0.000012,0.05
7849,48.63,4.0887,1.3137,3.3431,0.0,0.000012,0.05
7850,45.38,3.8684,-0.0837,-0.3297,0.0,0.000012,0.05
7851,43.25,3.8912,0.0595,0.0393,0.0,0.000012,0.05
7852,52.91,3.9605,0.5012,1.5578,0.0,0.000012,0.05
7853,42.55,3.7339,-0.9395,-2.7683,0.0,0.000012,0.05
7854,44.63,3.9744,0.5889,1.4041,0.0,0.000012,0.05
7855,44.5,4.0007,0.7547,1.8391,0.0,0.000012,0.05
7856,38.67,3.8268,-0.3501,-1.4504,0.0,0.000012,0.05
7857,38.44,3.8215,-0.3853,-1.611,0.0,0.000012,0.05
7858,44.35,3.8065,-0.4827,-1.3774,0.0,0.000012,0.05
7859,53.9,3.6277,-1.6194,-6.1122,0.0,0.000012,0.05
7860,46.58,3.7694,-0.7153,-1.9257,0.0,0.000012,0.05
7861,48.9,4.1368,1.6246,4.2054,0.0,0.000012,0.05
7862,40.91,4.2117,2.0952,6.3882,0.0,0.000012,0.05
7863,46.64,3.8284,-0.3421,-0.9815,0.0,0.000012,0.05
7864,46.86,4.006,0.7868,1.8779,0.0,0.000012,0.05
7865,51.28,3.8841,0.0107,-0.1007,0.0,0.000012,0.05
7866,47.78,3.8961,0.0861,0.1033,0.0,0.000012,0.05
7867,53.84,3.6998,-1.1656,-4.4227,0.0,0.000012,0.05
7868,43.65,3.9846,0.6506,1.6153,0.0,0.000012,0.05
7869,41.78,3.729,-0.9774,-3.0051,0.0,0.000012,0.05
7870,49.22,3.9591,0.4882,1.1942,0.0,0.000012,0.05
7871,61.12,3.7569,-0.8009,-5.8035,0.0,0.000012,0.05
7872,40.5,3.8168,-0.4185,-1.4811,0.0,0.000012,0.05
7873,45.58,4.0132,0.8326,1.9975,0.0,0.000012,0.05
7874,45.44,3.9943,0.7109,1.6913,0.0,0.000012,0.05
7875,49.02,3.9854,0.6526,1.6241,0.0,0.000012,0.05
7876,38.55,3.9339,0.3237,1.0512,0.0,0.000012,0.05
7877,47.95,3.6151,-1.7065,-4.5249,0.0,0.000012,0.05
7878,47.76,3.8186,-0.4098,-1.1715,0.0,0.000012,0.05
7879,44.01,3.8743,-0.0537,-0.2616,0.0,0.000012,0.05
7880,45.28,3.8149,-0.4312,-1.2165,0.0,0.000012,0.05
7881,53.63,3.8566,-0.1642,-0.7428,0.0,0.000012,0.05
7882,46.17,4.0988,1.3796,3.3731,0.0,0.000012,0.05
7883,45.82,4.0355,0.9742,2.3521,0.0,0.000012,0.05
7884,47.07,4.034,0.9644,2.333,0.0,0.000012,0.05
7885,47.06,3.797,-0.5461,-1.5034,0.0,0.000012,0.05
7886,52.91,3.6359,-1.5722,-5.4876,0.0,0.000012,0.05
7887,50.33,4.0596,1.1257,3.0817,0.0,0.000012,0.05
7888,42.6,3.9329,0.3172,0.7635,0.0,0.000011,0.05
7889,46.83,3.8729,-0.066,-0.2841,0.0,0.000011,0.05
7890,42.52,4.2385,2.2649,6.2516,0.0,0.000011,0.05
7891,46.18,4.104,1.4036,3.4318,0.0,0.000011,0.05
7892,48.32,3.9795,0.6069,1.4622,0.0,0.000011,0.05
7893,39.31,4.192,1.9604,6.7272,0.0,0.000011,0.05
7894,33.47,3.8937,0.0567,0.0914,0.0,0.000011,0.05
7895,50.19,3.9506,0.4193,1.0531,0.0,0.000011,0.05
7896,47.09,3.7729,-0.7139,-1.9373,0.0,0.000011,0.05
7897,43.76,3.8,-0.5397,-1.564,0.0,0.000011,0.05
7898,52.36,3.9217,0.2373,0.6209,0.0,0.000011,0.05
7899,46.57,3.6612,-1.4226,-3.7246,0.0,0.000011,0.05
7900,52.86,3.8059,-0.5022,-1.8587,0.0,0.000011,0.05
7901,46.36,3.7115,-1.1057,-2.9216,0.0,0.000011,0.05
7902,45.5,4.0204,0.8727,2.0918,0.0,0.000011,0.05
7903,43.1,3.9535,0.4428,1.0772,0.0,0.000011,0.05
7904,38.16,3.9584,0.4734,1.651,0.0,0.000011,0.05
7905,50.33,3.8302,-0.3491,-1.1339,0.0,0.000011,0.05
7906,49.11,4.0118,0.8145,2.0542,0.0,0.000011,0.05
7907,45.12,4.1494,1.6939,4.2034,0.0,0.000011,0.05
7908,42.87,3.7547,-0.8329,-2.4399,0.0,0.000011,0.05
7909,59.43,3.6078,-1.7691,-10.8237,0.0,0.000011,0.05
7910,42.97,3.836,-0.3096,-0.9879,0.0,0.000011,0.05
7911,44.03,3.9236,0.2519,0.532,0.0,0.000011,0.05
7912,41.8,3.6206,-1.6865,-5.095,0.0,0.000011,0.05
7913,41.77,3.7483,-0.8693,-2.6994,0.0,0.000011,0.05
7914,44.77,3.7801,-0.6654,-1.8418,0.0,0.000011,0.05
7915,40.44,3.8272,-0.3629,-1.319,0.0,0.000011,0.05
7916,47.52,3.9802,0.6144,1.4458,0.0,0.000011,0.05
7917,49.69,3.9866,0.6552,1.6743,0.0,0.000011,0.05
7918,42.66,4.0362,0.9769,2.5976,0.0,0.000011,0.05
7919,55.34,3.8924,0.0518,0.0327,0.0,0.000011,0.05
7920,45.1,3.6707,-1.3716,-3.632,0.0,0.000011,0.05
7921,52.95,3.881,-0.0186,-0.2182,0.0,0.000011,0.05
7922,51.81,3.8132,-0.4556,-1.5713,0.0,0.000011,0.05
7923,51.32,3.7043,-1.1557,-3.6419,0.0,0.000011,0.05
7924,44.32,3.9073,0.1492,0.2655,0.0,0.000011,0.05
7925,43.98,3.8384,-0.2924,-0.8954,0.0,0.000011,0.05
7926,49.86,3.828,-0.3618,-1.1343,0.0,0.000011,0.05
7927,41.73,3.9871,0.6649,1.8266,0.0,0.000011,0.05
7928,46.54,4.1463,1.6883,4.1521,0.0,0.000011,0.05
7929,44.21,3.9085,0.1574,0.2905,0.0,0.000011,0.05
7930,45.91,3.8539,-0.1961,-0.6149,0.0,0.000011,0.05
7931,43.81,4.0716,1.2082,3.084,0.0,0.000011,0.05
7932,45.58,4.0425,1.018,2.4658,0.0,0.000011,0.05
7933,49.3,3.9608,0.4894,1.1994,0.0,0.000011,0.05
7934,44.54,4.0985,1.3768,3.4463,0.0,0.000011,0.05
7935,38.63,3.9278,0.2734,0.8516,0.0,0.000011,0.05
7936,52.07,3.8494,-0.2311,-0.8825,0.0,0.000011,0.05
7937,46.52,4.2876,2.5992,6.4519,0.0,0.000011,0.05
7938,58.42,3.8755,-0.0622,-0.5709,0.0,0.000011,0.05
7939,41.66,3.9907,0.6817,1.8779,0.0,0.000011,0.05
7940,51.68,4.1179,1.501,4.5137,0.0,0.000011,0.05
7941,43.45,3.9403,0.3554,0.8235,0.0,0.000011,0.05
7942,55.38,3.5377,-2.2357,-9.5221,0.0,0.000011,0.05
7943,44.04,4.1505,1.7051,4.3539,0.0,0.000011,0.05
7944,46.3,3.9065,0.1359,0.2138,0.0,0.000011,0.05
7945,49.3,3.7358,-0.9603,-2.7372,0.0,0.000011,0.05
7946,52.32,3.8028,-0.5284,-1.8774,0.0,0.000011,0.05
7947,60.55,3.9061,0.1357,0.599,0.0,0.000011,0.05
7948,52.01,3.7468,-0.8872,-2.9767,0.0,0.000011,0.05
7949,48.24,3.9586,0.4735,1.0973,0.0,0.000011,0.05
7950,49.94,3.8717,-0.0857,-0.3821,0.0,0.000011,0.05
7951,49.09,3.8056,-0.5102,-1.5074,0.0,0.000011,0.05
7952,45.31,3.8924,0.0482,-0.0105,0.0,0.000011,0.05
7953,55.27,3.4584,-2.7289,-11.4809,0.0,0.000011,0.05
7954,42.26,4.1076,1.4281,3.9349,0.0,0.000011,0.05
7955,53.01,3.7472,-0.878,-3.1764,0.0,0.000011,0.05
7956,50.46,4.0311,0.939,2.5533,0.0,0.000011,0.05
7957,41.38,3.9716,0.5579,1.5315,0.0,0.000011,0.05
7958,56.06,3.8962,0.0753,0.1271,0.0,0.000011,0.05
7959,52.43,3.7367,-0.9457,-3.2606,0.0,0.000011,0.05
7960,36.65,3.9475,0.4045,1.5737,0.0,0.000011,0.05
7961,52.54,3.7733,-0.7097,-2.5067,0.0,0.000011,0.05
7962,55.66,4.1139,1.4678,6.081,0.0,0.000011,0.05
7963,44.41,3.8714,-0.0836,-0.3501,0.0,0.000011,0.05
7964,39.54,3.8157,-0.4398,-1.6812,0.0,0.000011,0.05
7965,45.24,3.7264,-1.0116,-2.7119,0.0,0.000011,0.05
7966,37.57,3.8567,-0.1761,-0.9035,0.0,0.000011,0.05
7967,44.88,3.6957,-1.2073,-3.2324,0.0,0.000011,0.05
7968,46.5,4.0014,0.7513,1.7717,0.0,0.000011,0.05
7969,40.65,3.8633,-0.1364,-0.5849,0.0,0.000011,0.05
7970,45.64,3.655,-1.4711,-3.8606,0.0,0.000011,0.05
7971,47.91,3.5764,-1.9729,-5.2175,0.0,0.000011,0.05
7972,48.12,3.9477,0.4063,0.9257,0.0,0.000011,0.05
7973,41.07,3.7667,-0.7527,-2.462,0.0,0.000011,0.05
7974,43.24,3.858,-0.1669,-0.584,0.0,0.000011,0.05
7975,41.92,3.6994,-1.1826,-3.5818,0.0,0.000011,0.05
7976,37.26,4.0265,0.9136,3.6271,0.0,0.000011,0.05
7977,47.46,3.7925,-0.5848,-1.6154,0.0,0.000011,0.05
7978,43.24,4.0308,0.9421,2.4334,0.0,0.000011,0.05
7979,46.44,3.5697,-2.0073,-5.1948,0.0,0.000011,0.05
