update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr
69,565248,2.8415775299072266,2.4214303493499756,2.8415775299072266,76.32856965065002,75.90842247009277,0.0019999999999999983,0.25,0.0003
70,573440,2.461627721786499,2.10241436958313,2.461627721786499,76.64758563041687,76.2883722782135,0.0019999999999999983,0.25,0.0003
71,581632,2.0076370239257812,1.690993309020996,2.0076370239257812,77.059006690979,76.74236297607422,0.0019999999999999983,0.25,0.0003
72,589824,1.577821969985962,1.325688362121582,1.577821969985962,77.42431163787842,77.17217803001404,0.0019999999999999983,0.25,0.0003
73,598016,1.9157207012176514,1.564410924911499,1.9157207012176514,77.1855890750885,76.83427929878235,0.0019999999999999983,0.25,0.0003
74,606208,2.060917615890503,1.6605055332183838,2.060917615890503,77.08949446678162,76.6890823841095,0.0019999999999999983,0.25,0.0003
75,614400,2.253619432449341,1.669541597366333,2.253619432449341,77.08045840263367,76.49638056755066,0.0019999999999999983,0.25,0.0003
76,622592,2.7955687046051025,2.107647657394409,2.7955687046051025,76.64235234260559,75.9544312953949,0.0019999999999999983,0.25,0.0003
77,630784,2.3283398151397705,1.7893946170806885,2.3283398151397705,76.96060538291931,76.42166018486023,0.0019999999999999983,0.25,0.0003
78,638976,2.7505135536193848,2.082411050796509,2.7505135536193848,76.66758894920349,75.99948644638062,0.0019999999999999983,0.25,0.0003
79,647168,2.995166778564453,2.3913180828094482,2.995166778564453,76.35868191719055,75.75483322143555,0.0019999999999999983,0.25,0.0003
80,655360,3.4721171855926514,2.758864164352417,3.4721171855926514,75.99113583564758,75.27788281440735,0.0019999999999999983,0.25,0.0003
81,663552,2.9983675479888916,2.39884614944458,2.9983675479888916,76.35115385055542,75.75163245201111,0.0019999999999999983,0.25,0.0003
82,671744,2.6180601119995117,2.2486960887908936,2.6180601119995117,76.5013039112091,76.13193988800049,0.0019999999999999983,0.25,0.0003
83,679936,2.080068588256836,1.8175697326660156,2.080068588256836,76.93243026733398,76.66993141174316,0.0019999999999999983,0.25,0.0003
84,688128,2.1748757362365723,1.8437004089355469,2.1748757362365723,76.90629959106445,76.57512426376343,0.0019999999999999983,0.25,0.0003
85,696320,2.133486270904541,1.6197538375854492,2.133486270904541,77.13024616241455,76.61651372909546,0.0019999999999999983,0.25,0.0003
86,704512,2.197239398956299,1.5352046489715576,2.197239398956299,77.21479535102844,76.5527606010437,0.0019999999999999983,0.25,0.0003
87,712704,2.6785707473754883,1.8348371982574463,2.6785707473754883,76.91516280174255,76.07142925262451,0.0019999999999999983,0.25,0.0003
88,720896,2.7323520183563232,1.5511786937713623,2.7323520183563232,77.19882130622864,76.01764798164368,0.0019999999999999983,0.25,0.0003
89,729088,3.099600076675415,1.454017162322998,3.099600076675415,77.295982837677,75.65039992332458,0.0019999999999999983,0.25,0.0003
90,737280,3.5964345932006836,1.8286681175231934,3.5964345932006836,76.9213318824768,75.15356540679932,0.0019999999999999983,0.25,0.0003
91,745472,3.8070356845855713,2.1581506729125977,3.8070356845855713,76.5918493270874,74.94296431541443,0.0019999999999999983,0.25,0.0003
92,753664,4.377344846725464,2.4609243869781494,4.377344846725464,76.28907561302185,74.37265515327454,0.0019999999999999983,0.25,0.0003
93,761856,4.774562120437622,2.8075551986694336,4.774562120437622,75.94244480133057,73.97543787956238,0.0019999999999999983,0.25,0.0003
94,770048,5.017671585083008,3.1288957595825195,5.017671585083008,75.62110424041748,73.73232841491699,0.0019999999999999983,0.25,0.0003
95,778240,5.485955476760864,3.4611737728118896,5.485955476760864,75.28882622718811,73.26404452323914,0.0019999999999999983,0.25,0.0003
96,786432,5.42003870010376,3.2319045066833496,5.42003870010376,75.51809549331665,73.32996129989624,0.0019999999999999983,0.25,0.0003
97,794624,5.776599645614624,3.526899814605713,5.776599645614624,75.22310018539429,72.97340035438538,0.0019999999999999983,0.25,0.0003
98,802816,6.642804145812988,3.868875503540039,6.642804145812988,74.88112449645996,72.10719585418701,0.0019999999999999983,0.25,0.0003
99,811008,7.518032789230347,4.257020950317383,7.518032789230347,74.49297904968262,71.23196721076965,0.0019999999999999983,0.25,0.0003
100,819200,7.896158695220947,4.5901453495025635,7.896158695220947,74.15985465049744,70.85384130477905,0.0019999999999999983,0.25,0.0003
101,827392,8.829984664916992,5.050811767578125,8.829984664916992,73.69918823242188,69.92001533508301,0.0019999999999999983,0.25,0.0003
102,835584,9.392569065093994,5.447206497192383,9.392569065093994,73.30279350280762,69.357430934906,0.0019999999999999983,0.25,0.0003
103,843776,10.239944458007812,5.851033926010132,10.239944458007812,72.89896607398987,68.51005554199219,0.0019999999999999983,0.25,0.0003
104,851968,11.882147789001465,6.237421035766602,11.882147789001465,72.5125789642334,66.86785221099854,0.0019999999999999983,0.25,0.0003
105,860160,15.155956745147705,6.640670299530029,15.155956745147705,72.10932970046997,63.594043254852295,0.0019999999999999983,0.25,0.0003
106,868352,20.356533527374268,7.108590602874756,20.356533527374268,71.64140939712524,58.39346647262573,0.0019999999999999983,0.25,0.0003
107,876544,28.84336769580841,7.624081373214722,28.84336769580841,71.12591862678528,49.90663230419159,0.0019999999999999983,0.25,0.0003
108,884736,42.71285593509674,8.157721757888794,42.71285593509674,70.5922782421112,36.03714406490326,0.0019999999999999983,0.25,0.0003
109,892928,60.17545372247696,8.819661140441895,60.17545372247696,69.9303388595581,18.57454627752304,0.0019999999999999983,0.25,0.0003
110,901120,67.99287036061287,9.929988384246826,67.99287036061287,68.82001161575317,10.75712963938713,0.0019999999999999983,0.25,0.0003
111,909312,70.98562777042389,11.670533418655396,70.98562777042389,67.0794665813446,7.764372229576111,0.0019999999999999983,0.25,0.0003
112,917504,72.58184909820557,13.30771803855896,72.58184909820557,65.44228196144104,6.168150901794434,0.0019999999999999983,0.25,0.0003
113,925696,73.5376539081335,14.979276657104492,73.5376539081335,63.77072334289551,5.212346091866493,0.0019999999999999983,0.25,0.0003
114,933888,74.19645585119724,16.724315881729126,74.19645585119724,62.025684118270874,4.553544148802757,0.0019999999999999983,0.25,0.0003
115,942080,74.66313526034355,18.470606803894043,74.66313526034355,60.27939319610596,4.086864739656448,0.0019999999999999983,0.25,0.0003
116,950272,75.03276228904724,20.246330499649048,75.03276228904724,58.50366950035095,3.717237710952759,0.0019999999999999983,0.25,0.0003
117,958464,75.3001394122839,22.056851387023926,75.3001394122839,56.693148612976074,3.4498605877161026,0.0019999999999999983,0.25,0.0003
118,966656,75.52641540765762,23.97298574447632,75.52641540765762,54.77701425552368,3.2235845923423767,0.0019999999999999983,0.25,0.0003
119,974848,75.71612600237131,25.856462717056274,75.71612600237131,52.893537282943726,3.033873997628689,0.0019999999999999983,0.25,0.0003
120,983040,75.86463321000338,27.711544036865234,75.86463321000338,51.038455963134766,2.885366789996624,0.0019999999999999983,0.25,0.0003
121,991232,75.97538348287344,29.52391266822815,75.97538348287344,49.22608733177185,2.77461651712656,0.0019999999999999983,0.25,0.0003
122,999424,76.0447621718049,31.324926614761353,76.0447621718049,47.42507338523865,2.705237828195095,0.0019999999999999983,0.25,0.0003
123,1007616,75.95060918480158,33.11350703239441,75.95060918480158,45.63649296760559,2.7993908151984215,0.0019999999999999983,0.25,0.0003
124,1015808,75.00583924353123,34.89291727542877,75.00583924353123,43.85708272457123,3.744160756468773,0.0019999999999999983,0.25,0.0003
125,1024000,73.5699238628149,36.683732867240906,73.5699238628149,42.066267132759094,5.180076137185097,0.0019999999999999983,0.25,0.0003
126,1032192,71.43897101283073,38.127944469451904,71.43897101283073,40.622055530548096,7.311028987169266,0.0019999999999999983,0.25,0.0003
127,1040384,68.39195549488068,39.19991910457611,68.39195549488068,39.55008089542389,10.358044505119324,0.0019999999999999983,0.25,0.0003
128,1048576,63.98312360048294,39.916197061538696,63.98312360048294,38.833802938461304,14.76687639951706,0.0019999999999999983,0.25,0.0003
129,1056768,58.24429601430893,40.40909767150879,58.24429601430893,38.34090232849121,20.50570398569107,0.0019999999999999983,0.25,0.0003
