update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr
1,8192,4.0791237354278564,4.0791237354278564,3.800555467605591,82.82912373542786,82.55055546760559,0.02,0.25,0.0003
2,16384,12.203238010406494,11.52055025100708,12.203238010406494,67.22944974899292,66.5467619895935,0.01964,0.25,0.0003
3,24576,23.022267818450928,21.95594072341919,23.022267818450928,56.79405927658081,55.72773218154907,0.019280000000000002,0.25,0.0003
4,32768,28.497824668884277,27.25527048110962,28.497824668884277,51.49472951889038,50.25217533111572,0.01892,0.25,0.0003
5,40960,28.97767186164856,28.356609344482422,28.97767186164856,50.39339065551758,49.77232813835144,0.01856,0.25,0.0003
6,49152,27.69576668739319,27.69576668739319,27.575860023498535,51.05423331260681,51.174139976501465,0.0182,0.25,0.0003
7,57344,26.24617576599121,26.24617576599121,25.80408215522766,52.50382423400879,52.94591784477234,0.01784,0.25,0.0003
8,65536,24.959287643432617,24.959287643432617,24.259588718414307,53.79071235656738,54.49041128158569,0.01748,0.25,0.0003
9,73728,23.34490180015564,23.34490180015564,22.527304887771606,55.40509819984436,56.222695112228394,0.01712,0.25,0.0003
10,81920,22.015557289123535,22.015557289123535,21.147409677505493,56.734442710876465,57.60259032249451,0.01676,0.25,0.0003
11,90112,20.518842935562134,20.518842935562134,19.53662395477295,58.231157064437866,59.21337604522705,0.016399999999999998,0.25,0.0003
12,98304,19.36000347137451,19.36000347137451,18.40551257133484,59.38999652862549,60.34448742866516,0.01604,0.25,0.0003
13,106496,18.276021480560303,18.276021480560303,17.332366704940796,60.4739785194397,61.417633295059204,0.01568,0.25,0.0003
14,114688,17.61324167251587,17.61324167251587,16.729650497436523,61.13675832748413,62.02034950256348,0.01532,0.25,0.0003
15,122880,16.634122133255005,16.634122133255005,15.78795075416565,62.115877866744995,62.96204924583435,0.01496,0.25,0.0003
16,131072,15.972623825073242,15.972623825073242,15.161160230636597,62.77737617492676,63.5888397693634,0.0146,0.25,0.0003
17,139264,14.854351282119751,14.854351282119751,14.016321897506714,63.89564871788025,64.73367810249329,0.01424,0.25,0.0003
18,147456,14.311507940292358,14.311507940292358,13.614228963851929,64.43849205970764,65.13577103614807,0.01388,0.25,0.0003
19,155648,13.405815362930298,13.405815362930298,12.630037069320679,65.3441846370697,66.11996293067932,0.01352,0.25,0.0003
20,163840,12.917391061782837,12.917391061782837,12.200889587402344,65.83260893821716,66.54911041259766,0.01316,0.25,0.0003
21,172032,12.941757440567017,12.941757440567017,12.316194772720337,65.80824255943298,66.43380522727966,0.012799999999999999,0.25,0.0003
22,180224,12.261275053024292,12.261275053024292,11.642441749572754,66.48872494697571,67.10755825042725,0.01244,0.25,0.0003
23,188416,12.190256118774414,12.190256118774414,11.662540435791016,66.55974388122559,67.08745956420898,0.012079999999999999,0.25,0.0003
24,196608,11.517635583877563,11.517635583877563,10.978308916091919,67.23236441612244,67.77169108390808,0.01172,0.25,0.0003
25,204800,11.27401351928711,11.27401351928711,10.777053833007812,67.47598648071289,67.97294616699219,0.01136,0.25,0.0003
26,212992,11.116883754730225,11.116883754730225,10.652700662612915,67.63311624526978,68.09729933738708,0.011,0.25,0.0003
