Episode,Effort,Raw_Reward,Normalized_Reward,Policy_Loss,Value_Loss,Total_Loss,KL_Div,Entropy,LR,Advantage_Mean,Advantage_Std
0,175.20684814453125,-7.476058483123779,-7.476058483123779,7.202862882614136,55.51123313903808,62.714096021652225,0.04331678450107575,0.7262362599372864,9.999999777933903e-05,-7.476058483123779,nan
1,175.14874267578125,-7.510375499725342,-7.510375499725342,7.426076030731201,55.99565544128418,63.42173147201538,0.011112385988235473,0.7271911084651947,9.999999111735633e-05,-7.508056163787842,nan
2,175.1399688720703,-7.494409084320068,-7.494409084320068,6.936377382278442,55.915109634399414,62.85148701667786,0.08394764065742492,0.7281244933605194,9.999998001405256e-05,-7.49825382232666,nan
3,175.4302520751953,-7.554686069488525,-7.554686069488525,7.510375738143921,56.61151542663574,64.12189116477967,0.005915433168411255,0.7289266586303711,9.999996446942884e-05,-7.55409574508667,nan
4,175.29991149902344,-7.558874130249023,-7.558874130249023,7.173396015167237,56.52335090637207,63.69674692153931,0.05481908172369003,0.7299247086048126,9.999994448348666e-05,-7.556356430053711,nan
5,176.23779296875,-7.5889716148376465,-7.5889716148376465,7.669421052932739,57.11545906066895,64.78488011360169,0.07377136051654816,0.7305904805660248,9.999992005622802e-05,-7.59654426574707,nan
6,176.0250244140625,-7.632390975952148,-7.632390975952148,7.563793468475342,57.3534538269043,64.91724729537964,0.010582074522972107,0.7310495257377625,9.999989118765533e-05,-7.640650749206543,nan
7,175.11868286132812,-7.540469646453857,-7.540469646453857,7.563371992111206,56.462426376342776,64.02579836845398,0.0015352874994277953,0.7316788911819458,9.999985787777144e-05,-7.568425178527832,nan
8,175.2509002685547,-7.574516773223877,-7.574516773223877,7.0074498653411865,56.85215072631836,63.85960059165954,0.11217760145664216,0.7320355653762818,9.999982012657963e-05,-7.610543727874756,nan
9,174.90174865722656,-7.543231010437012,-7.543231010437012,6.4339885234832765,56.573533630371095,63.00752215385437,0.3921676710247993,0.7323467552661895,9.999977793408364e-05,-7.551699638366699,nan
10,176.76614379882812,-2.508029016212829,-2.508029016212829,2.4641051292419434,5.85799241065979,8.322097539901733,0.02184745967388153,0.7325261414051056,9.999973130028758e-05,-2.511592388153076,nan
11,176.7722930908203,-1.6490434629482125,-1.6490434629482125,1.4456044554710388,2.2031009078025816,3.6487053632736206,0.18297370672225952,0.7326903939247131,9.999968022519612e-05,-1.6063145399093628,nan
