Episode,Effort,Raw_Reward,Normalized_Reward,Policy_Loss,Value_Loss,Total_Loss,KL_Div,Entropy,LR,Advantage_Mean,Advantage_Std
0,174.29100036621094,tensor(-7.4199),tensor(-7.4199),7.3994810581207275,55.05325508117676,62.452736139297485,0.0027636662125587463,0.7257764041423798,1e-05,-7.419941425323486,nan
1,174.58485412597656,tensor(-7.5224),tensor(-7.5224),7.524212121963501,56.586198806762695,64.1104109287262,-0.00020995736122131348,0.7257381081581116,1e-05,-7.522627830505371,nan
2,175.0802764892578,tensor(-7.4781),tensor(-7.4781),7.4784722328186035,55.9149808883667,63.3934531211853,-5.752593278884888e-05,0.7257119417190552,1e-05,-7.478041648864746,nan
3,175.67181396484375,tensor(-7.5303),tensor(-7.5303),7.533543229103088,56.70276641845703,64.23630964756012,-0.0004256516695022583,0.7257198244333267,1e-05,-7.530336380004883,nan
4,175.173828125,tensor(-7.5608),tensor(-7.5608),7.5523422956466675,57.15116596221924,64.7035082578659,0.0010217949748039246,0.7257287800312042,1e-05,-7.560060024261475,nan
5,175.09088134765625,tensor(-7.4753),tensor(-7.4753),7.480420112609863,55.879112243652344,63.35953235626221,-0.0006468072533607483,0.7257382571697235,1e-05,-7.475581645965576,nan
6,175.03880310058594,tensor(-7.4868),tensor(-7.4868),7.484887480735779,56.043357849121094,63.52824532985687,0.0002910494804382324,0.7257627248764038,1e-05,-7.48706579208374,nan
7,174.7654571533203,tensor(-7.4261),tensor(-7.4261),7.432921767234802,55.15421199798584,62.58713376522064,-0.0008285194635391235,0.7257983386516571,1e-05,-7.426762104034424,nan
8,174.8734130859375,tensor(-7.5517),tensor(-7.5517),7.559925198554993,57.02575492858887,64.58568012714386,-0.0010702386498451233,0.7258222997188568,1e-05,-7.551833629608154,nan
9,174.92578125,tensor(-7.5282),tensor(-7.5282),7.5336151123046875,56.64834022521973,64.18195533752441,-0.0008356049656867981,0.7258357405662537,1e-05,-7.527319431304932,nan
10,174.61753845214844,tensor(-7.4544),tensor(-7.4544),7.456691861152649,55.546525955200195,63.003217816352844,-0.0003985166549682617,0.7258530259132385,1e-05,-7.453717231750488,nan
11,176.02108764648438,tensor(-7.5980),tensor(-7.5980),7.5775580406188965,57.71368598937988,65.29124402999878,0.002649471163749695,0.72586989402771,1e-05,-7.597624778747559,nan
12,175.55860900878906,tensor(-7.5442),tensor(-7.5442),7.545302152633667,56.93422317504883,64.4795253276825,3.213435411453247e-05,0.7258773148059845,1e-05,-7.545543670654297,nan
13,175.51214599609375,tensor(-7.5441),tensor(-7.5441),7.539996147155762,56.88820552825928,64.42820167541504,0.0004884004592895508,0.7258862257003784,1e-05,-7.543675899505615,nan
14,175.6815948486328,tensor(-7.5908),tensor(-7.5908),7.559131741523743,57.61454391479492,65.17367565631866,0.004164554178714752,0.7258971333503723,1e-05,-7.590622425079346,nan
15,174.22793579101562,tensor(-7.4021),tensor(-7.4021),7.422719240188599,54.81958484649658,62.24230408668518,-0.0024540722370147705,0.725900799036026,1e-05,-7.404501914978027,nan
16,174.3212432861328,tensor(-7.4845),tensor(-7.4845),7.495647311210632,56.00111103057861,63.496758341789246,-0.0015426650643348694,0.7258952260017395,1e-05,-7.484082221984863,nan
17,176.1475372314453,tensor(-7.5390),tensor(-7.5390),7.500413298606873,56.820359230041504,64.32077252864838,0.005020067095756531,0.7258744239807129,1e-05,-7.538076400756836,nan
18,175.68016052246094,tensor(-7.4721),tensor(-7.4721),7.4640315771102905,55.84595203399658,63.30998361110687,0.0012470781803131104,0.7258299291133881,1e-05,-7.473330497741699,nan
19,175.3519287109375,tensor(-7.5639),tensor(-7.5639),7.557355880737305,57.1652135848999,64.7225694656372,0.0006622932851314545,0.725775808095932,1e-05,-7.562356472015381,nan
20,175.1951904296875,tensor(-7.5268),tensor(-7.5268),7.524809241294861,56.65079307556152,64.17560231685638,0.00024784356355667114,0.7257388085126877,1e-05,-7.526669979095459,nan
21,174.97804260253906,tensor(-7.4943),tensor(-7.4943),7.495559811592102,56.173274993896484,63.668834805488586,-4.044920206069946e-05,0.7257329970598221,1e-05,-7.495256423950195,nan
22,174.9636688232422,tensor(-7.4684),tensor(-7.4684),7.46096658706665,55.782888412475586,63.243854999542236,0.001172490417957306,0.7257618457078934,1e-05,-7.469705581665039,nan
23,175.3040771484375,tensor(-7.5234),tensor(-7.5234),7.534289002418518,56.641520500183105,64.17580950260162,-0.0013965293765068054,0.7257940173149109,1e-05,-7.523763656616211,nan
24,175.05438232421875,tensor(-7.5259),tensor(-7.5259),7.526360511779785,56.682661056518555,64.20902156829834,0.00021384656429290771,0.7258270680904388,1e-05,-7.52796745300293,nan
25,175.23179626464844,tensor(-7.5011),tensor(-7.5011),7.498838782310486,56.231122970581055,63.72996175289154,0.00019133836030960083,0.7258638441562653,1e-05,-7.500251770019531,nan
26,174.09849548339844,tensor(-7.4209),tensor(-7.4209),7.4611769914627075,55.10946559906006,62.570642590522766,-0.004999369382858276,0.7259102463722229,1e-05,-7.423912048339844,nan
27,175.43240356445312,tensor(-7.4693),tensor(-7.4693),7.481181383132935,55.76589775085449,63.24707913398743,-0.0016797706484794617,0.7259413599967957,1e-05,-7.4685282707214355,nan
28,174.99781799316406,tensor(-7.4923),tensor(-7.4923),7.490535855293274,56.10052013397217,63.59105598926544,-4.688650369644165e-05,0.7259600162506104,1e-05,-7.4901838302612305,nan
29,174.60472106933594,tensor(-7.4178),tensor(-7.4178),7.399111390113831,54.98927879333496,62.38839018344879,0.002377055585384369,0.7259919345378876,1e-05,-7.416567802429199,nan
30,174.90614318847656,tensor(-7.4629),tensor(-7.4629),7.446428060531616,55.69388389587402,63.14031195640564,0.002256251871585846,0.7260169982910156,1e-05,-7.463177680969238,nan
31,175.3445587158203,tensor(-7.6293),tensor(-7.6293),7.617892384529114,58.20372295379639,65.8216153383255,0.0014198198914527893,0.726035475730896,1e-05,-7.6286163330078125,nan
32,175.87924194335938,tensor(-7.5773),tensor(-7.5773),7.589512944221497,57.384060859680176,64.97357380390167,-0.0020273327827453613,0.7260410785675049,1e-05,-7.57391357421875,nan
33,174.75904846191406,tensor(-7.4209),tensor(-7.4209),7.460955381393433,55.08504009246826,62.545995473861694,-0.005074426531791687,0.7260408997535706,1e-05,-7.423122406005859,nan
34,174.9962921142578,tensor(-7.5523),tensor(-7.5523),7.592785716056824,57.010579109191895,64.60336482524872,-0.005628578364849091,0.7260380685329437,1e-05,-7.549952030181885,nan
35,173.90411376953125,tensor(-7.3706),tensor(-7.3706),7.457604289054871,54.372711181640625,61.830315470695496,-0.011332899332046509,0.7260338962078094,1e-05,-7.373308181762695,nan
36,175.1546630859375,tensor(-7.5034),tensor(-7.5034),7.518520951271057,56.31055736541748,63.82907831668854,-0.0018578693270683289,0.726032942533493,1e-05,-7.5045599937438965,nan
37,174.82034301757812,tensor(-7.4437),tensor(-7.4437),7.442745089530945,55.43537712097168,62.878122210502625,5.640089511871338e-05,0.7260574102401733,1e-05,-7.443098068237305,nan
38,175.32350158691406,tensor(-7.5821),tensor(-7.5821),7.556013703346252,57.38937473297119,64.94538843631744,0.003090549260377884,0.7260790169239044,1e-05,-7.579288959503174,nan
39,176.6703338623047,tensor(-7.6137),tensor(-7.6137),7.499906420707703,57.85795211791992,65.35785853862762,0.01439705491065979,0.7260893881320953,1e-05,-7.6075053215026855,nan
40,175.96910095214844,tensor(-7.5452),tensor(-7.5452),7.549570322036743,56.880309104919434,64.42987942695618,-0.0005750320851802826,0.72608482837677,1e-05,-7.5451436042785645,nan
41,175.90431213378906,tensor(-7.5502),tensor(-7.5502),7.586820602416992,57.029616355895996,64.61643695831299,-0.004582233726978302,0.7260732352733612,1e-05,-7.55197811126709,nan
42,175.1260986328125,tensor(-7.4960),tensor(-7.4960),7.492801666259766,56.261579513549805,63.75438117980957,0.0006774887442588806,0.726067066192627,1e-05,-7.497862339019775,nan
43,174.8498077392578,tensor(-7.5135),tensor(-7.5135),7.479859232902527,56.37246131896973,63.85232055187225,0.004338208585977554,0.7260880768299103,1e-05,-7.512300491333008,nan
44,174.48159790039062,tensor(-7.4782),tensor(-7.4782),7.483460187911987,55.91447067260742,63.39793086051941,-0.0006766617298126221,0.7261168360710144,1e-05,-7.478157997131348,nan
45,175.23106384277344,tensor(-7.5345),tensor(-7.5345),7.5272650718688965,56.83289909362793,64.36016416549683,0.0012144669890403748,0.7261427342891693,1e-05,-7.536393165588379,nan
46,174.50845336914062,tensor(-7.4593),tensor(-7.4593),7.45873498916626,55.58418941497803,63.04292440414429,-0.00023987144231796265,0.7261660695075989,1e-05,-7.456940650939941,nan
47,174.5170135498047,tensor(-7.4377),tensor(-7.4377),7.454285144805908,55.22924995422363,62.68353509902954,-0.0022857412695884705,0.72618567943573,1e-05,-7.436978816986084,nan
48,174.8197479248047,tensor(-7.4350),tensor(-7.4350),7.397531270980835,55.22153186798096,62.61906313896179,0.004492439329624176,0.7262001931667328,1e-05,-7.430722713470459,nan
49,174.11415100097656,tensor(-7.4307),tensor(-7.4307),7.4367347955703735,55.220802307128906,62.65753710269928,-0.0008430033922195435,0.7262089550495148,1e-05,-7.4303436279296875,nan
50,175.16111755371094,tensor(-7.5727),tensor(-7.5727),7.6321141719818115,57.23233699798584,64.86445116996765,-0.008676812052726746,0.7262122929096222,1e-05,-7.566079616546631,nan
51,175.20639038085938,tensor(-7.5260),tensor(-7.5260),7.524915933609009,56.53794193267822,64.06285786628723,-0.00031778961420059204,0.7262140214443207,1e-05,-7.522483825683594,nan
52,174.8047637939453,tensor(-7.5204),tensor(-7.5204),7.5460827350616455,56.501893043518066,64.04797577857971,-0.003341205418109894,0.7262234389781952,1e-05,-7.520867347717285,nan
53,174.87583923339844,tensor(-7.5113),tensor(-7.5113),7.490250468254089,56.35666847229004,63.84691894054413,0.002408236265182495,0.7262390851974487,1e-05,-7.508275032043457,nan
54,175.8228302001953,tensor(-7.5092),tensor(-7.5092),7.437339901924133,56.41650104522705,63.853840947151184,0.01021304726600647,0.7262571454048157,1e-05,-7.51209831237793,nan
55,175.2228546142578,tensor(-7.4786),tensor(-7.4786),7.512014389038086,55.89545249938965,63.407466888427734,-0.0046073272824287415,0.7262488305568695,1e-05,-7.47735595703125,nan
56,173.8019256591797,tensor(-7.3728),tensor(-7.3728),7.371917486190796,54.25672626495361,61.62864375114441,-0.0007573515176773071,0.7262408435344696,1e-05,-7.364731311798096,nan
57,175.0072479248047,tensor(-7.4617),tensor(-7.4617),7.456972599029541,55.66598606109619,63.12295866012573,0.0004483237862586975,0.7262321710586548,1e-05,-7.460236072540283,nan
58,175.56349182128906,tensor(-7.4924),tensor(-7.4924),7.510147929191589,56.08380126953125,63.59394919872284,-0.0030516311526298523,0.7262252867221832,1e-05,-7.486813068389893,nan
59,174.72657775878906,tensor(-7.4765),tensor(-7.4765),7.481407046318054,55.94053077697754,63.42193782329559,-0.0005007907748222351,0.7262126505374908,1e-05,-7.477649211883545,nan
60,174.31878662109375,tensor(-7.4590),tensor(-7.4590),7.384242057800293,55.54654026031494,62.930782318115234,0.009410850703716278,0.7262102961540222,1e-05,-7.453544616699219,nan
61,175.32395935058594,tensor(-7.5038),tensor(-7.5038),7.520155072212219,56.33053207397461,63.85068714618683,-0.0021265707910060883,0.7262147217988968,1e-05,-7.504065990447998,nan
62,174.82606506347656,tensor(-7.4262),tensor(-7.4262),7.529334664344788,55.062116622924805,62.59145128726959,-0.013934239745140076,0.7262330651283264,1e-05,-7.4242401123046875,nan
63,174.70620727539062,tensor(-7.4678),tensor(-7.4678),7.481033205986023,55.66347599029541,63.14450919628143,-0.0030739828944206238,0.7262479662895203,1e-05,-7.458040237426758,nan
64,175.15829467773438,tensor(-7.5471),tensor(-7.5471),7.561643004417419,56.99782180786133,64.55946481227875,-0.0015538111329078674,0.7262635231018066,1e-05,-7.549820423126221,nan
65,174.96246337890625,tensor(-7.4872),tensor(-7.4872),7.4881380796432495,56.2511510848999,63.73928916454315,0.001051574945449829,0.7262807190418243,1e-05,-7.495997905731201,nan
66,174.5460968017578,tensor(-7.4836),tensor(-7.4836),7.443753719329834,56.07784080505371,63.521594524383545,0.005240932106971741,0.7263083755970001,1e-05,-7.482637405395508,nan
67,174.75265502929688,tensor(-7.4666),tensor(-7.4666),7.461784720420837,55.58220195770264,63.043986678123474,-0.0008495822548866272,0.7263367623090744,1e-05,-7.4553656578063965,nan
68,175.69886779785156,tensor(-7.5547),tensor(-7.5547),7.503260493278503,56.956645011901855,64.45990550518036,0.0063256993889808655,0.7263619601726532,1e-05,-7.550602912902832,nan
69,175.3861083984375,tensor(-7.5608),tensor(-7.5608),7.629682540893555,57.18562602996826,64.81530857086182,-0.00830921158194542,0.7263802289962769,1e-05,-7.566089153289795,nan
70,176.2004852294922,tensor(-7.6938),tensor(-7.6938),7.456697940826416,59.08314514160156,66.53984308242798,0.03069889545440674,0.7263914048671722,1e-05,-7.686776638031006,nan
71,173.89620971679688,tensor(-7.4238),tensor(-7.4238),7.418777346611023,55.212090492248535,62.63086783885956,0.0011575892567634583,0.7263895869255066,1e-05,-7.427311420440674,nan
72,175.74777221679688,tensor(-7.6087),tensor(-7.6087),7.450196027755737,57.88059997558594,65.33079600334167,0.020952701568603516,0.7263814210891724,1e-05,-7.607285499572754,nan
73,174.2910614013672,tensor(-7.4327),tensor(-7.4327),7.425696492195129,55.320478439331055,62.746174931526184,0.0013582482933998108,0.7263718545436859,1e-05,-7.435239791870117,nan
74,175.21725463867188,tensor(-7.5262),tensor(-7.5262),7.537905216217041,56.83366298675537,64.37156820297241,-0.0003003329038619995,0.7263663709163666,1e-05,-7.53559684753418,nan
