Episode,Effort,Raw_Reward,Normalized_Reward,Policy_Loss,Value_Loss,Total_Loss,KL_Div,Entropy,LR,Advantage_Mean,Advantage_Std
0,174.19224548339844,tensor(-7.3906),tensor(-7.3906),5.850880225499471,21.12766985843579,26.97855008393526,30.73477252324422,0.7174019118150076,0.00499955,-7.390585422515869,nan
1,179.61529541015625,tensor(-8.2164),tensor(-8.2164),6.328190803527832,71.08453074594338,77.41272154947121,272.9858824412028,0.7110991676648458,0.0049991,-7.993504047393799,nan
2,198.5343475341797,tensor(-11.0328),tensor(-11.0328),8.132357358932495,90.04560084392627,98.17795820285876,2.498319625854492,0.7155999541282654,0.00499865,-10.272451400756836,nan
3,199.42259216308594,tensor(-11.1636),tensor(-11.1636),9.577640056610107,51.338123639424644,60.91576369603475,0.002467875679334005,0.7215990424156189,0.0049982,-9.601299285888672,nan
4,199.53018188476562,tensor(-11.2077),tensor(-11.2077),9.4416135152181,70.02359501520793,79.46520853042603,0.0011904786030451457,0.7233402927716573,0.0049977500000000005,-9.452842712402344,nan
5,200.0,tensor(-11.2070),tensor(-11.2070),9.012119134267172,24.894887049992878,33.90700618426005,0.0020992358525594077,0.7395834823449453,0.0049973000000000005,-9.030792236328125,nan
6,199.51031494140625,tensor(-11.2059),tensor(-11.2059),8.838672161102295,24.898301512002945,33.73697367310524,0.005599180857340495,0.7619674603144327,0.004996850000000001,-8.888084411621094,nan
7,199.6105499267578,tensor(-11.1295),tensor(-11.1295),8.76798184712728,24.116288036108017,32.8842698832353,-0.0042287856340408325,0.7808858752250671,0.004996400000000001,-8.730461120605469,nan
8,200.0,tensor(-11.2321),tensor(-11.2321),8.80137840906779,24.385352258880932,33.18673066794872,-0.0058023979266484576,0.7654024759928385,0.004995950000000001,-8.750404357910156,nan
9,200.0,tensor(-11.2500),tensor(-11.2500),8.684435526529947,24.27903078496456,32.96346631149451,0.0012187063694000244,0.7620013058185577,0.004995500000000001,-8.69500732421875,nan
10,199.80819702148438,tensor(-11.1848),tensor(-11.1848),8.551686922709147,23.316607157389324,31.86829408009847,0.0004785507917404175,0.7757176160812378,0.004995050000000001,-8.555625915527344,nan
11,200.0,tensor(-11.2500),tensor(-11.2500),8.501619656880697,24.146755542606115,32.648375199486814,0.004788617293039958,0.7880048553148905,0.004994600000000001,-8.542373657226562,nan
