Episode,Effort,Raw_Reward,Normalized_Reward,Policy_Loss,Value_Loss,Total_Loss,KL_Div,Entropy,LR,Advantage_Mean,Advantage_Std
0,175.6787872314453,-7.595582962036133,-7.595582962036133,7.538614988327026,57.69098345438639,65.22959844271342,0.007541825373967488,0.7256664534409841,5e-05,-7.595582962036133,nan
1,174.93374633789062,-7.4634246826171875,-7.4634246826171875,7.469618797302246,55.70073954264323,63.17035833994547,-0.0008303970098495483,0.725487212340037,5e-05,-7.46341609954834,nan
2,175.5364532470703,-7.5168046951293945,-7.5168046951293945,7.516214609146118,56.50010553995768,64.0163201491038,7.622440656026204e-05,0.7256330847740173,5e-05,-7.516786575317383,nan
3,174.88633728027344,-7.429322242736816,-7.429322242736816,7.4327778816223145,55.19259516398112,62.62537304560343,-0.00046854714552561444,0.7258246839046478,5e-05,-7.429294586181641,nan
4,174.75811767578125,-7.521340847015381,-7.521340847015381,7.521389961242676,56.56831169128418,64.08970165252686,-1.1324882507324219e-05,0.7258989214897156,5e-05,-7.521304607391357,nan
5,175.21546936035156,-7.481433868408203,-7.481433868408203,7.481550852457683,55.969189961751304,63.450740814208984,-2.1586815516153972e-05,0.7260612348715464,5e-05,-7.481389045715332,nan
6,174.4272003173828,-7.46363639831543,-7.46363639831543,7.454000473022461,55.70307477315267,63.15707524617513,0.0012867798407872517,0.726335753997167,5e-05,-7.4635820388793945,nan
7,175.03475952148438,-7.476314067840576,-7.476314067840576,7.465880314509074,55.89246050516764,63.35834081967672,0.0013903727134068806,0.7266248762607574,5e-05,-7.476250648498535,nan
8,174.30728149414062,-7.502939701080322,-7.502939701080322,7.503464063008626,56.29061381022135,63.79407787322998,-7.12275505065918e-05,0.7267588078975677,5e-05,-7.502866744995117,nan
9,175.475341796875,-7.490474700927734,-7.490474700927734,7.488786379496257,56.10328610738119,63.59207248687744,0.00021571417649586996,0.7264619171619415,5e-05,-7.490389823913574,nan
10,175.58238220214844,-0.5131480884811592,-0.5131480884811592,0.5131597022215525,0.26306474208831787,0.7762244443098704,-0.0002118125557899475,0.7262242535750071,5e-05,-0.5130507946014404,nan
11,174.93197631835938,-0.7204850105082788,-0.7204850105082788,0.7197943131128947,0.5187681516011556,1.2385624647140503,0.0008106182018915812,0.7261023918787638,5e-05,-0.7203771471977234,nan
12,175.756591796875,-1.4413354433015058,-1.4413354433015058,1.4362741907437642,2.076858480771383,3.5131326715151467,0.003443534175554911,0.7260644237200419,5e-05,-1.4412192106246948,nan
13,175.4702606201172,-0.9909928036040817,-0.9909928036040817,0.9876220325628916,0.9816995362440745,1.969321568806966,0.0032873799403508506,0.7260485291481018,5e-05,-0.9908706545829773,nan
14,175.50863647460938,-1.2986557542106356,-1.2986557542106356,1.2920424143473308,1.6860493421554565,2.978091756502787,0.0050140370925267535,0.7260523637135824,5e-05,-1.2985292673110962,nan
15,174.82122802734375,-0.22740845466794088,-0.22740845466794088,0.22686566412448883,0.0516326210151116,0.27849828513960045,0.0018282582362492879,0.7260655164718628,5e-05,-0.22727857530117035,nan
16,174.34603881835938,1.4625163544325765,1.4625163544325765,-1.4687058726946514,2.13946270942688,0.6707568367322286,-0.004122644662857056,0.7261019349098206,5e-05,1.4626500606536865,nan
17,174.5869140625,0.7401188775655865,0.7401188775655865,-0.7415509621302286,0.5479685167471567,-0.1935824453830719,-0.001744319995244344,0.7261082530021667,5e-05,0.7402548789978027,nan
