ts,event,queue,idx,gpu,info,cmd
2026-08-01T12:16:46+00:00,END,jobs,36,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T12:16:46+00:00,START,jobs,42,gpu1,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T12:40:18+00:00,END,jobs,38,gpu5,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T12:40:18+00:00,START,jobs,43,gpu5,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T12:47:22+00:00,END,jobs,39,gpu4,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T12:47:22+00:00,START,jobs,44,gpu4,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:14:55+00:00,END,jobs,32,gpu3,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 1000 --episodes 6144000 --ablation-name r7_state4_v2"
2026-08-01T13:14:55+00:00,START,jobs,45,gpu3,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:22:19+00:00,END,jobs,40,gpu6,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:22:19+00:00,START,jobs,46,gpu6,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:43:45+00:00,END,jobs,42,gpu1,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:43:45+00:00,START,jobs,47,gpu1,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 44 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:51:29+00:00,END,jobs,34,gpu0,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 1000 --episodes 6144000 --ablation-name r7_state4_v2"
2026-08-01T13:51:29+00:00,START,jobs,48,gpu0,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:55:55+00:00,END,jobs,41,gpu7,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T13:55:55+00:00,START,jobs,49,gpu7,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 35 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T14:09:45+00:00,END,jobs,43,gpu5,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 45 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T14:09:46+00:00,START,jobs,50,gpu5,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 42 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T14:10:55+00:00,END,jobs,33,gpu2,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_ability.py --method ppo --q 55 --seed 46 --min-updates 1000 --episodes 6144000 --ablation-name r7_state4_std"
2026-08-01T14:10:55+00:00,START,jobs,51,gpu2,,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_different_cost.py --method ppo --q 55 --seed 43 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
2026-08-01T14:13:52+00:00,END,jobs,44,gpu4,rc=0,"/home/fjiang4/tournament_experiment/.venv/bin/python run/run_three_players.py --method ppo --q 55 --seed 46 --theory-align-v2 --override-conc-ramp-warmup 200 --min-updates 300 --episodes 6144000 --ablation-name r7_state4"
