update,steps,gap,gap1,gap2,e1,e2,entropy,clip_eps,lr,approx_kl
1,16384,31.105122566223145,31.105122566223145,31.04431986808777,47.644877433776855,47.70568013191223,0.02,0.25,0.0004,0.0515574044453615
2,32768,30.30912935733795,30.30912935733795,29.527557492256165,48.44087064266205,49.222442507743835,0.02,0.2,0.00032,0.037024902948178354
3,49152,28.531787395477295,28.531787395477295,27.102861404418945,50.218212604522705,51.647138595581055,0.02,0.2,0.00032,0.03167544893076411
4,65536,26.59330725669861,26.59330725669861,24.90882635116577,52.15669274330139,53.84117364883423,0.02,0.2,0.00032,0.03133482365738018
5,81920,24.367175102233887,24.367175102233887,22.5252366065979,54.38282489776611,56.2247633934021,0.02,0.2,0.00032,0.024049970787018538
6,98304,22.344998121261597,22.344998121261597,20.421061515808105,56.4050018787384,58.328938484191895,0.02,0.2,0.00032,0.018064374470850453
7,114688,20.551661252975464,20.551661252975464,18.564621210098267,58.198338747024536,60.18537878990173,0.02,0.2,0.00032,0.016525430785259233
8,131072,19.01200771331787,19.01200771331787,17.0142924785614,59.73799228668213,61.7357075214386,0.02,0.2,0.00032,0.01324850888340734
9,147456,17.670187950134277,17.670187950134277,15.672705173492432,61.07981204986572,63.07729482650757,0.02,0.2,0.00032,0.013438278852845542
10,163840,16.369847059249878,16.369847059249878,14.376113414764404,62.38015294075012,64.3738865852356,0.02,0.2,0.00032,0.01033603167743422
11,180224,15.160903930664062,15.160903930664062,13.167355060577393,63.58909606933594,65.58264493942261,0.02,0.2,0.00032,0.009898624697234482
12,196608,14.03631329536438,14.03631329536438,12.049434185028076,64.71368670463562,66.70056581497192,0.02,0.2,0.00032,0.008485499781090765
13,212992,12.93419361114502,12.93419361114502,10.957685708999634,65.81580638885498,67.79231429100037,0.02,0.2,0.00032,0.009305210405727848
14,229376,12.020376920700073,12.020376920700073,10.186556577682495,66.72962307929993,68.5634434223175,0.02,0.2,0.00032,0.006056434672791511
15,245760,10.872057676315308,10.872057676315308,9.03271198272705,67.87794232368469,69.71728801727295,0.02,0.24,0.0004,0.00987903046188876
16,262144,9.82181191444397,9.82181191444397,8.03534746170044,68.92818808555603,70.71465253829956,0.02,0.24,0.0004,0.009710231435019524
17,278528,8.85748028755188,8.85748028755188,7.08065390586853,69.89251971244812,71.66934609413147,0.02,0.24,0.0004,0.009217635996174067
18,294912,7.948276996612549,7.948276996612549,6.207958459854126,70.80172300338745,72.54204154014587,0.02,0.24,0.0004,0.008093715086579323
19,311296,7.124212980270386,7.124212980270386,5.401781797409058,71.62578701972961,73.34821820259094,0.02,0.24,0.0004,0.008558266283944248
20,327680,6.457266807556152,6.457266807556152,4.916146993637085,72.29273319244385,73.83385300636292,0.02,0.24,0.0004,0.006918466649949551
21,344064,5.6035614013671875,5.6035614013671875,4.101125001907349,73.14643859863281,74.64887499809265,0.02,0.288,0.0005,0.008529160032048821
22,360448,4.958066940307617,4.958066940307617,3.55165958404541,73.79193305969238,75.19834041595459,0.02,0.288,0.0005,0.006840308697428554
23,376832,3.977576494216919,3.977576494216919,2.5802290439605713,74.77242350578308,76.16977095603943,0.02,0.34559999999999996,0.0005,0.012736812350340188
24,393216,4.395738840103149,4.395738840103149,3.4623003005981445,74.35426115989685,75.28769969940186,0.02,0.34559999999999996,0.0005,0.008323395485058427
25,409600,3.810713291168213,3.810713291168213,3.2836413383483887,74.93928670883179,75.46635866165161,0.02,0.34559999999999996,0.0005,0.002307205949909985
26,425984,4.014304876327515,3.8961148262023926,4.014304876327515,74.85388517379761,74.73569512367249,0.02,0.375,0.0005,0.001323066372424364
27,442368,3.7377333641052246,3.6056971549987793,3.7377333641052246,75.14430284500122,75.01226663589478,0.02,0.375,0.0005,0.001755722612142563
28,458752,3.7684476375579834,3.2325363159179688,3.7684476375579834,75.51746368408203,74.98155236244202,0.02,0.375,0.0005,0.001956043834798038
29,475136,2.977398633956909,2.9057300090789795,2.977398633956909,75.84426999092102,75.77260136604309,0.02,0.375,0.0005,0.004638156574219465
30,491520,3.4112727642059326,2.83183217048645,3.4112727642059326,75.91816782951355,75.33872723579407,0.02,0.375,0.0005,0.002443607058376074
31,507904,3.631875514984131,2.954528331756592,3.631875514984131,75.79547166824341,75.11812448501587,0.02,0.375,0.0005,0.002338451473042369
32,524288,4.418776035308838,3.4833824634552,4.418776035308838,75.2666175365448,74.33122396469116,0.02,0.375,0.0005,0.008653822657652199
33,540672,4.685101509094238,3.6341166496276855,4.685101509094238,75.11588335037231,74.06489849090576,0.02,0.375,0.0005,0.0013908507069572806
34,557056,5.193934440612793,4.257277250289917,5.193934440612793,74.49272274971008,73.5560655593872,0.02,0.375,0.0005,0.007916682190261782
35,573440,5.420074462890625,4.257569313049316,5.420074462890625,74.49243068695068,73.32992553710938,0.02,0.375,0.0005,0.0013873393065296114
36,589824,6.109539270401001,4.882422685623169,6.109539270401001,73.86757731437683,72.640460729599,0.02,0.375,0.0005,0.00854113869718276
37,606208,5.8695173263549805,4.3948328495025635,5.8695173263549805,74.35516715049744,72.88048267364502,0.02,0.375,0.0005,0.003846840315964073
38,622592,6.725404262542725,5.031583309173584,6.725404262542725,73.71841669082642,72.02459573745728,0.02,0.375,0.0005,0.010918220411986113
